article_number	structural_index	entity_type	concept	subject	action	object	legal_force	full_text
제3조제2항	[]	DEFINITION					DEFINITIONAL	제3조제2항에 따라 금융위원회에 등록한 자를 말한다. 11. “연불판매(延拂販賣)”란 특정물건을 새로 취득하여 거래상대방에게 넘겨주고, 그 물건의 대금ㆍ이자 등을 대통 령령으로 정하는 일정한 기간 이상 동안 정기적으로 나누어 지급받으며, 그 물건의 소유권 이전 시기와 그 밖의 조건에 관하여는 당사자 간의 약정으로 정하는 방식의 금융을 말한다. 12. “할부금융업”이란 할부금융을 업으로 하는 것을 말한다. 13. “할부금융”이란 재화(財貨)와 용역의 매매계약(賣買契約)에 대하여 매도인(賣渡人) 및 매수인(買受人)과 각각 약 정을 체결하여 매수인에게 융자한 재화와 용역의 구매자금을 매도인에게 지급하고 매수인으로부터 그 원리금(元 利金)을 나누어 상환(償還)받는 방식의 금융을 말한다. 13의2. “할부금융업자”란 할부금융업에 대하여
제3조제2항	[None, None, 3, 2]	DEFINITION	신기술사업금융업				DEFINITIONAL	제3조제2항에 따라 금융위원회에 등록한 자를 말한다. 14. “신기술사업금융업”이란
제41조제1항	[]	DEFINITION	신기술사업자				DEFINITIONAL	제41조제1항 각 호에 따른 업무를 종합적으로 업으로서 하는 것을 말한다. 14의2. “신기술사업자”란 「기술보증기금법」
제2조제1호	[]	DEFINITION	신기술사업				DEFINITIONAL	제2조제1호에 따른 신기술사업자와 기술 및 저작권ㆍ지적재산권 등과 관련된 연구ㆍ개발ㆍ개량ㆍ제품화 또는 이를 응용하여 사업화하는 사업(이하 “신기술사업”이라 한다)을 영위하는 「중소기업기본법」
제2조	[]	CONCEPT	중소기업					제2조에 따른 중소기업, 「중견기업 성장촉진 및 경쟁력 강화에 관한 특별법」
제2조제1호	[]	CONCEPT	중견기업					제2조제1호에 따른 중견기업 및 「외국환거래법」
제3조제15호	[None, None, 3, 15]	DEFINITION	비거주자				DEFINITIONAL	제3조제15호에 따른 비거주자를 말한다. 다만, 다음 각 목의 어느 하나에 해당 하는 업종을 영위하는 자는 제외한다. 가. 「통계법」
제22조제1항	[None, None, 22, 1]	DEFINITION	금융 및 보험업				DEFINITIONAL	제22조제1항에 따라 국가데이터처장이 고시하는 한국표준산업분류에 따른 금융 및 보험업. 다만, 동 분류에 따른 금융 및 보험관련 서비스업으로서 대통령령으로 정하는 업종은 제외한다.
제22조제1항	[]	DEFINITION	신기술사업금융업자				DEFINITIONAL	제22조제1항에 따라 국가데이터처장이 고시하는 한국표준산업분류에 따른 부동산업. 다만, 동 분류에 따른 부동산관련 서비스업으로서 대통령령으로 정하는 업종은 제외한다. 다. 그 밖에 신기술사업과 관련이 적은 업종으로서 대통령령으로 정하는 업종 14의3. “신기술사업금융업자”란 신기술사업금융업에 대하여
제3조제2항	[]	DEFINITION	신기술사업금융전문회사, 신기술사업투자조합, 여신전문금융회사				DEFINITIONAL	제3조제2항에 따라 금융위원회에 등록한 자를 말한다. 14의4. “신기술사업금융전문회사”란 신기술사업금융업자로서 신용카드업ㆍ시설대여업ㆍ할부금융업, 그 밖에 대통 령령으로 정하는 금융업을 함께 하지 아니하는 자를 말한다. 14의5. “신기술사업투자조합”이란 신기술사업자에게 투자하기 위하여 설립된 조합으로서 다음 각 목의 어느 하나에 해당하는 조합을 말한다. 가. 신기술사업금융업자가 신기술사업금융업자 외의 자와 공동으로 출자하여 설립한 조합 나. 신기술사업금융업자가 조합자금을 관리ㆍ운용하는 조합 법제처 3 국가법령정보센터 여신전문금융업법 15. “여신전문금융회사”란 여신전문금융업에 대하여
제3조제1항·제2항	[]	ACTOR	금융위원회 허가 및 등록	자	허가받다·등록하다	허가·등록	DEFINITIONAL	제3조제1항 또는 제2항에 따라 금융위원회의 허가를 받거나 금융위원회에 등록을 한 자로서
제46조제1항	[]	DEFINITION	겸영여신업자				DEFINITIONAL	제46조제1항 각 호에 따른 업무를 전업(專業)으로 하는 자를 말한다. 16. “겸영여신업자(兼營與信業者)”란 여신전문금융업에 대하여
제3조제3항	[]	DEFINITION	여신전문금융회사 아닌 자	자	말한다	여신전문금융회사 아닌 자	DEFINITIONAL	제3조제3항 단서에 따라 금융위원회의 허가를 받거 나 금융위원회에 등록을 한 자로서 여신전문금융회사가 아닌 자를 말한다. 17. “대주주”란 「금융회사의 지배구조에 관한 법률」
제2조	[2, None, 2, None]	DEFINITION	주주, 신용공여, 자기자본, 총자산				DEFINITIONAL	제2조제6호에 따른 주주를 말한다. 18. “신용공여”란 대출, 지급보증 또는 자금 지원적 성격의 유가증권의 매입, 그 밖에 금융거래상의 신용위험이 따르는 여신전문금융회사의 직접적ㆍ간접적 거래로서 대통령령으로 정하는 것을 말한다. 19. “자기자본”이란 납입자본금ㆍ자본잉여금 및 이익잉여금 등의 합계액으로서 대통령령으로 정하는 것을 말한다. 20. “총자산”이란 유동자산 및 비유동자산 등의 합계액으로서 대통령령으로 정하는 것을 말한다. [전문개정 2009. 2. 6.] 제2장 허가 또는 등록 <개정 2009. 2. 6.>
제3조	[]	REGULATION	영업 허가·등록	신용카드업을 하려는 자	허가받다	금융위원회	MANDATORY	제3조(영업의 허가ㆍ등록) ① 신용카드업을 하려는 자는 금융위원회의 허가를 받아야 한다. 다만, 제3항제2호에 해당하는 자는 금융위원회에 등록하면 신용카드업을 할 수 있다. ② 시설대여업ㆍ할부금융업 또는 신기술사업금융업을 하고 있거나 하려는 자로서 이 법을 적용받으려는 자는 업별(業別)로 금융위원회에 등록하여야 한다. ③ 제1항이나 제2항에 따라 허가를 받거나 등록을 할 수 있는 자는 여신전문금융회사이거나 여신전문금융회사가 되려는 자로 제한한다. 다만, 다음 각 호의 어느 하나에 해당하는 자는 그러하지 아니하다. 1. 다른 법률에 따라 설립되거나 금융위원회의 인가(認可) 또는 허가를 받은 금융기관으로서 대통령령으로 정하는 자 2. 경영하고 있는 사업의 성격상 신용카드업을 겸하여 경영하는 것이 바람직하다고 인정되는 자로서 대통령령으로 정하는 자 ④ 금융위원회는 제1항에 따른 허가에 조건을 붙일 수 있다. [전문개정 2009. 2. 6.]
제4조	[]	PROCEDURE	허가ㆍ등록 신청					제4조(허가ㆍ등록의 신청)
제3조제1항	[]	REGULATION	허가신청서·등록신청서 제출	신청자	제출	금융위원회	MANDATORY	제3조제1항 또는 제2항에 따라 허가를 받거나 등록을 하려는 자는 다음 각 호의 사항을 적은 허가신청서나 등록신청서에 대통령령으로 정하는 서류를 첨부하여 금융위원회에 제출하여야 한다. 1. 상호(商號) 및 주된 사무소의 소재지 2. 자본금 및 출자자(총리령으로 정하는 소액출자자는 제외한다)의 성명 또는 명칭과 그 지분율(持分率) 3. 임원의 성명 4. 경영하려는 여신전문금융업 5. 여신전문금융회사가 되려는 자는 그 취지 6. 겸영여신업자가 되려는 자는 경영하고 있는 사업의 내용 [전문개정 2009. 2. 6.]
제5조	[]	REGULATION	자본금	여신전문금융회사	제한한다	자본금	MANDATORY	제5조(자본금) ① 여신전문금융업의 허가를 받거나 등록을 하여 여신전문금융회사가 될 수 있는 자는 주식회사로서 자본금이 다음 각 호의 구분에 따른 금액 이상인 자로 제한한다. <개정 2016. 3. 29.> 1. 신용카드업을 하려는 경우로서 시설대여업ㆍ할부금융업 또는 신기술사업금융업을 함께 하지 아니하거나 그 중 하나의 업을 함께 하려는 경우: 200억원 2. 신용카드업을 하려는 경우로서 시설대여업ㆍ할부금융업 또는 신기술사업금융업 중 둘 이상의 업을 함께 하려는 경우: 400억원 3. 시설대여업ㆍ할부금융업 또는 신기술사업금융업 중 어느 하나 또는 둘 이상의 업을 하려는 경우로서 신용카드업을 하지 아니하는 경우: 200억원 4. 신기술사업금융업을 하려는 경우로서 신기술사업금융전문회사가 되려는 경우: 100억원 ②
제3조제3항제2호	[None, None, 3, 3]	REGULATION	신용카드업 등록 자격	주식회사	제한한다	자본금과 자기 자본이 20억원 이상인 자	MANDATORY	제3조제3항제2호에 따른 겸영여신업자로서 신용카드업의 등록을 할 수 있는 자는 주식회사로서 자본금과 자기 자본이 20억원 이상인 자로 제한한다. [전문개정 2009. 2. 6.]
제6조	[]	REGULATION	허가ㆍ등록 요건					제6조(허가ㆍ등록의 요건) ① 다음 각 호의 어느 하나에 해당하는 자는
제3조	[]	REGULATION	허가 및 등록 금지		받다·등록하다	허가 및 등록	PROHIBITIVE	제3조에 따른 허가를 받거나 등록을 할 수 없다. 1.
제10조	[]							제10조 또는
제57조제2항ㆍ제3항	[]	REGULATION	출자자 자격 제한				PROHIBITIVE	제57조제2항ㆍ제3항에 따라 등록ㆍ허가가 말소(抹消)되거나 취소된 날부터 3년이 지나지 아니한 법 인 및 그 말소 또는 취소 당시 그 법인의 대통령령으로 정하는 출자자이었던 자로서 말소되거나 취소된 날부터 3년이 지나지 아니한 자 2. 「채무자 회생 및 파산에 관한 법률」에 따른 회생절차 중에 있는 회사 및 그 회사의 출자자 중 대통령령으로 정하 는 출자자 3. 금융거래 등 상거래에서 약정한 날까지 채무(債務)를 변제(辨濟)하지 아니한 자로서 대통령령으로 정하는 자 4. 허가신청일 및 등록신청일을 기준으로 최근 3년 동안 대통령령으로 정하는 금융 관계 법령(이하 “금융관계법령 ”이라 한다)을 위반하여 벌금형 이상의 처벌을 받은 사실이 있는 자 5. 대통령령으로 정하는 재무건전성기준에 미치지 못하는 자(허가의 경우만 해당한다) 6. 제1호부터 제5호까지의 어느 하나에 해당하는 자가 출자자인 법인으로서 대통령령으로 정하는 법인 7. 신기술사업금융업자와 투자자 간, 특정 투자자와 다른 투자자 간의 이해관계의 충돌을 방지하기 위한 체계를 갖 추지 아니한 자
제44조의2	[]	REGULATION	신기술사업금융업자	신기술사업금융업자	해당한다		PROHIBITIVE	제44조의2에 따른 공모신기술투자조합을 결성하려는 신기술사업금융업자만 해당한다) ②
제3조제1항	[]	REGULATION	요건	신용카드업의 허가를 받으려는 자	갖추다	요건	MANDATORY	제3조제1항 본문에 따라 신용카드업의 허가를 받으려는 자는 다음 각 호의 요건을 갖추어야 한다. 1.
제5조	[]	REGULATION	요건				MANDATORY	제5조에 따른 자본금을 보유할 것 2. 거래자를 보호하고 취급하려는 업무를 하기에 충분한 전문인력과 전산설비 등 물적(物的) 시설을 갖추고 있을 것 3. 사업계획이 타당하고 건전할 것 4. 대주주(최대주주의 특수관계인인 주주를 포함하며, 최대주주가 법인인 경우에는 그 법인의 주요 경영사항에 대 하여 사실상의 영향력을 행사하고 있는 주주로서 대통령령으로 정하는 자를 포함한다)가 충분한 출자능력, 건전 한 재무상태 및 사회적 신용을 갖추고 있을 것 ③ 삭제<2015. 7. 31.> ④ 삭제<2015. 7. 31.> ⑤ 삭제<2015. 7. 31.> ⑥ 제2항의 규정에 따른 허가의 세부 요건은 대통령령으로 정한다.<개정 2015. 7. 31.> [전문개정 2009. 2. 6.]
제6조의2	[]	REGULATION	허가요건					제6조의2(허가요건의 유지)
제3조제1항	[]	DEFINITION	신용카드업		신용카드업을 하다		DEFINITIONAL	제3조제1항 본문에 따라 허가를 받아 신용카드업을 하고 있는 자는
제6조제2항제2호	[None, None, 6, 2]	REGULATION	요건 유지	회사	유지	요건	MANDATORY	제6조제2항제2호에서 정한 요건을 신용카드업의 허가를 받은 이후에도 계속 유지하여야 한다. 다만, 해당 회사의 경영건전성 확보, 거래자 등의 이익 보호를 위하여 대통령령으로 정하는 경우로서 금융위원회의 승인을 받는 경우에는
제6조제2항제2호	[None, None, 6, 2]	REGULATION	요건		유지하지 않다	요건	PERMISSIVE	제6조제2항제2호에서 정한 요건을 유지하지 아니할 수 있다. [본조신설 2010. 3. 12.]
제7조	[]	REGULATION	허가·등록	금융위원회				제7조(허가ㆍ등록의 실시) ① 금융위원회는
제4조	[]	REGULATION	허가 여부 결정 및 통보	금융위원회	결정하고 통보한다	허가 여부	MANDATORY	제4조에 따른 허가신청서를 제출받은 날부터 3개월 안에 허가 여부를 결정 하여 신청인에게 통보하여야 한다. ② 금융위원회는
제4조	[]	ACTOR	등록신청서 제출자	등록신청서 제출자	제출	등록신청서		제4조에 따른 등록신청서를 제출한 자가
Unknown	[]	REGULATION	Unknown					제5조와
제6조	[]	REGULATION	등록		등록하고 통보	신청인	MANDATORY	제6조의 요건에 맞는 경우에는 지체 없이 등록 을 하고 그 사실을 신청인에게 통보하여야 한다. ③ 금융위원회는
제4조	[]	REGULATION	보완 요청		보완을 요청하다	보완	PERMISSIVE	제4조에 따라 제출받은 서류에 잘못되거나 부족한 부분이 있으면 서류를 제출받은 날부터 10일 안에 보완을 요청할 수 있다. 이 경우 보완에 걸린 기간은 제1항에 따른 기간에 넣어 계산하지 아니한다.
제8조	[]	DEFINITION	예비허가					제8조(예비허가) ①
제3조제1항	[]	PROCEDURE	예비허가	금융위원회	예비허가를 신청하다	예비허가		제3조제1항 본문에 따른 허가(이하 이 조에서 “본허가”라 한다)를 받으려는 자는 미리 금융위원회 에 예비허가를 신청할 수 있다. ② 금융위원회는 제1항에 따른 예비허가 여부를 결정할 때 예비허가를 받으려는 자가 본허가 요건을 모두 충족할 수 있는지를 확인하여야 한다. ③ 금융위원회는 제2항에 따른 예비허가에 조건을 붙일 수 있다. ④ 금융위원회는 예비허가를 받은 자가 본허가를 신청하는 경우에는 제3항에 따른 예비허가 조건을 이행하였는지 와 본허가 요건을 모두 충족하는지를 확인한 후 본허가 여부를 결정하여야 한다. ⑤ 예비허가에 관하여는
제4조	[]							제4조 및
	[]	REGULATION	준용		준용한다	제6조제1항ㆍ제2항ㆍ제6항	MANDATORY	제6조제1항ㆍ제2항ㆍ제6항을 준용한다. [본조신설 2016. 3. 29.]
제9조	[]		삭제					제9조 삭제 <1999. 2. 1.>
제10조	[]	REGULATION	등록 말소					제10조(신청에 의한 등록의 말소) ①
제3조	[]	PROCEDURE	등록 말소	금융위원회	말소	등록	MANDATORY	제3조제1항 단서 또는 제2항에 따라 등록을 한 자는 대통령령으로 정하는 바에 따라 그 등록의 말소를 신청할 수 있다. ② 금융위원회는 제1항에 따른 신청을 받으면 지체 없이 그 등록을 말소한다. [전문개정 2009. 2. 6.]
제11조	[]	PROCEDURE	공고	금융위원회	공고	내용	MANDATORY	제11조(허가 등의 공고) 금융위원회는 다음 각 호의 어느 하나에 해당하면 지체 없이 그 내용을 관보(官報)에 공고(公告)하고 인터넷 홈페이지 등을 이용하여 일반인에게 알려야 한다. 1.
제3조제2항	[]	REGULATION	허가·등록		허가하거나 등록함			제3조제1항 또는 제2항에 따라 허가를 하거나 등록을 한 경우 2.
제10조제2항	[None, None, 10, 2]	REGULATION	등록 말소		말소	등록		제10조제2항에 따라 등록을 말소한 경우 3.
제57조제1항부터 제3항까지	[3, 1, 57, None]	REGULATION	업무정지		업무정지 명령 및 허가·등록 취소			제57조제1항부터 제3항까지의 규정에 따라 업무정지를 명하거나 허가 또는 등록을 취소한 경우 [전문개정 2009. 2. 6.] 제3장 여신전문금융업 <개정 2009. 2. 6.> 제1절 신용카드업 <개정 2009. 2. 6.>
제12조	[]	CONCEPT	신용카드업	신용카드업자			DEFINITIONAL	제12조(적용 범위) 이 절(節)은 신용카드업자가 하는 신용카드업과
제13조	[]	REGULATION	부대업무		적용	부대업무	MANDATORY	제13조에 따른 부대업무(附帶業務)에 대하여 적용한다. [전문개정 2009. 2. 6.]
제13조	[]	ACTOR	부대업무	신용카드업자	부대업무를 할		PERMISSIVE	제13조(신용카드업자의 부대업무) ① 신용카드업자는 대통령령으로 정하는 기준에 따라 다음 각 호에 따른 부대업무를 할 수 있다. 1. 신용카드회원에 대한 자금의 융통(融通) 2. 직불카드의 발행 및 대금의 결제 3. 선불카드의 발행ㆍ판매 및 대금의 결제 ② 신용카드업자는 제1항에 따른 업무를 대통령령으로 정하는 바에 따라 제3자가 대행하도록 할 수 있다. [전문개정 2009. 2. 6.]
제14조	[]	ACTOR	신용카드·직불카드 발급	신용카드업자	발급한다	신용카드·직불카드	MANDATORY	제14조(신용카드ㆍ직불카드의 발급) ① 신용카드업자는 발급신청을 받아야만 신용카드나 직불카드를 발급할 수 있다. 다만, 이미 발급한 신용카드나 직불카드를 갱신하거나 대체 발급하는 것에 대하여 대통령령으로 정하는 바에 따라 신용카드회원이나 직불카드회원의 동의를 받은 경우에는 그러하지 아니하다. ② 신용카드업자는 제1항에 따른 발급신청이 다음 각 호의 요건을 갖추고 있는지를 확인하여야 한다. 다만, 제2호는 신용카드 발급신청인 경우에만 적용한다. 1. 본인이 신청할 것 법제처 6 국가법령정보센터 여신전문금융업법 2. 신용카드 한도액이 신용카드업자가 정하는 신용한도 산정(算定) 기준(다음 각 목의 사항이 포함되어야 한다)에 따른 개인신용한도를 넘지 아니할 것 가. 소득과 재산에 관한 사항 나. 타인에 대한 지급 보증(保證)에 관한 사항 다. 신용카드이용대금을 결제할 수 있는 능력에 관한 사항 라. 신청인이 신용카드 발급 당시 다른 금융기관으로부터 받은 신용공여액(信用供與額)에 관한 사항 마. 그 밖에 신용한도 산정에 중요한 사항으로서 대통령령으로 정하는 사항 ③ 신용카드업자는 다음 각 호의 요건을 갖춘 자에게 신용카드를 발급할 수 있다. 1. 제2항 각 호의 요건을 갖춘 자 2. 신용카드의 발급신청일 현재 대통령령으로 정하는 연령 이상인 자 3. 그 밖에 신용카드 발급에 중요한 요건으로서 대통령령으로 정하는 요건을 갖춘 자 ④ 신용카드업자는 다음 각 호의 방법으로 신용카드회원을 모집하여서는 아니 된다. 1. 「방문판매 등에 관한 법률」
제2조제5호	[]	ACTOR	신용카드업자 정보 제공	신용카드업자	제공	신청자	MANDATORY	제2조제5호에 따른 다단계판매를 통한 모집 2. 인터넷을 통한 모집방법으로서 대통령령으로 정하는 모집 3. 그 밖에 대통령령으로 정하는 모집 ⑤ 신용카드업자는 신용카드나 직불카드를 발급하는 경우 그 약관(約款)과 함께 신용카드회원이나 직불카드회원의 권익(權益)을 보호하기 위하여 필요한 사항으로서 대통령령으로 정하는 사항을 신청자에게 다음 각 호 중 어느 하 나의 방법으로 제공한다. 이 경우 신청자가 다음 각 호 중 어느 하나의 방법을 요청하는 때에는 그 방법으로 제공하 여야 한다.<개정 2012. 6. 1., 2023. 3. 21.> 1. 서면(書面) 2. 팩스 3. 전자문서(「전자문서 및 전자거래 기본법」)
제2조제1호	[]	DEFINITION	전자문서				DEFINITIONAL	제2조제1호에 따른 전자문서를 말한다. 이하 같다) [전문개정 2009. 2. 6.]
제14조의2	[]	REGULATION	신용카드회원 모집	자	모집하다	신용카드회원	MANDATORY	제14조의2(신용카드회원의 모집) ① 신용카드회원을 모집할 수 있는 자는 다음 각 호의 어느 하나에 해당하는 자이어 야 한다. 1. 해당 신용카드업자의 임직원 2. 신용카드업자를 위하여 신용카드 발급계약의 체결을 중개(仲介)하는 자(이하 “모집인”이라 한다) 3. 신용카드업자와 신용카드회원의 모집에 관하여 업무 제휴(提携) 계약을 체결한 자(신용카드회원의 모집을 주된 업으로 하는 자는 제외한다) 및 그 임직원 ② 신용카드회원을 모집하는 자가 모집할 때 지켜야 할 사항과 모집방법에 관하여 필요한 사항은 대통령령으로 정 한다. [전문개정 2009. 2. 6.]
제14조의3	[]	REGULATION	모집인 등록	신용카드업자	등록	모집인	MANDATORY	제14조의3(모집인의 등록) ① 신용카드업자는 소속 모집인이 되고자 하는 자를 금융위원회에 등록하여야 한다. <개정 2010. 3. 12.> ② 다음 각 호의 어느 하나에 해당하는 자는 모집인이 될 수 없다.<개정 2016. 3. 29., 2020. 3. 24.> 1. 피성년후견인 또는 피한정후견인 2. 파산선고를 받고 복권(復權)되지 아니한 자 3. 이 법 또는 「금융소비자 보호에 관한 법률」(이하 “이 법등”이라 한다)에 따라 벌금 이상의 실형(實刑)을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 2년이 지나지 아니한 자 4.
제14조의4	[]	REGULATION	등록 취소 후 2년 제한	모집인	2년이 지나지 않다		PROHIBITIVE	제14조의4에 따라 모집인의 등록이 취소(이 항 제1호 또는 제2호에 해당하여 등록이 취소된 경우는 제외한다)된 후 2년이 지나지 아니한 자 5. 영업에 관하여 성년자(成年者)와 같은 능력을 가지지 아니한 미성년자(未成年者)로서 그 법정대리인(法定代理人 )이 제1호부터 제4호까지의 어느 하나에 해당하는 자 법제처 7 국가법령정보센터 여신전문금융업법 6. 법인 또는 법인이 아닌 사단(社團)이나 재단(財團)으로서 그 임원이나 관리인 가운데 제1호부터 제4호까지의 어 느 하나에 해당하는 자가 있는 자 ③ 금융위원회는 제1항에 따른 모집인의 등록에 관한 업무를
제62조제1항	[]	REGULATION	모집인운영협의회	여신전문금융업협회	위탁	여신전문금융업협회의 장		제62조제1항에 따른 여신전문금융업협회(이하 “여신 전문금융업협회”라 한다)의 장에게 위탁한다.<개정 2015. 1. 20., 2016. 3. 29.> ④ 여신전문금융업협회는 모집인의 등록ㆍ관리, 건전한 모집질서 유지 및 신용카드회원등의 보호 등을 위하여 모집 인운영협의회를 둘 수 있다.<신설 2010. 3. 12., 2016. 3. 29.> [전문개정 2009. 2. 6.]
제14조의4	[]	REGULATION	등록 취소	금융위원회	정지 명령 및 등록 취소	모집인	PERMISSIVE	제14조의4(등록의 취소 등) ① 금융위원회는 모집인이 다음 각 호의 어느 하나에 해당하면 6개월 안의 기간을 정하여 그 업무의 정지를 명하거나 그 등록을 취소할 수 있다. <개정 2020. 3. 24.> 1. 이 법에 따른 명령이나 처분을 위반한 경우 2. 모집에 관한 이 법의 규정을 위반한 경우 3. 「금융소비자 보호에 관한 법률」
제51조제1항제3호부터 제5호까지	[]	REGULATION	금융소비자 보호에 관한 법률		해당하는	제51조제1항제3호부터 제5호		제51조제1항제3호부터 제5호까지의 어느 하나에 해당하는 경우 4. 「금융소비자 보호에 관한 법률」
