subject,relation,relation_category,object,article_number,confidence,concepts,created_at
시설대여업,참조함,STRUCTURE,제27조의2,제27조의2,0.95,참조|제27조의2,2026-04-16
시설대여,참조함,STRUCTURE,제27조의2,제27조의2,0.95,참조|제27조의2,2026-04-16
시설대여업자,참조함,STRUCTURE,제27조의2,제27조의2,0.95,참조|제27조의2,2026-04-16
제3조제2항에 따라 금융위원회에 등록한 자,정의함,LOGICAL,금융위원회에 등록한 자,제3조제2항,0.96,금융위원회|등록,2026-04-16
연불판매,정의함,LOGICAL,"특정물건을 새로 취득하여 거래상대방에게 넘겨주고, 그 물건의 대금·이자 등을 대통령으로 정하는 일정한 기간 이상 동안 정기적으로 나누어 지급받으며, 그 물건의 소유권 이전 시기와 그 밖의 조건에 관하여는 당사자 간의 약정으로 정하는 방식의 금융",제3조제2항,0.95,특정물건|대통령|금융,2026-04-16
할부금융업,정의함,LOGICAL,할부금융을 업으로 하는 것,제3조제2항,0.95,할부금융|업,2026-04-16
할부금융,정의함,LOGICAL,재화와 용역의 매매계약에 대하여 매도인 및 매수인과 각각 약정을 체결하여 매수인에게 융자한 재화와 용역의 구매자금을 매도인에게 지급하고 매수인으로부터 그 원리금을 나누어 상환받는 방식의 금융,제3조제2항,0.95,재화|용역|매매계약|융자|원리금|상환,2026-04-16
할부금융업자,정의함,LOGICAL,할부금융업에 대하여,제3조제2항,0.94,할부금융업,2026-04-16
신기술사업금융업,정의함,LOGICAL,금융위원회에 등록한 자,제3조제2항,0.98,제3조제2항에 따라|금융위원회 등록,2026-04-16
신기술사업금융업,참조함,STRUCTURE,제3조제2항,제3조제2항,0.95,제3조제2항,2026-04-16
신기술사업자,정의함,LOGICAL,각 호에 따른 업무를 종합적으로 업으로서 하는 것,제41조제1항,0.96,업|각 호에 따른 업무,2026-04-16
신기술사업자,참조함,STRUCTURE,기술보증기금법,제41조제1항,0.92,법령,2026-04-16
신기술사업,정의함,LOGICAL,기술 및 저작권·지적재산권 등과 관련된 연구·개발·개량·제품화 또는 이를 응용하여 사업화하는 사업,제2조제1호,0.96,신기술사업|연구·개발|지적재산권,2026-04-16
중소기업,참조함,STRUCTURE,제2조,제2조,0.96,중소기업|제2조,2026-04-16
중소기업,정의함,LOGICAL,제2조,제2조,0.9,중소기업|제2조,2026-04-16
중견기업,정의함,LOGICAL,제2조제1호,제2조제1호,0.96,정의,2026-04-16
중견기업,참조함,STRUCTURE,외국환거래법,제2조제1호,0.91,법령참조,2026-04-16
비거주자,정의함,LOGICAL,제3조제15호,제3조제15호,0.99,비거주자|제3조제15호,2026-04-16
비거주자,예외로함,LOGICAL,통계법에 해당하는 업종을 영위하는 자,제3조제15호,0.95,통계법|업종,2026-04-16
금융 및 보험업,정의함,LOGICAL,한국표준산업분류에 따른 금융 및 보험업(국가데이터처장이 고시함),제22조제1항,0.99,한국표준산업분류|국가데이터처장,2026-04-16
금융 및 보험업,예외로함,LOGICAL,대통령령으로 정하는 금융 및 보험관련 서비스업,제22조제1항,0.98,대통령령,2026-04-16
신기술사업금융업자,정의함,LOGICAL,신기술사업금융업,제22조제1항,0.96,신기술사업금융업|정의,2026-04-16
신기술사업금융업자,예외로함,LOGICAL,대통령령으로 정하는 업종 14의3,제22조제1항,0.85,예외|대통령령,2026-04-16
신기술사업금융전문회사,정의함,LOGICAL,신기술사업금융업자로서 신용카드업·시설대여업·할부금융업 및 그 밖에 대통령으로 정하는 금융업을 함께 하지 아니하는 자,제3조제2항,0.99,신기술사업금융전문회사|신기술사업금융업자|신용카드업|시설대여업|할부금융업|대통령,2026-04-16
신기술사업투자조합,정의함,LOGICAL,신기술사업자에게 투자하기 위하여 설립된 조합으로서 (가) 신기술사업금융업자가 신기술사업금융업자 외의 자와 공동으로 출자하여 설립한 조합 또는 (나) 신기술사업금융업자가 조합자금을 관리·운용하는 조합,제3조제2항,0.99,신기술사업투자조합|신기술사업자|조합|신기술사업금융업자|출자|조합자금|관리|운용,2026-04-16
여신전문금융회사,정의함,LOGICAL,여신전문금융업에 관하여 영위하는 회사,제3조제2항,0.95,여신전문금융회사|여신전문금융업,2026-04-16
자,정의함,LOGICAL,금융위원회의 허가를 받거나 금융위원회에 등록한 자,제3조제1항·제2항,0.99,금융위원회 허가|금융위원회 등록,2026-04-16
겸영여신업자,정의함,LOGICAL,제46조제1항 각 호에 따른 업무를 전업(專業)으로 하는 자,제46조제1항,0.96,정의|전업|업무,2026-04-16
겸영여신업자,정의함,LOGICAL,여신전문금융업에 대하여,제46조제1항,0.94,정의|여신전문금융업,2026-04-16
여신전문금융회사 아닌 자,정의함,LOGICAL,금융위원회의 허가를 받거나 금융위원회에 등록을 한 자,제3조제3항,0.99,허가|등록,2026-04-16
여신전문금융회사 아닌 자,참조함,STRUCTURE,제3조제3항 단서,제3조제3항,0.9,단서,2026-04-16
주주,정의함,LOGICAL,제2조제6호에 따른 주주,제2조,0.99,주주|제2조제6호,2026-04-16
신용공여,정의함,LOGICAL,"대출, 지급보증 또는 자금 지원적 성격의 유가증권의 매입, 그 밖에 금융거래상의 신용위험이 따르는 여신전문금융회사의 직접적ㆍ간접적 거래로서 대통령령으로 정하는 것",제2조,0.98,신용공여|대출|지급보증|자금 지원|유가증권 매입|금융거래|대통령령,2026-04-16
자기자본,정의함,LOGICAL,"납입자본금, 자본잉여금 및 이익잉여금 등의 합계액으로서 대통령령으로 정하는 것",제2조,0.98,자기자본|납입자본금|자본잉여금|이익잉여금|대통령령,2026-04-16
총자산,정의함,LOGICAL,유동자산 및 비유동자산 등의 합계액으로서 대통령령으로 정하는 것,제2조,0.98,총자산|유동자산|비유동자산|대통령령,2026-04-16
신용카드업을 하려는 자,요구함,ACTION,금융위원회의 허가,제3조,0.99,허가|신용카드업,2026-04-16
제3항제2호에 해당하는 자,허용함,ACTION,금융위원회에 등록,제3조,0.95,등록|제3항제2호,2026-04-16
시설대여업·할부금융업·신기술사업금융업을 하고 있거나 하려는 자,요구함,ACTION,금융위원회에 등록,제3조,0.96,등록|시설대여업|할부금융업|신기술사업금융업,2026-04-16
제1항이나 제2항에 따라 허가를 받거나 등록을 할 수 있는 자,간주함,LOGICAL,여신전문금융회사 또는 여신전문금융회사가 되려는 자,제3조,0.94,여신전문금융회사|허가|등록,2026-04-16
금융위원회,권한을가짐,ACTION,제1항에 따른 허가에 조건을 붙일 수 있음,제3조,0.93,조건부 허가|제1항,2026-04-16
허가ㆍ등록 신청,정의함,LOGICAL,신용카드업 허가·등록을 위한 신청 절차,제4조,0.92,허가|등록|신청,2026-04-16
신청자,제출함,ACTION,금융위원회,제3조제1항,0.99,허가신청서|등록신청서|제출,2026-04-16
제3조제1항,참조함,STRUCTURE,제3조제2항,제3조제1항,0.95,제3조제1항 또는 제2항에 따라,2026-04-16
허가신청서·등록신청서,정의함,LOGICAL,제출서류,제3조제1항,0.9,상호 및 주된 사무소의 소재지|자본금 및 출자자 성명·명칭·지분율|임원의 성명|경영하려는 여신전문금융업|여신전문금융회사가 되려는 자는 그 취지|겸영여신업자가 되려는 자는 경영하고 있는 사업의 내용,2026-04-16
여신전문금융회사(신용카드업을 하려는 경우로서 시설대여업·할부금융업 또는 신기술사업금융업을 함께 하지 아니하거나 그 중 하나의 업을 함께 하려는 경우),요구함,ACTION,자본금 200억원 이상,제5조,0.96,자본금|신용카드업|시설대여업|할부금융업|신기술사업금융업,2026-04-16
여신전문금융회사(신용카드업을 하려는 경우로서 시설대여업·할부금융업 또는 신기술사업금융업 중 둘 이상의 업을 함께 하려는 경우),요구함,ACTION,자본금 400억원 이상,제5조,0.95,자본금|신용카드업|시설대여업|할부금융업|신기술사업금융업,2026-04-16
여신전문금융회사(시설대여업·할부금융업 또는 신기술사업금융업 중 어느 하나 또는 둘 이상의 업을 하려는 경우로서 신용카드업을 하지 아니하는 경우),요구함,ACTION,자본금 200억원 이상,제5조,0.95,자본금|시설대여업|할부금융업|신기술사업금융업,2026-04-16
여신전문금융회사(신기술사업금융업을 하려는 경우로서 신기술사업금융전문회사가 되려는 경우),요구함,ACTION,자본금 100억원 이상,제5조,0.94,자본금|신기술사업금융업,2026-04-16
신용카드업을 하려는 경우,참조함,STRUCTURE,제3조제1항,제5조,0.92,신용카드업,2026-04-16
주식회사,요구함,ACTION,자본금과 자기 자본이 20억원 이상인 자,제3조제3항제2호,0.97,신용카드업 등록 자격|자본금 20억원 이상,2026-04-16
신용카드업 등록 자격,정의함,LOGICAL,주식회사로서 자본금과 자기 자본이 20억원 이상인 자,제3조제3항제2호,0.95,신용카드업 등록 자격|자본금 20억원 이상,2026-04-16
허가ㆍ등록 요건,정의함,LOGICAL,다음 각 호의 어느 하나에 해당하는 자,제6조,0.95,허가|등록|요건,2026-04-16
허가 및 등록 금지,금지함,ACTION,허가를 받다·등록하다,제3조,0.99,허가|등록,2026-04-16
제10조,정의함,LOGICAL,제10조,제10조,0.4,조항,2026-04-16
출자자 자격 제한,정의함,LOGICAL,제57조제2항ㆍ제3항에 따라 등록·허가가 말소(抹消)되거나 취소된 날부터 3년이 지나지 아니한 법인 및 그 말소·취소 당시 대통령령으로 정하는 출자자였던 자,제57조제2항ㆍ제3항,0.99,출자자 자격 제한|말소·취소|3년 제한,2026-04-16
출자자 자격 제한,정의함,LOGICAL,채무자 회생 및 파산에 관한 법률에 따른 회생절차 중에 있는 회사 및 그 회사의 대통령령으로 정하는 출자자,제57조제2항ㆍ제3항,0.99,회생절차|출자자,2026-04-16
출자자 자격 제한,정의함,LOGICAL,금융거래 등 상거래에서 약정한 날까지 채무(債務)를 변제(辨濟)하지 아니한 자로서 대통령령으로 정하는 자,제57조제2항ㆍ제3항,0.99,채무 변제|금융거래,2026-04-16
출자자 자격 제한,정의함,LOGICAL,허가신청일 및 등록신청일을 기준으로 최근 3년 동안 대통령령으로 정하는 금융관계법령을 위반하여 벌금형 이상의 처벌을 받은 사실이 있는 자,제57조제2항ㆍ제3항,0.99,금융관계법령|벌금형|3년,2026-04-16
출자자 자격 제한,정의함,LOGICAL,대통령령으로 정하는 재무건전성기준에 미치지 못하는 자(허가의 경우만 해당),제57조제2항ㆍ제3항,0.99,재무건전성기준,2026-04-16
출자자 자격 제한,정의함,LOGICAL,제1호부터 제5호까지의 어느 하나에 해당하는 자가 출자자인 법인으로서 대통령령으로 정하는 법인,제57조제2항ㆍ제3항,0.99,법인|출자자,2026-04-16
출자자 자격 제한,정의함,LOGICAL,"신기술사업금융업자와 투자자 간, 특정 투자자와 다른 투자자 간의 이해관계의 충돌을 방지하기 위한 체계를 갖추지 아니한 자",제57조제2항ㆍ제3항,0.99,이해관계 충돌 방지|신기술사업금융업자,2026-04-16
신기술사업금융업자,간주함,LOGICAL,제44조의2,제44조의2,0.96,공모신기술투자조합|신기술사업금융업자,2026-04-16
신용카드업의 허가를 받으려는 자,요구함,ACTION,요건,제3조제1항,0.99,요건|신용카드업 허가,2026-04-16
요건,정의함,LOGICAL,자본금을 보유할 것,제5조,0.96,자본금,2026-04-16
요건,정의함,LOGICAL,거래자를 보호하고 취급하려는 업무를 하기에 충분한 전문인력과 전산설비 등 물적 시설을 갖추고 있을 것,제5조,0.95,전문인력|전산설비|물적 시설,2026-04-16
요건,정의함,LOGICAL,사업계획이 타당하고 건전할 것,제5조,0.95,사업계획|타당성|건전성,2026-04-16
요건,정의함,LOGICAL,"대주주가 충분한 출자능력, 건전한 재무상태 및 사회적 신용을 갖추고 있을 것",제5조,0.94,대주주|출자능력|재무상태|사회적 신용,2026-04-16
요건,참조함,STRUCTURE,제2항,제5조,0.93,제2항,2026-04-16
요건,근거함,STRUCTURE,대통령령,제5조,0.92,대통령령,2026-04-16
허가요건,정의함,LOGICAL,제6조의2,제6조의2,0.92,허가요건|유지,2026-04-16
신용카드업,정의함,LOGICAL,허가를 받아 신용카드업을 하고 있는 자,제3조제1항,0.96,허가|신용카드업,2026-04-16
회사,요구함,ACTION,제6조제2항제2호에서 정한 요건을 계속 유지,제6조제2항제2호,0.96,요건 유지|신용카드업 허가,2026-04-16
대통령령으로 정하는 경우,예외로함,LOGICAL,회사에 대한 요건 유지 의무,제6조제2항제2호,0.88,경영건전성 확보|거래자 이익 보호|금융위원회 승인,2026-04-16
요건,정의함,LOGICAL,제6조제2항제2호,제6조제2항제2호,0.9,요건|정의,2026-04-16
요건,허용함,ACTION,유지하지 않음,제6조제2항제2호,0.95,요건|유지,2026-04-16
금융위원회,권한을가짐,ACTION,허가·등록,제7조,0.92,허가·등록|실시,2026-04-16
금융위원회,결정함,ACTION,허가 여부,제4조,0.98,허가신청서 제출일로부터 3개월 이내|허가 여부,2026-04-16
금융위원회,통보함,ACTION,신청인,제4조,0.97,허가 여부|3개월 이내,2026-04-16
등록신청서 제출자,제출함,ACTION,등록신청서,제4조,0.96,제출,2026-04-16
등록신청서 제출자,참조함,STRUCTURE,제4조,제4조,0.92,제4조에 따른,2026-04-16
본 조항,참조함,STRUCTURE,제5조,Unknown,0.85,참조,2026-04-16
등록,요구함,ACTION,신청인에게 통보,제6조,0.96,지체 없이|신청인,2026-04-16
보완 요청,허용함,ACTION,보완,제4조,0.96,보완 요청|제4조,2026-04-16
보완 요청,참조함,STRUCTURE,제1항,제4조,0.92,제1항|제4조,2026-04-16
예비허가,정의함,LOGICAL,제8조,제8조,0.95,예비허가,2026-04-16
예비허가,신청가능함,ACTION,금융위원회,제3조제1항,0.94,예비허가|신청,2026-04-16
금융위원회,확인요구함,ACTION,본허가 요건 충족 여부,제3조제1항,0.96,본허가 요건|예비허가,2026-04-16
금융위원회,조건부여가능함,ACTION,예비허가,제3조제1항,0.95,조건|예비허가,2026-04-16
금융위원회,확인요구함,ACTION,예비허가 조건 이행 여부 및 본허가 요건 충족 여부,제3조제1항,0.95,예비허가 조건|본허가 요건,2026-04-16
제4조,참조함,STRUCTURE,제4조,제4조,0.3,,2026-04-16
준용,준용함,STRUCTURE,제6조제1항ㆍ제2항ㆍ제6항,,0.99,준용,2026-04-16
삭제,예외로함,LOGICAL,제9조,제9조,0.99,삭제,2026-04-16
등록 말소,정의함,LOGICAL,신청에 의한 등록 말소,제10조,0.92,신청|등록 말소,2026-04-16
금융위원회,권한을가짐,ACTION,등록 말소,제3조,0.96,등록 말소|금융위원회,2026-04-16
등록을 한 자,허용함,ACTION,등록 말소 신청,제3조,0.93,등록 말소 신청|등록을 한 자,2026-04-16
금융위원회,요구함,ACTION,관보 및 인터넷 홈페이지 등을 통해 내용 공고,제11조,0.99,공고|관보|인터넷 홈페이지,2026-04-16
허가·등록,참조함,STRUCTURE,제3조제1항,제3조제2항,0.96,허가|등록,2026-04-16
허가·등록,참조함,STRUCTURE,제3조제2항,제3조제2항,0.96,허가|등록,2026-04-16
등록 말소,참조함,STRUCTURE,제10조제2항,제10조제2항,0.95,등록|말소,2026-04-16
업무정지,정의함,LOGICAL,업무정지를 명하거나 허가·등록을 취소하는 행위,제57조제1항~제3항,0.95,업무정지|허가·등록 취소,2026-04-16
업무정지,참조함,STRUCTURE,제57조제1항~제3항,제57조제1항~제3항,0.9,제57조,2026-04-16
신용카드업,정의함,LOGICAL,신용카드업자가 하는 신용카드업,제12조,0.96,적용 범위|신용카드업,2026-04-16
제13조,적용함,ACTION,부대업무,제13조,0.95,부대업무|적용,2026-04-16
신용카드업자,허용함,ACTION,부대업무를 할 수 있다,제13조,0.99,부대업무|대통령령 기준,2026-04-16
부대업무,정의함,LOGICAL,신용카드회원에 대한 자금의 융통,제13조,0.98,자금 융통,2026-04-16
부대업무,정의함,LOGICAL,직불카드의 발행 및 대금의 결제,제13조,0.98,직불카드 발행|결제,2026-04-16
부대업무,정의함,LOGICAL,선불카드의 발행ㆍ판매 및 대금의 결제,제13조,0.98,선불카드 발행|판매|결제,2026-04-16
신용카드업자,허용함,ACTION,제3자가 대행하도록 할 수 있다,제13조,0.97,대행|제3자,2026-04-16
부대업무,준용함,STRUCTURE,대통령령으로 정하는 기준,제13조,0.95,대통령령 기준,2026-04-16
신용카드업자,요구함,ACTION,발급신청을 받아야 함,제14조,0.98,신용카드·직불카드 발급|발급신청,2026-04-16
신용카드업자,예외로함,LOGICAL,이미 발급한 신용카드·직불카드를 갱신·대체 발급할 경우 대통령령이 정하는 바에 따라 회원의 동의를 받은 경우,제14조,0.95,갱신|대체 발급|동의|대통령령,2026-04-16
신용카드업자,요구함,ACTION,발급신청이 요건을 충족하는지 확인함,제14조,0.96,신용카드 한도액|소득·재산|타인에 대한 지급보증|신용카드 이용대금 결제능력|신용공여액|대통령령,2026-04-16
신용카드업자,허용함,ACTION,요건을 갖춘 자에게 신용카드를 발급함,제14조,0.94,연령|대통령령이 정하는 요건,2026-04-16
신용카드업자,금지함,ACTION,방문판매 등으로 신용카드·직불카드 회원을 모집함,제14조,0.97,방문판매 등에 관한 법률,2026-04-16
신용카드·직불카드 발급,정의함,LOGICAL,신용카드업자가 발급신청을 받아야만 발급할 수 있는 행위,제14조,0.93,,2026-04-16
신용카드업자,제공함,ACTION,신청자,제2조제5호,0.99,신용카드업자 정보 제공|대통령령으로 정하는 사항|신용카드·직불카드 약관,2026-04-16
신용카드업자,참조함,STRUCTURE,대통령령,제2조제5호,0.95,대통령령으로 정하는 모집 방법|대통령령으로 정하는 제공 방법,2026-04-16
전자문서,정의함,LOGICAL,제2조제1호에 따른 전자문서,제2조제1호,0.99,전자문서|제2조제1호,2026-04-16
전자문서,참조함,STRUCTURE,제2조제1호,제2조제1호,0.95,전자문서|제2조제1호,2026-04-16
신용카드회원을 모집할 수 있는 자,정의함,LOGICAL,해당 신용카드업자의 임직원,제14조의2,1.0,신용카드회원 모집|신용카드업자,2026-04-16
신용카드회원을 모집할 수 있는 자,정의함,LOGICAL,신용카드업자를 위하여 신용카드 발급계약의 체결을 중개하는 자(모집인),제14조의2,1.0,신용카드회원 모집|모집인,2026-04-16
신용카드회원을 모집할 수 있는 자,정의함,LOGICAL,신용카드업자와 신용카드회원의 모집에 관하여 업무 제휴 계약을 체결한 자 및 그 임직원(신용카드회원의 모집을 주된 업으로 하는 자는 제외),제14조의2,1.0,신용카드회원 모집|업무 제휴 계약,2026-04-16
신용카드회원을 모집하는 자가 모집할 때 지켜야 할 사항과 모집방법에 관하여 필요한 사항,근거함,STRUCTURE,대통령령,제14조의2,1.0,신용카드회원 모집|대통령령,2026-04-16
신용카드회원을 모집할 수 있는 자,허용함,ACTION,신용카드회원 모집,제14조의2,1.0,신용카드회원 모집,2026-04-16
신용카드업자,요구함,ACTION,모집인 등록,제14조의3,0.99,모집인 등록|의무,2026-04-16
피성년후견인 또는 피한정후견인,예외로함,LOGICAL,모집인,제14조의3,0.95,예외|모집인 자격,2026-04-16
파산선고를 받고 복권(復權)되지 아니한 자,예외로함,LOGICAL,모집인,제14조의3,0.95,예외|모집인 자격,2026-04-16
이 법 또는 「금융소비자 보호에 관한 법률」에 따라 벌금 이상의 실형을 선고받고 그 집행이 끝나거나 집행이 면제된 날부터 2년이 지나지 아니한 자,예외로함,LOGICAL,모집인,제14조의3,0.94,예외|모집인 자격,2026-04-16
그 외의 자,가능함,ACTION,모집인 등록,제14조의3,0.9,등록 가능|모집인,2026-04-16
모집인,금지함,ACTION,등록 취소 후 2년이 경과하지 않은 기간 동안 영업,제14조의4,0.94,등록 취소 후 2년 제한|PROHIBITIVE,2026-04-16
모집인 등록 취소,예외로함,LOGICAL,제14조의4 제1호 또는 제2호에 해당하는 경우,제14조의4,0.9,예외|제1호|제2호,2026-04-16
여신전문금융업협회,권한을가짐,ACTION,여신전문금융업협회의 장,제62조제1항,1.0,위탁,2026-04-16
여신전문금융업협회,허용함,ACTION,모집인운영협의회,제62조제1항,1.0,설치|운영협의회,2026-04-16
금융위원회,권한을가짐,ACTION,모집인에 대한 업무 정지 및 등록 취소,제14조의4,0.96,정지 명령|등록 취소|모집인,2026-04-16
모집인,간주함,LOGICAL,이 법에 따른 명령이나 처분을 위반한 경우,제14조의4,0.85,위반|명령|처분,2026-04-16
제51조제1항제3호부터 제5호,준용함,STRUCTURE,금융소비자 보호에 관한 법률,제51조제1항제3호부터 제5호,0.96,해당하는 경우|법 적용,2026-04-16
금융위원회,요구함,ACTION,등록,제51조제2항,0.99,취소,2026-04-16
각 호의 어느 하나에 해당하게 된 경우,정의함,LOGICAL,등록 당시,제14조의3제2항,0.92,각 호|등록 당시,2026-04-16
자,금지함,ACTION,거짓이나 그 밖의 부정한 방법 사용,제14조의3제2항,1.0,거짓|부정한 방법,2026-04-16
등록,참조함,STRUCTURE,제14조의3제2항,제14조의3제1항,0.92,등록|제14조의3제2항,2026-04-16
정당한 사유,예외로함,LOGICAL,제14조의5제2항제4호 또는 제5호 위반,제14조의5제2항,0.95,정당한 사유|위반,2026-04-16
금융위원회,기회를 주다,ACTION,모집인,제14조의5제4항,1.0,조사 거부 시 의견제출 기회 제공|의견제출,2026-04-16
금융위원회,알려야 함,ACTION,모집인,제14조의5제4항,1.0,이유를 적은 문서|업무 정지·등록 취소 사유 통보,2026-04-16
신용카드업자,요구함,ACTION,모집질서 유지,제14조의5,0.85,모집질서 유지|신용카드업자,2026-04-16
모집인,금지함,ACTION,신용카드 회원을 모집하게 함,제14조의2제1항,0.99,신용카드 회원 모집|대가 지급 금지,2026-04-16
모집인,금지함,ACTION,신용카드 회원 모집에 관한 수수료·보수·그 밖의 대가 지급,제14조의2제1항,0.99,수수료·보수 지급 금지,2026-04-16
모집인,금지함,ACTION,자신이 소속된 신용카드업자 외의 자를 위하여 신용카드 회원을 모집하는 행위,제14조의2제1항,0.99,타업자 모집 금지,2026-04-16
정보,정의함,LOGICAL,제34조에 따른 정보,제34조,0.96,정의|제34조에 따른 정보,2026-04-16
정보,정의함,LOGICAL,신용정보,제34조,0.92,정의|신용정보,2026-04-16
개인정보 이용 제한,금지함,ACTION,업무 목적 외의 목적으로 개인정보를 누설하거나 이용하는 행위,제2조제1호,0.96,개인정보|업무 목적 외|누설|이용,2026-04-16
행위,정의함,LOGICAL,각 호,제14조제4항,0.7,행위|각 호,2026-04-16
신용카드회원 모집행위,금지함,ACTION,신용카드회원 모집행위와 관련된 행위,제24조의2,0.96,신용카드회원 모집행위|금지,2026-04-16
금융위원회,조사함,ACTION,신용카드회원을 모집하는 자,제24조의2,0.94,조사|필요성,2026-04-16
신용카드업자,신고하도록 요구함,ACTION,모집인의 행위가 법 등에 위반된 사실,제24조의2,0.93,신고|위반,2026-04-16
