subject	relation	relation_category	object	article_number	confidence	concepts	created_at
대통령령으로 정하는 사람	정의함	LOGICAL	임직원으로서 해당 조치의 원인 사유가 발생한 당시의 임직원이며, 다음 각 호의 어느 하나에 해당하는 사람	제5조제1항제6호	0.95	대통령령으로 정하는 사람|임직원|원인 사유 발생 당시	2026-05-20
감사위원	정의함	LOGICAL	감사위원회 위원	제19조	0.95	감사위원|감사위원회 위원	2026-05-20
감사위원	참조함	STRUCTURE	제19조	제19조	0.9	제19조에 따른	2026-05-20
임원	받다	ACTION	주의, 경고, 문책, 직무정지, 해임요구 및 그 밖에 이에 준하는 조치	제5조제1항제6호	0.95	위법·부당한 행위|금융감독원장|조치	2026-05-20
금융감독원장	근거함	STRUCTURE	주의, 경고, 문책, 직무정지, 해임요구 및 그 밖에 이에 준하는 조치	제5조제1항제6호	0.9	금융감독원장|조치	2026-05-20
임원	예외로함	LOGICAL	업무집행책 임자	제5조제1항제6호	0.85	임원|업무집행책 임자	2026-05-20
직원	받다	ACTION	조치	제5조제1항제6호	0.95	제재 대상자|위법ㆍ부당한 행위	2026-05-20
직원	포함함	LOGICAL	업무집행책임자	제5조제1항제6호	0.85	제재 대상자	2026-05-20
퇴임하거나 퇴직한 사람	제재 대상자	LOGICAL	제재 대상자	제5조제1항제6호	0.75	퇴임|퇴직	2026-05-20
직원	포함함	LOGICAL	제재 대상자	제5조제1항제6호	0.9	위법ㆍ부당한 행위	2026-05-20
대통령령으로 정하는 기간	정의함	LOGICAL	다음 각 호의 구분에 따른 기간	제5조제1항제7호	0.95	대통령령으로 정하는 기간|정의	2026-05-20
대통령령으로 정하는 기간	정의함	LOGICAL	임원에 대한 제재조치의 종류별로 다음 각 목에서 정하는 기간	제5조제1항제7호	0.9	임원|제재조치|정의	2026-05-20
대통령령으로 정하는 기간	정의함	LOGICAL	직원에 대한 제재조치의 종류별로 다음 각 목에서 정하는 기간	제5조제1항제7호	0.9	직원|제재조치|정의	2026-05-20
대통령령으로 정하는 기간	정의함	LOGICAL	해임(해임요구 또는 해임권고를 포함한다): 해임일(해임요구일 또는 해임권고일)부터 5년	제5조제1항제7호	0.9	해임|정의	2026-05-20
대통령령으로 정하는 기간	정의함	LOGICAL	직무정지(직무정지의 요구를 포함한다) 또는 업무집행정지: 직무정지 종료일(직무정지 요구일) 또는 업무집행정지 종료일부터 4년	제5조제1항제7호	0.9	직무정지|정의	2026-05-20
대통령령으로 정하는 사람	정의함	LOGICAL	해당 금융회사가 은행인 경우: 해당 은행, 해당 은행의 자회사등	제5조제1항제8호	0.95	대통령령으로 정하는 사람|정의	2026-05-20
자회사등	정의함	LOGICAL	은행의 자회사등	제37조제2항	0.95	자회사등|은행의 자회사등	2026-05-20
자은행	정의함	LOGICAL	은행의 자은행	제37조제5항	0.95	자은행|은행의 자은행	2026-05-20
은행의 자은행	정의함	LOGICAL	해당 은행을 자회사로 하는 은행지주회사 또는 그 은행지주회사의 자회사등	제37조제5항	0.9	은행지주회사|자회사|자회사등	2026-05-20
은행의 자은행	준용함	STRUCTURE	금융지주회사법	제37조제5항	0.85	금융지주회사법	2026-05-20
자회사등	정의함	LOGICAL	제4조제1항제2호에 따른 자회사등	제4조제1항제2호	0.9	자회사등 정의	2026-05-20
자회사등	참조함	STRUCTURE	은행지주회사의 자회사등	제4조제1항제2호	0.8	은행지주회사의 자회사등	2026-05-20
자회사등	정의함	LOGICAL	금융지주회사의 자회사등	제4조제1항제2호	0.95	정의|자회사등	2026-05-20
대통령령으로 정하는 경우	정의함	LOGICAL	직무정지, 업무집행정지 또는 정직요구(재임 또는 재직 중이었더라면 조치를 받았을 것으로 통보를 받은 경우를 포함한다) 이하의 제재를 받은 경우	제5조제2항	0.95	대통령령으로 정하는 경우|제재	2026-05-20
사외이사	정의함	LOGICAL	법	제8조	0.9	자격요건|법	2026-05-20
법인	정의함	LOGICAL	대통령령으로 정하는 중요한 거래관계가 있거나 사업상 경쟁 관계 또는 협력관계에 있는 법인	제6조제1항제6호	0.95	정의|법인|중요한 거래관계|경쟁 관계|협력 관계	2026-05-20
법인	정의함	LOGICAL	최근 3개 사업연도 중 해당 금융회사와의 거래실적 합계액이 자산총액 또는 영업수익의 10% 이상인 법인	제6조제1항제6호	0.9	정의|법인|거래실적|자산총액|영업수익|10%	2026-05-20
법인	정의함	LOGICAL	최근 사업연도 중 해당 금융회사와 매출총액의 10% 이상인 금액에 상당하는 단일 거래계약을 체결한 법인	제6조제1항제6호	0.9	정의|법인|매출총액|10%|단일 거래계약	2026-05-20
법인	정의함	LOGICAL	최근 사업연도 중 해당 금융회사와 금전, 유가증권, 그 밖의 증권 또는 증서를 대여하거나 차입한 금액과 담보 제공 등 채무보증을 한 금액의 합계액이 자본 또는 자본금의 10% 이상인 법인	제6조제1항제6호	0.9	정의|법인|금전|유가증권|증권|채무보증|자본|자본금|10%	2026-05-20
법인	정의함	LOGICAL	해당 금융회사의 정기주주총회일에 관한 법	제6조제1항제6호	0.8	정의|법인|정기주주총회일|보험업법	2026-05-20
금융회사	출자	ACTION	법인	제2조제7호	0.95	자본금|5% 이상	2026-05-20
금융회사	요구함	ACTION	법인	제2조제7호	0.9	기술제휴계약 체결	2026-05-20
감사인	정의함	LOGICAL	회계법인(선임된 회계법인으로, 해당 금융회사와 주된 법률자문·경영자문 계약을 체결한 법인)	제2조제7호	0.95	감사인|회계법인|자문계약	2026-05-20
감사인	예외로함	LOGICAL	한국은행	제2조제7호	0.9	감사인|한국은행	2026-05-20
감사인	예외로함	LOGICAL	자본시장과 금융투자업에 관한 법률 시행령에 따른 외국법인	제2조제7호	0.9	감사인|외국법인|자본시장과 금융투자업에 관한 법률 시행령	2026-05-20
감사인	참조함	STRUCTURE	제2조	제2조제7호	0.9	감사인|제2조	2026-05-20
자본시장과 금융투자업에 관한 법률 시행령	정의함	LOGICAL	자본시장과 금융투자업에 관한 법률 시행령	제10조제2항	0.95	정의|법률 시행령	2026-05-20
자	정의함	LOGICAL	제10조제3항제1호부터 제13호까지의 어느 하나에 해당하는 자 ③ 법	제10조	0.9	자|제10조제3항제1호부터 제13호까지의 어느 하나에 해당하는 자 ③ 법	2026-05-20
대통령령으로 정하는 사람	정의함	LOGICAL	해당 금융회사의 최대주주와 제1항 각 호의 어느 하나에 해당하는 관계에 있는 법인(제2항 각 호의 어느 하나에 해당하는 법인은 제외한다)의 상근 임직원 또는 최근 2년 이내에 상근 임직원이었던 사람. 이 경우 제1항 각 호의 ‘해당 금융회사’는 ‘해당 금융회사의 최대주주’로 본다.	제6조제1항제8호	0.95	정의|대통령령으로 정하는 사람	2026-05-20
대통령령으로 정하는 사람	정의함	LOGICAL	해당 금융회사가 은행인 경우 가. 최대주주가 아닌 대주주의 특수관계인 나. 다음의 어느 하나와 제1항 각 호의 어느 하나의 관계에 있는 법인(제2항 각 호의 어느 하나에 해당하는 법인 은 제외한다)의 상근 임직원 또는 최근 2년 이내에 상근 임직원이었던 사람 1) 해당 은행, 그 은행의 자회사등 및 자은행 2) 해당 은행을 자회사로 하는 은행지주회사 및 그 은행지주회사의 자회사등 법제처 7 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 다. 나목 1) 또는 2)의 상근 임직원 또는 최근 2년 이내에 상근 임직원이었던 사람의 배우자, 직계존속 및 직계비속	제6조제1항제8호	0.95	정의|대통령령으로 정하는 사람	2026-05-20
대통령령으로 정하는 사람	정의함	LOGICAL	해당 금융회사가 금융지주회사인 경우 해당 금융지주회사의 자회사등과 제1항 각 호의 어느 하나에 해당하는 관계에 있는 법인(제2항 각 호의 어느 하나에 해당하는 법인은 제외한다)의 상근 임직원 또는 최근 2년 이내에 상근 임직원이었던 사람	제6조제1항제8호	0.95	정의|대통령령으로 정하는 사람	2026-05-20
대통령령으로 정하는 사람	정의함	LOGICAL	해당 금융회사 외의 둘 이상의 다른 주권상장법인의 사외이사, 비상임이사 또는 비상임감사로 재임 중인 사람. 다만, 해당 금융회사가 주권상장법인, 은행 또는 은행지주회사인 경우에는 다음 각 호의 구분에 따른 사람을 말한다. 가. 해당 금융회사가 주권상장법인인 경우: 해당 금융회사 외의 둘 이상의 다른 회사의 이사ㆍ집행임원ㆍ감사로 재임 중인 사람 나. 해당 금융회사가 은행인 경우: 해당 은행 외의 다른 회사(해당 은행의 자회사등, 해당 은행의 자은행, 해당 은행을 자회사로 하는 은행지주회사 및 그 은행지주회사의 자회사등은 제외한다)의 사외이사, 비상임이사 또는 비상임감사로 재임 중인 사람 다. 해당 금융회사가 은행지주회사인 경우: 해당 은행지주회사 외의 다른 회사(해당 은행지주회사의 자회사등은 제외한다)의 사외이사, 비상임이사 또는 비상임감사로 재임 중인 사람	제6조제1항제8호	0.95	정의|대통령령으로 정하는 사람	2026-05-20
대통령령으로 정하는 사람	정의함	LOGICAL	다음 각 목의 어느 하나에 해당하는 사람 가. 해당 금융회사에 대한 회계감사인으로 선임된 감사반(「주식회사 등의 외부감사에 관한 법률」)	제6조제1항제8호	0.95	정의|대통령령으로 정하는 사람	2026-05-20
감사반	정의함	LOGICAL	감사반	제2조제7호나 목	0.95	감사반 정의	2026-05-20
법률사무소	정의함	LOGICAL	법무조합	제21조제1항	0.95	법률사무소 정의|법무조합	2026-05-20
법무조합	참조함	STRUCTURE	변호사법	제21조제1항	0.9	법무조합 참조 변호사법	2026-05-20
외국법자문법률사무소	정의함	LOGICAL	법무조합	제58조의18	0.9	외국법자문법률사무소|법무조합	2026-05-20
외국법자문법률사무소	참조함	STRUCTURE	제58조의18	제58조의18	0.8	제58조의18	2026-05-20
외국법자문법률사무소	정의함	LOGICAL	소속되었거나 최근 2년 이내에 소속되었던 공인회계사, 세무사 또는 변호사, 그 밖에 해당 금융회사에 대한 회계감사 또는 세무대리를 하거나 해당 금융회사와 주된 법률자문, 경영자문 등의 자문계약을 체결하고 있는 공인회계사, 세무사, 변호사 또는 그 밖의 자문용역을 제공하고 있는 사람, 해당 금융회사의 지분증권(자본시장과 금융투자업에 관한 법률)	제2조제4호	0.95	외국법자문법률사무소|정의	2026-05-20
지분증권	정의함	LOGICAL	총수의 100분의 1 이상에 해당하는 지분증권을 보유	제4조제4항	0.95	지분증권 정의|총수의 100분의 1 이상	2026-05-20
보유	정의함	LOGICAL	해당 금융회사와의 거래	제133조제3항	0.95	보유|거래|금융회사	2026-05-20
정형화된 거래	예외로함	LOGICAL	제2조제1호에 따른 약관에 따라 이루어지는 거래	제2조제1호	0.95	정형화된 거래 제외|제2조제1호에 따른 약관	2026-05-20
등록 대상자	정의함	LOGICAL	종합신용정보집중기관에 등록된 자(신용질서를 어지럽힌 사실이 있는 자 또는 약정한 기일 내에 채무를 변제하지 아니한 자)	제25조제2항제1호	0.98	등록 대상자 정의|신용질서 어지럽힌 사실|채무 변제 미이행	2026-05-20
종합신용정보집중기관	등록함	ACTION	등록 대상자	제25조제2항제1호	0.95	등록 대상자 정의|등록 절차	2026-05-20
등록 대상자	포함함	LOGICAL	기업/법인 임직원(회생 절차 중인 기업 임직원, 부실징후기업 임직원)	제25조제2항제1호	0.9	기업/법인 임직원 포함|회생 절차|부실징후기업	2026-05-20
대통령령으로 정하는 사람	정의함	LOGICAL	금융, 경영, 경제, 법률, 회계, 소비자보호 또는 정보기술 등 금융회사의 금융업 영위와 관련된 분야에서 연구ㆍ조사 또는 근무한 경력이 있는 사람으로서 사외이사 직무 수행에 필요한 전문지식이나 실무경험이 풍부하다고 해당 금융회사가 판단하는 사람	제6조제3항	0.95	대통령령으로 정하는 사람|금융회사의 금융업 영위와 관련된 분야에서 연구ㆍ조사 또는 근무한 경력이 있는 사람|사외이사 직무 수행에 필요한 전문지식이나 실무경험이 풍부한 사람	2026-05-20
임원 자격요건 보고	정의함	LOGICAL	법	제8조의2	0.85	임원 자격요건 보고|법	2026-05-20
대통령령으로 정하는 경우	정의함	LOGICAL	법	제7조제1항제3호	0.95	대통령령으로 정하는 경우|법	2026-05-20
책무 변경/추가	정의함	LOGICAL	임원의 책무를 변경하거나 추가하려는 경우	제30조의3제 1항	0.95	책무 변경/추가|임원의 책무	2026-05-20
책무 변경/추가	참조함	STRUCTURE	책무구조도	제30조의3제 1항	0.85	책무구조도	2026-05-20
제9조	정의함	LOGICAL	주요업무집행책임자	제9조	0.6	주요업무집행책임자 정의	2026-05-20
주요업무집행책임자	임면한다	ACTION	이사회의 의결	제8조제1항	0.95	주요업무집행책임자|이사회의 의결	2026-05-20
주요업무집행책임자	집행한다	ACTION	경영전략 수립 등 전략기획 업무	제8조제1항	0.9	주요업무집행책임자|경영전략 수립 등 전략기획 업무	2026-05-20
주요업무집행책임자	집행한다	ACTION	재무, 예산 및 결산 회계 등 재무관리 업무	제8조제1항	0.9	주요업무집행책임자|재무, 예산 및 결산 회계 등 재무관리 업무	2026-05-20
주요업무집행책임자	집행한다	ACTION	자산의 운용 등에 대한 위험관리 업무	제8조제1항	0.9	주요업무집행책임자|자산의 운용 등에 대한 위험관리 업무	2026-05-20
겸직 허용	정의함	LOGICAL	법	제10조	0.95	겸직 허용|법	2026-05-20
대통령령으로 정하는 경우	정의함	LOGICAL	여신전문금융회사인 금융회사: 해당 금융회사의 고객과 이해가 상충되지 아니하고 금융회사의 건전한 경영을 저해할 우려가 없는 경우로서 다른 회사의 상시적인 업무에 종사하는 경우	제10조제2항제4호	0.95	대통령령으로 정하는 경우 정의|여신전문금융회사	2026-05-20
대통령령으로 정하는 경우	정의함	LOGICAL	금융지주회사인 금융회사: 해당 금융지주회사의 자회사등의 고객과 이해가 상충되지 아니하고 그 자회사등의 건전한 경영을 저해할 우려가 없는 경우로서 다음 각 목의 어느 하나에 해당하지 아니하는 회사의 상시적인 업무에 종사하는 경우	제10조제2항제4호	0.95	대통령령으로 정하는 경우 정의|금융지주회사	2026-05-20
대통령령으로 정하는 경우	예외로함	LOGICAL	다만, 다음 각 목의 어느 하나에 해당하는 회사가 해당 금융지주회사의 자회사등인 경우는 제외한 다.	제10조제2항제4호	0.9	대통령령으로 정하는 경우 예외|예외 조건	2026-05-20
기관	검사 받다	ACTION	검사	제38조	0.95	검사|기관	2026-05-20
대통령령으로 정하는 회사	정의함	LOGICAL	금융지주회사법 시행령	제10조제4항제2호	0.95	대통령령으로 정하는 회사|금융지주회사법 시행령	2026-05-20
회사	정의함	LOGICAL	금융 및 보험업을 영위하는 회사 또는 같은 조 제2항에 따른 금융업의 영위와 밀접한 관련이 있는 회사	제2조제1항	0.95	정의|금융 및 보험업 영위	2026-05-20
회사	참조함	STRUCTURE	제2조제1항	제2조제1항	0.95	참조|제2조제1항	2026-05-20
회사	참조함	STRUCTURE	제2조제2항	제2조제1항	0.95	참조|제2조제2항	2026-05-20
대통령령으로 정하는 경우	정의함	LOGICAL	집합투자업의 업무 중 다음 각 호의 업무에 해당하는 경우	제10조제4항제2호가목	0.99	정의|대통령령으로 정하는 경우	2026-05-20
대통령령으로 정하는 경우	참조함	STRUCTURE	자본시장과 금융투자업에 관한 법률	제10조제4항제2호가목	0.95	참조|자본시장과 금융투자업에 관한 법률	2026-05-20
겸직 승인 및 보고	근거함	STRUCTURE	법	11	0.8	겸직 승인 및 보고|법	2026-05-20
대통령령으로 정하는 기준	정의함	LOGICAL	금융회사의 임직원 겸직 운용기준(위험관리ㆍ평가, 임직원 겸직개시ㆍ종료절차, 관리ㆍ감독, 고객정보)	제11조제1항	0.95	대통령령으로 정하는 기준|임직원 겸직 운용기준	2026-05-20
임직원	요구함	ACTION	해당 금융회사	제48조의2	0.95	임직원 겸직|이해상충 방지	2026-05-20
대통령령으로 정하는 경우	정의함	LOGICAL	다음 각 호의 어느 하나에 해당하지 않는 경우	제11조제1항	0.95	대통령령으로 정하는 경우|다음 각 호의 어느 하나에 해당하지 않는 경우	2026-05-20
대통령령으로 정하는 경우	예외로함	LOGICAL	해당 금융회사의 대표이사, 대표집행임원	제11조제1항	0.9	대통령령으로 정하는 경우|해당 금융회사의 대표이사, 대표집행임원	2026-05-20
대표집행임원	정의함	LOGICAL	사내이사 또는 주요업무집행책임자가 다른 회사의 상시적인 업무에 종사하는 임직원을 겸직하려는 경우	제408조의5제1항	0.95	대표집행임원 정의|사내이사 겸직	2026-05-20
대표집행임원	예외로함	LOGICAL	금융지주회사와 해당 금융지주회사의 자회사등 간의 겸직인 경우	제408조의5제1항	0.9	예외|금융지주회사 겸직	2026-05-20
대표집행임원	예외로함	LOGICAL	해당 금융회사가 여신전문금융업법에 따른 신기술사업금융업자인 경우	제408조의5제1항	0.9	예외|신기술사업금융업자	2026-05-20
임직원	겸직하려는 경우	ACTION	다른 회사의 임직원	제41조제1항	0.8	임직원 겸직|다른 회사의 임직원	2026-05-20
임직원	참조함	STRUCTURE	해당 금융회사의 감사위원(감사를 포함한다)	제41조제1항	0.7	임직원 겸직|감사위원	2026-05-20
준법감시인	정의함	LOGICAL	제25조제1항에 따른 준법감시인(이하 “준 법감시인”이라 한다) 또는 법	제25조제1항	0.95	정의|준법감시인	2026-05-20
위험관리책임자	금지함	ACTION	다른 금융회사의 감사위원, 준법감시인 또는 위험관리책임자	제28조제1항	0.95	위험관리책임자 겸직 제한|겸직	2026-05-20
위험관리책임자	예외로함	LOGICAL	금융지주회사의 자회사등에서 동일한 업무를 겸직하려는 경우	제28조제1항	0.85	예외|금융지주회사	2026-05-20
해당 금융회사의 임직원	금지함	ACTION	다른 금융회사의 상시적인 업무에 종사하는 임직원	제28조제1항	0.9	임직원 겸직 제한|겸직	2026-05-20
해당 금융회사의 임직원	예외로함	LOGICAL	제1호에 따른 임원	제28조제1항	0.8	예외|임원	2026-05-20
업무 나	정의함	LOGICAL	각 목의 어느 하나에 해당하는 업무	제10조제4항제2호	0.95	업무 나|정의	2026-05-20
신탁업	준용함	STRUCTURE	같은 법 시행령	제10조제4항제2호	0.85	신탁업|자본시장과 금융투자업에 관한 법률|제정	2026-05-20
업무	제외함	ACTION	주식ㆍ사채 등의 전자등록에 관한 법률	제47조제1항제6호	0.95	업무 제외|전문법률	2026-05-20
전자등록주식	정의함	LOGICAL	제2조제4호에 따른 전자등록주식등	제2조제4호	0.95	전자등록주식|제2조제4호에 따른 전자등록주식등	2026-05-20
전자등록주식	참조함	STRUCTURE	자본시장과 금융투자업에 관한 법률	제2조제4호	0.9	전자등록주식|자본시장과 금융투자업에 관한 법률	2026-05-20
임직원	보고할 수 있다	ACTION	금융위원회	제6조제10항제3호에 따른 업무 4	0.95	보고|임직원|금융위원회	2026-05-20
금융회사의 임직원	요구함	ACTION	겸직 승인을 받도록 요구	제11조제1항	0.9	겸직 승인|인사교체|동일 업무	2026-05-20
금융회사의 임직원	요구함	ACTION	외국 자회사등의 임직원을 겸직하려는 경우에 대한 겸직 승인	제11조제1항	0.85	외국 자회사|겸직 승인	2026-05-20
금융회사	제출하여야 한다	ACTION	금융위원회	제11조제1항	0.95	겸직 승인	2026-05-20
금융회사	첨부하여야 한다	ACTION	승인신청서	제11조제1항	0.95	겸직 승인	2026-05-20
금융위원회	정하여 고시함	STRUCTURE	승인신청서	제11조제1항	0.95	겸직 승인	2026-05-20
