subject	relation	relation_category	object	article_number	confidence	concepts	created_at
이사회	요구함	ACTION	정관의 변경에 관한 사항	제15조	0.95	이사회의 심의ㆍ의결|정관의 변경에 관한 사항	2026-05-21
이사회	요구함	ACTION	예산 및 결산에 관한 사항	제15조	0.95	이사회의 심의ㆍ의결|예산 및 결산에 관한 사항	2026-05-21
이사회	요구함	ACTION	해산ㆍ영업양도 및 합병 등 조직의 중요한 변경에 관한 사항	제15조	0.95	이사회의 심의ㆍ의결|해산ㆍ영업양도 및 합병 등 조직의 중요한 변경에 관한 사항	2026-05-21
이사회	요구함	ACTION	각 호의 사항	제15조	0.95	이사회의 심의ㆍ의결|각 호의 사항	2026-05-21
내부통제기준	정의함	LOGICAL	제24조	24	0.95	제24조에 따른|내부통제기준	2026-05-21
이사회	요구함	ACTION	정관	Unknown	0.95	이사회|정관	2026-05-21
위험관리기준	준용함	STRUCTURE	제27조	Unknown	0.85	위험관리기준|제27조	2026-05-21
내부통제 및 위험관리 정책	준용함	STRUCTURE	법제처 6	Unknown	0.75	내부통제 및 위험관리 정책|법제처 6	2026-05-21
최고경영자의 경영승계 등 지배구조 정책 수립에 관한 사항	준용함	STRUCTURE	금융회사의 지배구조에 관한 법률 6	Unknown	0.8	금융회사의 지배구조에 관한 법률|제6조	2026-05-21
대주주ㆍ임원 등과 회사 간의 이해상충 행위 감독에 관한 사항	준용함	STRUCTURE	금융회사의 지배구조에 관한 법률 7	Unknown	0.8	금융회사의 지배구조에 관한 법률|제7조	2026-05-21
이사회	위임할 수 있다	ACTION	정관	제393조제1항	0.95	위임|정관	2026-05-21
내부통제	감독한다	ACTION	대표이사등의 내부통제등 총괄 관리의무	제30조의4	0.9	내부통제|대표이사등의 내부통제등 총괄 관리의무	2026-05-21
금융회사	설치 및 구성	ACTION	위원회	제16조	0.95	위원회|설치 및 구성	2026-05-21
제16조	근거함	STRUCTURE	상법	제16조	0.9	상법|근거	2026-05-21
이사회	설치하여야 한다	ACTION	위원회	제393조의2	0.99	위원회 설치|의무	2026-05-21
제2호의 감사위원회	준용함	STRUCTURE	상법	제393조의2	0.95	감사위원회|상법	2026-05-21
위원회	정의함	LOGICAL	이 조에서 ‘위원회’라 한다	제393조의2	0.9	위원회 정의|조항 정의	2026-05-21
감사위원회	정의함	LOGICAL	제415조의2에 따른 감사위원회	제415조의2	0.99	정의함|제415조의2에 따른	2026-05-21
감사위원회	참조함	STRUCTURE	제415조	제415조의2	0.95	참조함|제415조	2026-05-21
보수위원회	설치하지 않다	ACTION	설치	제22조제1항	0.9	보수위원회 설치 여부|설치하지 않다	2026-05-21
금융회사	설치해야 한다	ACTION	보수위원회	제22조제1항	0.9	대통령령으로 정하는 금융회사|보수위원회 설치 의무	2026-05-21
금융회사의 정관	정하는 바에 따라	STRUCTURE	감사위원회 또는 위험관리위원회	제22조제1항	0.8	정관에 따른 설치|감사위원회/위험관리위원회	2026-05-21
위원회	허용함	ACTION	내부통제위원회	제22조 의2제1항	0.95	내부통제위원회|설치하지 아니할 수 있다	2026-05-21
위원회 위원	구성함	ACTION	사외이사	제22조 의2제1항	0.95	위원회 위원|과반수|사외이사	2026-05-21
위원회 대표	지정함	ACTION	사외이사	제22조 의2제1항	0.95	위원회 대표|사외이사	2026-05-21
임원후보추천위원회	요구함	ACTION	임원 후보를 추천한다	제17조	0.95	임원후보추천위원회|임원 후보|추천	2026-05-21
임원후보추천위원회	요구함	ACTION	3명 이상의 위원으로 구성한다	제17조	0.95	임원후보추천위원회|위원|3명 이상	2026-05-21
금융회사	요구함	ACTION	임원후보추천위원회의 추천을 받은 사람 중에서 선임하여야 한다	제17조	0.95	금융회사|주주총회|이사회|임원후보추천위원회|추천|선임	2026-05-21
주주	추천한	ACTION	사외이사 후보	제33조제1항	0.9	주주제안권|사외이사 후보	2026-05-21
임원후보추천위원회의 위원	의결권을 행사하지 못한다	ACTION	임원후보추천위원회 결의	제17조	0.9	임원후보추천위원회|의결권	2026-05-21
주주제안권	정의함	LOGICAL	제33조제1항	제33조제1항	0.8	주주제안권	2026-05-21
금융회사	예외로함	LOGICAL	제12조제1항	제12조제1항	0.95	임원 선임|제12조제1항에 따른 이사회 구성	2026-05-21
금융회사	제공함	ACTION	충분한 자료나 정보	제18조	0.95	사외이사의 원활한 직무수행|대통령령으로 정하는 바에 따라	2026-05-21
사외이사	요청할 수 있다	ACTION	자료나 정보의 제공	제18조	0.9	필요한 자료나 정보|직무 수행	2026-05-21
금융회사	따라야 한다	ACTION	사외이사의 요청	제18조	0.9	특별한 사유가 없으면	2026-05-21
감사위원회	구성한다	ACTION	이사	19조	0.95	감사위원회 구성|이사	2026-05-21
감사위원회	요구함	ACTION	회계 또는 재무 전문가	19조	0.95	감사위원회 구성|회계 또는 재무 전문가	2026-05-21
사외이사	요구함	ACTION	감사위원의 3분의 2 이상	제16조제4항	0.95	사외이사|감사위원의 3분의 2 이상	2026-05-21
금융회사	요구함	ACTION	제1항 및 제2항에 따른 요건을 충족하도록 조치	제16조제3항	0.9	금융회사|제1항 및 제2항에 따른 요건|주주총회	2026-05-21
사외이사	참조함	STRUCTURE	제16조제4항	제16조제4항	0.85	사외이사|제16조제4항	2026-05-21
주주	금지함	ACTION	감사위원이 되는 이사에 대한 의결권 행사	제409조	0.95	의결권|감사위원이 되는 이사|3% 초과	2026-05-21
회사	허용함	ACTION	정관에 100분의 3보다 낮은 비율을 정함	제409조	0.9	정관|비율|100분의 3	2026-05-21
회사	요구함	ACTION	상근감사 1명 이상 두어야 함	제409조	0.92	상근감사|1명 이상|자산규모	2026-05-21
회사	금지함	ACTION	상근감사 두지 않음	제409조	0.88	감사위원회 설치|상근감사 금지	2026-05-21
회사	금지함	ACTION	의결권 행사 제한 (제7항 및 상법에 따른)	제409조	0.9	상근감사 선임|의결권 제한|제7항|상법	2026-05-21
상근감사 및 사외이사가 아닌 감사위원	준용함	STRUCTURE	제409조제2항ㆍ제3항	제409조	0.95	자격요건|준용	2026-05-21
제6조	준용함	STRUCTURE	제6조제1항 및 제2항	제6조	0.95	준용|제6조제1항|제6조제2항	2026-05-21
감사위원	재임	ACTION	사람	제6조	0.9	재임|감사위원|사람	2026-05-21
감사위원	예외로함	LOGICAL	상근감사 또는 사외이사가 아닌 감사위원	제6조	0.85	다만|예외|상근감사|사외이사	2026-05-21
감사위원	허용함	ACTION	감사위원이 될 수 있다	제6조제1항제3호	0.9	감사위원|상근감사|사외이사	2026-05-21
감사위원	예외로함	LOGICAL	상근감사 또는 사외이사	제6조제1항제3호	0.9	감사위원|상근감사|사외이사	2026-05-21
감사위원회 또는 감사	허용함	ACTION	전문가	제20조	0.95	구할 수 있다|전문가 조력	2026-05-21
금융회사	요구함	ACTION	담당부서	제20조	0.95	설치하여야 한다|업무 지원 부서	2026-05-21
금융회사	요구함	ACTION	보고서	제20조	0.95	제출하여야 한다|정기 보고서	2026-05-21
사외이사	준용함	STRUCTURE	제18조	제18조	0.95	사외이사 정의|제18조 준용	2026-05-21
사외이사	간주함	LOGICAL	감사위원	제18조	0.95	사외이사 정의|감사위원	2026-05-21
사외이사	간주함	LOGICAL	감사	제18조	0.95	사외이사 정의|감사	2026-05-21
위험관리위원회	심의ㆍ의결한다	ACTION	각 호에 관한 사항	제21조	0.95	위험관리위원회|심의ㆍ의결	2026-05-21
금융위원회	정하여 고시하는	ACTION	사항	제27조	0.95	정하여 고시하는|위험관리기준	2026-05-21
금융위원회	제정 및 개정	ACTION	위험관리기준	제27조	0.9	제정 및 개정|위험관리기준	2026-05-21
보수위원회	심의ㆍ의결한다	ACTION	보수의 결정 및 지급방식에 관한 사항	제22조	0.95	보수위원회|보수의 결정 및 지급방식	2026-05-21
보수위원회	심의ㆍ의결한다	ACTION	보수지급에 관한 연차보고서의 작성 및 공시에 관한 사항	제22조	0.95	보수위원회|연차보고서 작성 및 공시	2026-05-21
보수위원회	심의ㆍ의결한다	ACTION	그 밖에 금융위원회가 정하여 고시하는 사항	제22조	0.95	보수위원회|금융위원회 고시	2026-05-21
금융회사	만들어야 한다	ACTION	보수체계	제22조	0.95	금융회사|보수체계	2026-05-21
금융회사	지급하여야 한다	ACTION	성과보수(연동 및 이연)	제22조	0.95	금융회사|성과보수	2026-05-21
금융회사	작성하고 공시하여야 한다	ACTION	연차보고서	제22조	0.95	금융회사|연차보고서	2026-05-21
연차보고서	포함되어야 한다	ACTION	보수위원회의 구성, 권한 및 책임 등	제22조	0.95	연차보고서|보수위원회 구성	2026-05-21
연차보고서	포함되어야 한다	ACTION	임원의 보수총액(기본급, 성과보수, 이연 성과보수 등)	제22조	0.95	연차보고서|임원 보수총액	2026-05-21
내부통제위원회	심의ㆍ의결한다	ACTION	각 호에 관한 사항	제22조의2	0.95	내부통제위원회|심의ㆍ의결|각 호에 관한 사항	2026-05-21
지배구조내부규범	요구함	ACTION	마련 및 변경	제14조제1항	0.95	지배구조내부규범|마련 및 변경	2026-05-21
지배구조내부규범	준용함	STRUCTURE	제14조제1항	제14조제1항	0.9	제14조제1항|지배구조내부규범	2026-05-21
임원	참조함	STRUCTURE	제30조의2제1항	제30조의2제1항	0.9	임원|제30조의2제1항에 따른	2026-05-21
대표이사등	준용함	STRUCTURE	제30조의2제2항	제30조의2제2항	0.95	제30조의2제2항에 따른	2026-05-21
제30조의2	참조함	STRUCTURE	제30조의2제1항	제30조의2	0.6	제30조의2|제30조의2제1항	2026-05-21
제30조의2	참조함	STRUCTURE	제30조의2제2항	제30조의2	0.6	제30조의2|제30조의2제2항	2026-05-21
관리조치와 보고	정의함	LOGICAL	제 30조의4에 따른 관리조치와 보고	30조의4	0.9	관리조치와 보고|제 30조의4	2026-05-21
관리조치와 보고	점검ㆍ평가	ACTION	미흡한 사항	30조의4	0.8	점검ㆍ평가|미흡한 사항	2026-05-21
관리조치와 보고	요구함	ACTION	개 선 등 필요한 조치	30조의4	0.8	요구함|개 선 등 필요한 조치	2026-05-21
감사위원회나 위험관리위원회	위임함	ACTION	대통령령으로 정하는 사항	30조의4	0.8	감사위원회나 위험관리위원회|대통령령으로 정하는 사항	2026-05-21
제1항 및 제2항	참조함	STRUCTURE	제 30조의4	30조의4	0.7	제1항 및 제2항|제 30조의4	2026-05-21
완전자회사등	정의함	LOGICAL	금융지주회사가 발행주식 총수를 소유하는 자회사 및 그 자회사가 발행주식 총수를 소유하는 손자회사(손자회사가 발행주식 총수를 소유하는 증손회사를 포함한다.	제23조	0.95	완전자회사등 정의|자회사 및 손자회사 소유	2026-05-21
제12조	참조함	STRUCTURE	제12조 및	Unknown	0.4	제12조|제12조 및	2026-05-21
완전자회사등	허용함	ACTION	감사위원회 설치하지 않음	16	0.92	감사위원회 설치|제16조	2026-05-21
완전자회사등	요구함	ACTION	상근감사 선임	16	0.95	상근감사 선임|감사위원회 설치	2026-05-21
현재 조항	준용함	STRUCTURE	제6조제1항 및 제2항	제6조	0.95	준용|제6조	2026-05-21
감사위원	정의함	LOGICAL	해당 완전자회사등의 상 근감사 또는 사외이사가 아닌 사람	제6조	0.85	감사위원|정의	2026-05-21
해당 완전자회사등의 상 근감사 또는 사외이사가 아닌 감사위원	예외로함	LOGICAL	제6조제1항 및 제2항	제6조	0.9	예외|감사위원	2026-05-21
금융회사	만들다	ACTION	내부통제기준	제24조	0.95	내부통제기준|법령 준수|경영 건전성|주주 보호	2026-05-21
자회사등	예외로함	LOGICAL	내부통제기준	제24조	0.9	자회사|금융지주회사|내부통제기준|예외	2026-05-21
내부통제기준	정의함	LOGICAL	대통령령	제24조	0.9	내부통제기준|대통령령|세부사항 정의	2026-05-21
금융지주회사	만들다	ACTION	자회사등의 내부통제기준	제24조	0.9	금융지주회사|자회사|내부통제기준|제정	2026-05-21
금융회사	요구함	ACTION	준법감시인 1명 이상 두어야 함	제25조	0.95	임명|최소1명	2026-05-21
준법감시인	허용함	ACTION	조사결과를 감사위원회 또는 감사에게 보고할 수 있다	제25조	0.9	보고|감사위원회|감사	2026-05-21
