subject,relation,relation_category,object,article_number,confidence,concepts,created_at
접근매체,정의함,LOGICAL,전자금융거래에 있어서 거래지시를 하거나 이용자 및 거래내용의 진실성과 정확성을 확보하기 위하여 사용되는 다음 각 목의 어느 하나에 해당하는 수단 또는 정보,제2조제1호,1.0,거래지시|이용자|거래내용|진실성|정확성,2026-04-16
접근매체,참조함,STRUCTURE,전자서명법,제2조제1호,1.0,전자서명법,2026-04-16
전자지급수단,정의함,LOGICAL,"전자자금이체, 직불전자지급수단, 선불전자지급수단, 전자화폐, 신용카드, 전자채권 및 그 밖에 전자적 방법에 따른 지급수단",제2조,0.99,전자지급수단|정의,2026-04-16
전자자금이체,정의함,LOGICAL,금융회사 또는 전자금융업자에 개설된 계좌에서 다른 계좌로 전자적 장치에 의하여 지급인 또는 수취인의 지시 등에 따라 자금을 이체하는 행위,제2조,0.98,전자자금이체|정의,2026-04-16
직불전자지급수단,정의함,LOGICAL,이용자와 가맹점간에 전자적 방법에 따라 금융회사의 계좌에서 자금을 이체하는 등 재화·용역 제공과 대가 지급을 동시에 이행하도록 금융회사 또는 전자금융업자가 발행한 증표 또는 그 증표에 관한 정보,제2조,0.98,직불전자지급수단|정의,2026-04-16
선불전자지급수단,정의함,LOGICAL,이전 가능한 금전적 가치가 전자적 방법으로 저장된 증표 또는 그 증표에 관한 정보로서 발행인 외의 제3자로부터 재화·용역을 구입하고 그 대가를 지급하는 데 사용되는 것(전자화폐 제외),제2조,0.98,선불전자지급수단|정의,2026-04-16
전자화폐,정의함,LOGICAL,"이전 가능한 금전적 가치가 전자적 방법으로 저장된 증표 또는 그 증표에 관한 정보로서 대통령령이 정하는 기준 이상의 지역·가맹점에서 이용 가능하고, 제14호 가목 요건을 충족하며, 구입 가능한 재화·용역이 5개 이상이며, 현금·예금과 동일한 가치로 교환·발행 보장되는 것",제2조,0.98,전자화폐|정의,2026-04-16
전자채권,정의함,LOGICAL,"다음 요건을 갖춘 전자문서에 기재된 채권자의 금전채권: 채무자가 채권자를 지정하고, 전자채권에 채무 내용이 기재된 것",제2조,0.97,전자채권|정의,2026-04-16
제2조제2호,참조함,STRUCTURE,전자서명,제2조제2호,0.96,전자서명|제2조제2호,2026-04-16
전자서명,정의함,LOGICAL,서명자의 실지명의를 확인할 수 있는 것,제2조제2호,0.96,전자서명|실지명 확인,2026-04-16
전자채권관리기관,정의함,LOGICAL,전자채권관리기관(이하 “전자채권관리기관”이라 한다),제29조제1항,0.99,정의|DEFINITION,2026-04-16
채권자,요구함,ACTION,송신,제6조 제1항,0.95,송신,2026-04-16
거래지시,정의함,LOGICAL,이용자가 전자금융거래계약에 따라 금융회사 또는 전자금융업자에게 전자금융거래의 처리를 지시하는 것,제6조제2항,0.99,전자금융거래계약|금융회사|전자금융업자,2026-04-16
오류,정의함,LOGICAL,이용자의 고의 또는 과실 없이 전자금융거래가 전자금융거래계약 또는 이용자의 거래지시에 따라 이행되지 아니한 경우,제6조제2항,0.99,전자금융거래|전자금융거래계약|거래지시,2026-04-16
전자지급결제대행,정의함,LOGICAL,전자적 방법으로 재화의 구입 또는 용역의 이용에 있어서 지급결제정보를 송신하거나 수신하는 것 또는 그 대가의 정산을 대행하거나 매개하는 것,제6조제2항,0.99,재화|용역|지급결제정보,2026-04-16
가맹점,정의함,LOGICAL,금융회사 또는 전자금융업자와의 계약에 따라 직불전자지급수단이나 선불전자지급수단 또는 전자화폐에 의한 거래에 있어서 이용자에게 재화 또는 용역을 제공하는 자 및 그 대리를 하는 자(대통령령으로 정하는 자),제6조제2항,0.99,금융회사|전자금융업자|직불전자지급수단|선불전자지급수단|전자화폐,2026-04-16
전자금융기반시설,정의함,LOGICAL,전자금융거래에 이용되는 정보처리시스템 및 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」,제6조제2항,1.0,전자금융거래|정보처리시스템|정보통신망 이용촉진 및 정보보호 등에 관한 법률,2026-04-16
전자적 침해행위,정의함,LOGICAL,"해킹, 컴퓨터 바이러스, 논리폭탄, 메일폭탄, 서비스 거부 또는 고출력 전자기파 등의 방법으로 전자금융기반시설을 공격하는 행위",제2조제1항제1호,1.0,해킹|컴퓨터 바이러스|논리폭탄|메일폭탄|서비스 거부|고출력 전자기파|전자금융기반시설,2026-04-16
정보통신망,참조함,STRUCTURE,제2조제1항제1호,제2조제1항제1호,0.95,,2026-04-16
전자지급거래,참조함,STRUCTURE,전자금융거래,제2조,0.95,전자지급거래|전자금융거래,2026-04-16
금융회사,정의함,LOGICAL,다음 각 목의 어느 하나에 해당하는 기관이나 단체 또는 사업자를 말한다,제2조,0.99,금융회사,2026-04-16
금융회사,참조함,STRUCTURE,금융위원회의 설치 등에 관한 법률,제2조,0.95,금융회사|금융위원회의 설치 등에 관한 법률,2026-04-16
전자금융업자,정의함,LOGICAL,"제38조제1호부터 제5호까지, 제7호 및 제8호에 해당하는 기관 및 대통령령이 정하는 자",제38조,0.95,정의,2026-04-16
전자금융업자,참조함,STRUCTURE,여신전문금융법,제38조,0.9,법령참조,2026-04-16
전자금융업자,참조함,STRUCTURE,우체국예금ㆍ보험에 관한 법률,제38조,0.9,법령참조,2026-04-16
전자금융업자,참조함,STRUCTURE,새마을금고법,제38조,0.9,법령참조,2026-04-16
전자금융업자,정의함,LOGICAL,여신전문금융회사,제38조,0.85,정의,2026-04-16
전자금융업자,정의함,LOGICAL,체신관서,제38조,0.85,정정,2026-04-16
전자금융업자,정의함,LOGICAL,새마을금고 및 새마을금고중앙회,제38조,0.85,정의,2026-04-16
전자금융보조업자,정의함,LOGICAL,금융회사 또는 전자금융업자를 위하여 전자금융거래를 보조하거나 그 일부를 대행하는 업무를 행하는 자,제28조,0.98,전자금융거래 보조|업무 대행,2026-04-16
전자금융보조업자,정의함,LOGICAL,결제중계시스템의 운영자,제28조,0.97,결제중계시스템 운영,2026-04-16
전자금융보조업자,근거함,STRUCTURE,금융위원회의 설치 등에 관한 법률,제28조,0.95,법률 근거,2026-04-16
이용자,정의함,LOGICAL,전자금융거래를 위하여 금융회사 또는 전자금융업자와 체결한 계약에 따라 전자금융거래를 이용하는 자,제3조,0.99,이용자|정의,2026-04-16
전자문서,정의함,LOGICAL,「전자문서 및 전자거래 기본법」에 따른 전자문서,제3조,0.98,전자문서|정의,2026-04-16
접근매체,정의함,LOGICAL,수단 또는 정보,제2조제1호,0.99,수단 또는 정보|전자식 카드 및 이에 준하는 전자적 정보|전자서명법,2026-04-16
전자자금이체,정의함,LOGICAL,금융회사 또는 전자금융업자에 개설된 계좌에서 다른 계좌로 전자적 장치에 의하여 지급인과 수취인 사이에 자금을 이체하는 행위,제2조제3호,0.98,전자자금이체,2026-04-16
직불전자지급수단,정의함,LOGICAL,이용자와 가맹점간에 전자적 방법에 따라 금융회사의 계좌에서 자금을 이체하는 등 재화·용역 제공과 대가 지급을 동시에 이행하도록 금융회사 또는 전자금융업자가 발행한 증표 또는 그 정보,제2조제3호,0.98,직불전자지급수단,2026-04-16
선불전자지급수단,정의함,LOGICAL,"이전 가능한 금전적 가치가 전자적 방법으로 저장되어 발행된 증표 또는 그 증표에 관한 정보로서, 발행인 외의 제3자로부터 재화·용역을 구입하고 그 대가를 지급하는 데 사용되는 것(단, 전자화폐 제외)",제2조제3호,0.98,선불전자지급수단,2026-04-16
전자화폐,정의함,LOGICAL,"이전 가능한 금전적 가치가 전자적 방법으로 저장되어 발행된 증표 또는 그 증표에 관한 정보로서, 대통령령이 정하는 기준 이상의 지역·가맹점에서 이용 가능하고, 제14호 가목 요건을 충족하며, 재화·용역 범위가 5개 이상이며, 현금·예금과 동일한 가치로 교환·발행 보장되는 것",제2조제3호,0.98,전자화폐,2026-04-16
전자서명,정의함,LOGICAL,제2조제2호,제2조제2호,0.95,서명자의 실지명의 확인,2026-04-16
전자서명,요구함,ACTION,존재,제2조제2호,0.8,있을 것,2026-04-16
전자문서,등록함,ACTION,전자채권관리기관,제29조제1항,0.93,등록|전자문서|전자채권관리기관,2026-04-16
송신,참조함,STRUCTURE,같은 법,제6조 제1항,0.9,,2026-04-16
거래지시,정의함,LOGICAL,이용자가 전자금융거래계약에 따라 금융회사 또는 전자금융업자에게 전자금융거래의 처리를 지시하는 것을 말한다.,제6조제2항,1.0,이용자|전자금융거래계약|금융회사|전자금융업자,2026-04-16
오류,정의함,LOGICAL,이용자의 고의 또는 과실 없이 전자금융거래가 전자금융거래계약 또는 이용자의 거래지시에 따라 이행되지 아니한 경우를 말한다.,제6조제2항,1.0,이용자|전자금융거래계약|거래지시|고의|과실,2026-04-16
전자지급결제대행,정의함,LOGICAL,"제3자 사이에서 이루어지는 재화의 공급 또는 용역의 제공에 대한 대가의 지급이 전자 지급수단으로 이루어지는 경우에 그 대가를 수수하고 정산을 대행하는 것을 말한다. 다만, 「전자상거래 등에서의 소비자보호에 관한 법률」에 따른 통신판매중개 등 다른 업무를 영위하는 과정에서 부수적으로 대가를 수수하고 정산을 대행하는 경우는 제외한다.",제6조제2항,1.0,제3자|재화|용역|전자 지급수단|전자상거래 등에서의 소비자보호에 관한 법률,2026-04-16
가맹점,정의함,LOGICAL,다음 각 목의 자를 말한다. 가. 금융회사 또는 전자금융업자와의 계약에 따라 직불전자지급수단이나 선불전자지급수단 또는 전자화폐에 의한 거래에 있어서 이용자에게 재화 또는 용역을 제공하는 자 나. 금융회사 또는 전자금융업자와의 계약에 따라 이용자에게 재화 또는 용역을 제공하는 자를 위하여 직불전자 지급수단이나 선불전자지급수단 또는 전자화폐에 의한 거래를 대행하는 자로서 대통령령으로 정하는 자,제6조제2항,1.0,금융회사|전자금융업자|직불전자지급수단|선불전자지급수단|전자화폐|대통령령,2026-04-16
제2조,정의함,LOGICAL,제2조,제2조,0.3,,2026-04-16
법,적용함,ACTION,전자금융거래,제3조,0.99,적용범위,2026-04-16
법,예외로함,LOGICAL,다른 법률에 특별한 규정이 있는 경우,제3조,0.96,예외,2026-04-16
법,예외로함,LOGICAL,대통령령이 정하는 경우,제3조,0.97,예외,2026-04-16
제3조,참조함,STRUCTURE,제5장,제3조,0.85,규정,2026-04-16
다목 및 라목의 금융회사,예외로함,LOGICAL,제2조제3호,제2조제3호,0.99,다목|라목|금융회사|적용 제외,2026-04-16
대통령령으로 정하는 금융회사,예외로함,LOGICAL,제2조제3호,제2조제3호,0.95,대통령령|정하는|금융회사|적용 제외,2026-04-16
기준 준수,요구함,ACTION,금융위원회가 정하는 인력·시설·전자적 장치 등의 정보기술부문 및 전자금융업무에 관한 기준,제21조제2항,0.96,기준|준수,2026-04-16
정보기술부문,요구함,ACTION,계획수립 및 제출,제21조제4항,0.99,계획수립|제출,2026-04-16
정보보호최고책임자 지정,정의함,LOGICAL,정보보호최고책임자,제21조의2,0.96,지정,2026-04-16
취약점 분석·평가,정의함,LOGICAL,전자금융기반시설,제21조의3,0.92,취약점 분석|평가,2026-04-16
이 법,적용함,ACTION,모든 전자금융거래,제3조,0.99,특별한 규정이 없는 경우,2026-04-16
이 법,예외로함,LOGICAL,대통령령으로 정하는 경우에 따라 금융회사 및 전자금융업자 간에 따로 정하는 계약에 의해 이루어지는 전자금융거래,제3조,0.95,계약|대통령령,2026-04-16
이 법,예외로함,LOGICAL,가맹사업거래의 공정화에 관한 법률에 따른 업무를 영위하는 과정에서 부수적으로 대가를 수수하여 정산을 대행하는 경우,제3조,0.95,가맹사업거래의 공정화에 관한 법률,2026-04-16
이 법,예외로함,LOGICAL,대규모유통업에서의 거래 공정화에 관한 법률에 따른 업무를 영위하는 경우,제3조,0.95,대규모유통업에서의 거래 공정화에 관한 법률,2026-04-16
이 법,예외로함,LOGICAL,여객자동차 운수사업법에 따른 업무를 영위하는 경우,제3조,0.95,여객자동차 운수사업법,2026-04-16
이 법,예외로함,LOGICAL,전자상거래 등에서의 소비자보호에 관한 법률에 따른 업무를 영위하는 경우,제3조,0.95,전자상거래 등에서의 소비자보호에 관한 법률,2026-04-16
이 법,예외로함,LOGICAL,가목부터 라목까지의 법률과 유사한 업무를 규율하는 경우로서 대통령령으로 정하는 법률,제3조,0.95,대통령령,2026-04-16
적용범위,정의함,LOGICAL,다른 법률에 특별한 규정이 있는 경우를 제외하고 모든 전자금융거래에 적용한다는 규정,제3조,0.98,특별한 규정|전자금융거래,2026-04-16
금융회사,금지함,ACTION,다목 및 라목의 금융회사에 대한 적용,제2조제3호,0.98,예외 적용,2026-04-16
제2조제3호,예외로함,LOGICAL,다목 및 라목의 금융회사,제2조제3호,0.97,예외 적용,2026-04-16
정보보호최고책임자 지정,요구함,ACTION,정보보호최고책임자,제21조의2,0.96,정보보호최고책임자 지정|MANDATORY,2026-04-16
취약점 분석ㆍ평가,정의함,LOGICAL,전자금융기반시설의 취약점 분석ㆍ평가,제21조의3,0.96,취약점 분석|평가|전자금융기반시설,2026-04-16
제3조,정의함,LOGICAL,제3조,제3조,0.3,조항,2026-04-16
법,적용함,ACTION,외국인·외국법인,제4조,0.99,상호주의,2026-04-16
법,허용함,ACTION,보호 제한,제4조,0.96,보호|조약,2026-04-16
외국인·외국법인,예외로함,LOGICAL,보호 제한,제4조,0.94,보호|예외,2026-04-16
전자문서,준용함,STRUCTURE,전자문서 및 전자거래 기본법,제5조,0.92,전자문서|전자문서 및 전자거래 기본법,2026-04-16
제4조,정의함,LOGICAL,없음,제4조,0.1,,2026-04-16
제7조까지,참조함,STRUCTURE,제7조,제7조까지,0.9,범위|참조,2026-04-16
제9조,참조함,STRUCTURE,다른조항,제9조,0.3,연결,2026-04-16
금융회사·전자금융업자,간주함,LOGICAL,전자문서,제10조,0.96,거래지시와 관련|수신|각 문서마다 독립,2026-04-16
전자문서,예외로함,LOGICAL,확인절차에 따름,제10조,0.92,전자금융거래계약|확인절차|다만,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,접근매체를 선정함,제6조,0.97,접근매체|선정,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,접근매체를 사용함,제6조,0.97,접근매체|사용,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,접근매체를 관리함,제6조,0.97,접근매체|관리,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,이용자의 신원·권한·거래지시 내용 확인함,제6조,0.96,신원 확인|권한 확인|거래지시 확인,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,"접근매체를 발급함 (이용자 신청이 있는 경우에 한함, 본인 확인 후)",제6조,0.95,접근매체 발급|이용자 신청|본인 확인,2026-04-16
금융회사 또는 전자금융업자,예외로함,LOGICAL,다음 각 호에 해당하는 경우에는 신청·본인 확인 없이 발급 가능,제6조,0.94,예외|발급,2026-04-16
누구든지,금지함,ACTION,다음 각 호의 행위,제16조제1항,1.0,접근매체 사용 및 관리|다른 법률에 특별한 규정이 없는 한,2026-04-16
제16조제1항,참조함,STRUCTURE,제16조제1항 단서,제16조제1항,1.0,단서,2026-04-16
접근매체를 양도하거나 양수하는 행위,금지함,ACTION,제18조에 따른 선불전자지급수단·전자화폐의 양도·담보제공 목적,제18조,0.96,접근매체|양도|담보제공,2026-04-16
대가를 수수·요구·약속하면서 접근매체를 대여받거나 대여하는 행위 및 보관·전달·유통 행위,금지함,ACTION,제18조에 따른 선불전자지급수단·전자화폐의 양도·담보제공 목적,제18조,0.95,접근매체|대여|보관|전달|유통,2026-04-16
범죄에 이용할 목적으로 접근매체를 대여받거나 대여·보관·전달·유통하는 행위,금지함,ACTION,제18조에 따른 선불전자지급수단·전자화폐의 양도·담보제공 목적,제18조,0.95,접근매체|범죄 이용,2026-04-16
접근매체를 질권의 목적으로 하는 행위,금지함,ACTION,제18조에 따른 선불전자지급수단·전자화폐의 양도·담보제공 목적,제18조,0.94,접근매체|질권,2026-04-16
제1호~제4호 행위의 알선·중개·광고 및 대가를 수수·요구·약속하면서 권유하는 행위,금지함,ACTION,제18조에 따른 선불전자지급수단·전자화폐의 양도·담보제공 목적,제18조,0.94,알선|중개|광고|대가 수수,2026-04-16
제3호의 행위 및 이를 알선·중개하는 행위,예외로함,LOGICAL,제18조의 금지 규정,제18조,0.93,예외|제3호,2026-04-16
금융회사·전자금융업자·전자금융보조업자(금융회사등),허용함,ACTION,접근매체를 반환할 때 신분증 제시 요청 등으로 본인임을 확인할 수 있음,제18조,0.96,접근매체 반환|본인확인,2026-04-16
본인확인 요청 사유 및 본인확인 방법,근거함,STRUCTURE,대통령령,제18조,0.92,본인확인|대통령령,2026-04-16
제6조의2,상위조항,STRUCTURE,제6조,제6조의2,0.95,,2026-04-16
검찰총장·경찰청장·금융감독원장,요구함,ACTION,전화번호,제6조의2,0.98,전화번호 이용중지,2026-04-16
금융감독원장,정의함,LOGICAL,제29조에 따른 금융감독원장,제29조,0.96,정의|금융감독원장,2026-04-16
금융감독원장,참조함,STRUCTURE,제29조,제29조,0.88,제29조,2026-04-16
전기통신역무 제공 중지,요청함,ACTION,과학기술정보통신부장관,제6조제3항제5호,0.96,전기통신역무 제공 중지|요청,2026-04-16
전기통신역무 제공이 중지된 사람,이의신청함,ACTION,전기통신역무 제공의 중지를 요청한 자,제6조제3항제5호,0.95,이의신청|전기통신역무 제공 중지,2026-04-16
이의신청 절차 등에 필요한 사항,정함,STRUCTURE,대통령령,제6조제3항제5호,0.92,이의신청 절차|대통령령,2026-04-16
누구든지,금지함,ACTION,계좌와 관련된 정보를 제공·보관·전달·유통하는 행위,제6조의3,0.99,범죄에 이용할 목적|범죄에 이용될 것을 알면서,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,거래내용을 확인할 수 있도록 함,제7조,0.95,거래내용 확인|전자적 장치,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,거래내용에 관한 서면을 2주 이내에 교부함,제7조,0.93,거래내용 서면 제공|2주 이내,2026-04-16
거래내용의 대상기간·종류·범위 등에 관한 사항,정함,STRUCTURE,대통령령,제7조,0.9,대통령령|제1항 및 제2항 규정,2026-04-16
이용자,요구함,ACTION,오류 정정,제8조,0.96,오류 정정 요구|이용자 권리,2026-04-16
금융회사 또는 전자금융업자,조사함,ACTION,오류,제8조,0.95,오류 조사|조사 의무,2026-04-16
금융회사 또는 전자금융업자,처리함,ACTION,오류,제8조,0.95,오류 처리|처리 의무,2026-04-16
금융회사 또는 전자금융업자,알리다,ACTION,오류의 원인과 처리 결과,제8조,0.96,오류 원인 통보|처리 결과 통보|대통령령에 의한 방법,2026-04-16
제8조 제2항,참조함,STRUCTURE,제8조 제1항,제8조,0.9,규정 참조,2026-04-16
금융회사 또는 전자금융업자,배상함,ACTION,손해,제9조,0.99,배상 책임,2026-04-16
금융회사 또는 전자금융업자,허용함,ACTION,이용자가 책임을 부담하게 함,제2조제1항제1호,0.96,책임 부담|이용자 고의|중대한 과실|약정,2026-04-16
이용자의 고의나 중대한 과실이 있는 경우,예외로함,LOGICAL,금융회사 또는 전자금융업자가 책임을 이용자에게 전가할 수 있음,제2조제1항제1호,0.9,고의|중대한 과실,2026-04-16
미리 체결한 약정,예외로함,LOGICAL,금융회사 또는 전자금융업자가 책임을 이용자에게 전가할 수 있음,제2조제1항제1호,0.9,약정,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,보험 또는 공제에 가입하거나 준비금을 적립하는 등 필요한 조치,제2조제2항,0.96,책임|보험|공제|조치,2026-04-16
제2조제2항,참조함,STRUCTURE,제1항,제2조제2항,0.92,책임,2026-04-16
이용자의 고의나 중대한 과실,예외로함,LOGICAL,대통령령이 정하는 범위 안에서 전자금융거래에 관한 약관에 기재된 것,제2조제2항,0.88,고의|중대한 과실|약관|대통령령,2026-04-16
금융회사 또는 전자금융업자,배상책임을진다,ACTION,이용자에게 발생한 손해,제10조,0.98,접근매체|분실|도난|배상 책임,2026-04-16
금융회사 또는 전자금융업자,예외로함,LOGICAL,대통령령이 정하는 경우,제10조,0.95,선불전자지급수단|전자화폐|분실|도난|예외,2026-04-16
법령 우선 적용,우선 적용함,ACTION,그 법령,제9조,0.96,우선 적용|다른 법령|이용자에게 유리,2026-04-16
법령 우선 적용,예외로함,LOGICAL,제9조,제9조,0.92,제9조의 규정에 불구하고,2026-04-16
전자금융보조업자,간주함,LOGICAL,금융회사 또는 전자금융업자,제11조,0.96,고의|과실,2026-04-16
금융회사 또는 전자금융업자,권한을가짐,ACTION,전자금융보조업자,제11조,0.92,손해배상|구상,2026-04-16
이용자,허용함,ACTION,전자금융보조업자에게 통지,제11조,0.94,통지,2026-04-16
통지,간주함,LOGICAL,금융회사 또는 전자금융업자에게 한 통지,제11조,0.9,통지|간주,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,거래지시한 금액을 전송하여 지급이 이루어지도록 함,제12조,0.97,전자지급거래|전송|지급,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,수령한 자금을 지급인에게 반환함,지12조,0.96,반환|자금,2026-04-16
금융회사 또는 전자금융업자,허용함,ACTION,전송을 위해 지출한 비용을 공제함,제12조,0.94,과실|비용공제,2026-04-16
지급인의 과실,예외로함,LOGICAL,전송을 위해 지출한 비용을 공제함,제12조,0.88,과실|비용공제,2026-04-16
지급의 효력 발생 시기,정의함,LOGICAL,다음 각 호에서 정한 때,제13조,0.98,전자자금이체|현금 출금|선불전자지급수단|기타 전자지급수단,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,이용자가 원하는 경우 전자자금이체의 지급 효력을 일정 시간 경과 후에 발생하도록 함,제13조,0.95,이용자|전자자금이체|지급 효력|지연,2026-04-16
이용자,권한을가짐,ACTION,전자자금이체의 지급 효력 발생 시점을 지정할 권리,제13조,0.9,지급 효력 발생 시점|선택권,2026-04-16
거래지시의 철회,정의함,LOGICAL,이용자,제14조,0.7,거래지시의 철회|이용자,2026-04-16
거래지시 철회,허용함,ACTION,거래지시,제13조제1항,0.96,거래지시 철회|거래지시|지급 효력 발생 전,2026-04-16
거래지시 철회시기,허용함,ACTION,거래지시 철회시기 설정,제13조제1항,0.94,거래지시 철회시기|약정,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,거래지시 철회방법 및 절차와 약정에 관한 사항을 약관에 기재,제13조제1항,0.97,거래지시 철회방법|절차|약정|약관,2026-04-16
금융회사 또는 전자금융업자,참조함,STRUCTURE,제38조,제13조제1항,0.95,전자금융업자 정의,2026-04-16
금융회사 또는 전자금융업자,요구함,ACTION,출금에 대한 동의,제15조,0.99,추심이체|대통령령이 정하는 바|미리,2026-04-16
지급인,요청함,ACTION,동의의 철회,제15조,0.99,수취인의 거래지시|출금기록이 끝나기 전까지,2026-04-16
금융회사 또는 전자금융업자,정함,ACTION,동의의 철회시기,제15조,0.99,대량으로 처리하는 거래|예약에 따른 거래,2026-04-16
금융회사 또는 전자금융업자,기재함,ACTION,동의의 철회방법 및 절차와 약정에 관한 사항,제15조,0.99,약관,2026-04-16
금융회사·전자금융업자,요구함,ACTION,접근매체에 식별번호 부여,제16조,0.96,전자화폐 발행|식별번호 부여,2026-04-16
전자화폐발행자,정의함,LOGICAL,금융회사·전자금융업자,제16조,0.9,전자화폐발행자 정의,2026-04-16
전자화폐발행자,근거함,STRUCTURE,금융실명거래 및 비밀보장에 관한 법률,제16조,0.85,법적 근거,2026-04-16
전자화폐발행자,요구함,ACTION,이용자의 실지명의 및 예금계좌를 연결하여 관리,제2조,0.99,실지명의|예금계좌|관리,2026-04-16
발행권면 최고한도가 대통령령이 정하는 금액 이하인 전자화폐,예외로함,LOGICAL,이용자의 실지명의 및 예금계좌 관리 의무,제2조,0.95,발행권면 최고한도|대통령령|예외,2026-04-16
전자화폐발행자,요구함,ACTION,현금 또는 예금과 동일한 가치로 교환하여 전자화폐를 발행,제2조,0.99,현금|예금|동일가치|발행,2026-04-16
전자화폐발행자,요구함,ACTION,전자화폐보유자가 전자화폐를 사용할 수 있도록 보관 및 사용 등에 필요한 조치를 함,제2조,0.99,보관|사용|조치,2026-04-16
전자화폐발행자,요구함,ACTION,전자화폐보유자의 요청에 따라 전자화폐를 현금 또는 예금으로 교환,제2조,0.99,요청|교환|의무,2026-04-16
제1항 내지 제4항의 규정에 따른 전자화폐의 발행ㆍ교환의 방법 및 절차,근거함,STRUCTURE,대통령령,제2조,0.98,발행|교환|방법|절차|대통령령,2026-04-16
이용자의 실지명의,참조함,STRUCTURE,제2조제4호,제2조,0.95,실지명의|제2조제4호,2026-04-16
전자화폐보유자,지급함,ACTION,대금,제17조,0.96,전자화폐 지급,2026-04-16
채무,간주함,LOGICAL,변제된,제17조,0.99,전자화폐 지급 효력,2026-04-16
선불전자지급수단 보유자·전자화폐 보유자,허용함,ACTION,선불전자지급수단 또는 전자화폐를 타인에게 양도·담보제공,제18조,0.98,양도성|발행자와의 약정,2026-04-16
