subject	relation	relation_category	object	article_number	confidence	concepts	created_at
외국보험회사	정의함	LOGICAL	대한민국 이외의 국가의 법령에 따라 설립되어 대한민국 이외의 국가에서 보험업을 경영하는 자	Unknown	0.95	정의|외국보험회사	2026-04-27
보험설계사	정의함	LOGICAL	보험회사ㆍ보험대리점 또는 보험중개사에 소속되어 보험계약의 체결을 중개하는 자[법인이 아닌 사단(社團)과 재단을 포함한다]	Unknown	0.95	정의|보험설계사	2026-04-27
보험대리점	정의함	LOGICAL	등록된 자	제84조	0.95	등록된 자|제84조에 따라 등록된 자	2026-04-27
보험대리점	정의함	LOGICAL	보험회사를 위하여 보험계약의 체결을 대리하는 자(법인이 아닌 사단과 재단을 포함한다)	제84조	0.95	보험회사를 위하여 보험계약의 체결을 대리하는 자|법인이 아닌 사단과 재단을 포함한다	2026-04-27
보험대리점	근거함	STRUCTURE	제84조	제84조	0.9	제84조에 따라 등록된 자	2026-04-27
보험중개사	참조함	STRUCTURE	제87조	제11조	0.95	제87조	2026-04-27
보험중개사	정의함	LOGICAL	등록된 자	제11조	0.9	등록된 자	2026-04-27
보험중개사	정의함	LOGICAL	독립적으로 보험계약의 체결을 중개하는 자(법인이 아닌 사단과 재단을 포함한다)	제11조	0.9	독립적으로 보험계약의 체결을 중개하는 자|법인이 아닌 사단과 재단	2026-04-27
등록된 자	정의함	LOGICAL	제89조에 따라 등록된 자	Unknown	0.95	정의|등록된 자|제89조	2026-04-27
모집	정의함	LOGICAL	보험계약의 체결을 중개하거나 대리하는 것	Unknown	0.95	정의|모집|보험계약|중개|대리	2026-04-27
신용공여	정의함	LOGICAL	대출 또는 유가증권의 매입(자금 지원적 성격인 것만 해당)이나 그 밖에 금융거래상의 신용위험이 따르는 보험회사의 직접적·간접적 거래	Unknown	0.9	정의|신용공여|대출|유가증권|신용위험	2026-04-27
총자산	정의함	LOGICAL	재무상태표에 표시된 자산에서 영업권 등 대통령령으로 정하는 자산을 제외한 것	Unknown	0.9	정의|총자산|재무상태표|영업권	2026-04-27
자기자본	정의함	LOGICAL	납입자본금·자본잉여금·이익잉여금 등(자본조정 제외)으로서 대통령령으로 정하는 항목의 합계액에서 영업권·그 밖에 대통령령으로 정하는 항목의 합계액을 뺀 것	Unknown	0.9	정의|자기자본|납입자본금|자본잉여금|이익잉여금	2026-04-27
동일차주	정의함	LOGICAL	동일한 개인 또는 법인 및 이와 신용위험을 공유하는 자	Unknown	0.9	정의|동일차주|개인|법인|신용위험	2026-04-27
대주주	정의함	LOGICAL	금융회사의 지배구조에 관한 법률에 정의된 대주주	Unknown	0.85	정의|대주주|금융회사의 지배구조에 관한 법률	2026-04-27
주주	정의함	LOGICAL	주주	제2조제6호	0.95	주주 정의	2026-04-27
주주	참조함	STRUCTURE	제2조제6호	제2조제6호	0.9	제2조제6호 참조	2026-04-27
인물	금지함	ACTION	보험계약 체결	제3조	0.95	보험계약 체결|금지	2026-04-27
인물	금지함	ACTION	보험계약 중개	제3조	0.95	보험계약 중개|금지	2026-04-27
인물	금지함	ACTION	보험계약 대리	제3조	0.95	보험계약 대리|금지	2026-04-27
대 통령령으로 정하는 경우	예외로함	LOGICAL	인물	제3조	0.9	대 통령령|예외	2026-04-27
보험업을 경영하려는 자	허가를 받아야 한다	ACTION	금융위원회의 허가	제4조	0.95	보험업을 경영하려는 자|금융위원회의 허가|보험종목별	2026-04-27
제1항에 따른 허가를 받은 자	간주함	LOGICAL	해당 보험종목의 재보험에 대한 허가	제4조	0.9	제1항에 따른 허가를 받은 자|재보험에 대한 허가|해당 보험종목	2026-04-27
제1항에 따른 허가를 받은 자	본다	LOGICAL	제3보험업에 해당하는 보험종목에 대한 허가를 받은 자	제9조제2항제 2호	0.9	허가|제3보험업|생명보험업|손해보험업	2026-04-27
제1항에 따른 허가를 받은 자	본다	LOGICAL	해당 생명보험업 또는 손해보험업의 종목으로 신설되는 보험종목에 대한 허가를 받은 자	제9조제2항제 2호	0.85	허가|신설되는 보험종목|생명보험업|손해보험업|경제질서의 건전성	2026-04-27
보험업자	허용함	ACTION	보험종목	제10조	0.9	제10조제3호|보험종목	2026-04-27
보험업의 허가를 받을 수 있는 자	제한함	ACTION	주식회사, 상호회사 및 외국보험회사	제10조	0.9	제10조제3호|허가를 받을 수 있는 자|주식회사|상호회사|외국보험회사	2026-04-27
외국보험회사의 국내지점	간주함	LOGICAL	보험회사	제10조	0.9	외국보험회사국내지점|보험회사	2026-04-27
금융위원회	조건을 붙일 수 있다	ACTION	제1항에 따른 허가	제10조	0.9	금융위원회|제1항에 따른 허가	2026-04-27
조건이 붙은 보험업 허가를 받은 자	신청할 수 있다	ACTION	금융위원회에 그 조건의 취소 또는 변경	제10조	0.9	조건이 붙은 보험업 허가를 받은 자|금융위원회|조건의 취소 또는 변경	2026-04-27
금융위원회	결정함	ACTION	조건의 취소 또는 변경 여부	제10조	0.9	금융위원회|조건의 취소 또는 변경 여부	2026-04-27
금융위원회	알려야 한다	ACTION	결과를 신청인에게 문서로	제10조	0.9	금융위원회|결과|신청인	2026-04-27
허가신청서 제출	요구함	ACTION	허가신청서	제5조	0.95	허가신청서 제출|허가신청서	2026-04-27
허가를 받으려는 자	제출하여야 한다	ACTION	서류	제4조제1항	0.95	허가 신청 서류|제출	2026-04-27
허가를 받으려는 자	제출하지 아니할 수 있다	ACTION	제1호의 서류	제4조제1항	0.9	제1호 서류|제출 예외	2026-04-27
허가를 받으려는 자	제4조제1항에 따라	STRUCTURE	제출해야 한다	제4조제1항	0.9	제4조제1항|제출	2026-04-27
보험업의 허가를 받으려는 자	갖추다	ACTION	요건	제6조	0.95	허가 요건|갖추다	2026-04-27
외국보험회사 및 제3항에 따라 보험종목을 추가하려는 보험회사	제외함	STRUCTURE	허가 요건 적용 대상	제6조	0.9	제외|허가 요건 적용 대상 제외	2026-04-27
보험업자	요구함	ACTION	자본금 또는 기금 보유	제9조제1항 및 제2항	0.95	자본금|기금	2026-04-27
보험업자	요구함	ACTION	전문 인력과 전산설비 등 물적 시설을 충분히 갖추고 있을 것	제9조제1항 및 제2항	0.9	전문 인력|전산설비|물적 시설	2026-04-27
보험업자	요구함	ACTION	사업계획이 타당하고 건전할 것	제9조제1항 및 제2항	0.9	사업계획|타당|건전	2026-04-27
위탁한 업무와 관련된 전문 인력과 물적 시설	정의함	LOGICAL	위탁한 업무와 관련된 전문 인력과 물적 시설을 갖춘 것으로 본다	제9조제1항 및 제2항	0.85	위탁|전문 인력|물적 시설	2026-04-27
자본금 또는 기금 보유	정의함	LOGICAL	보험업자가 보유해야 함	제9조제1항 및 제2항	0.9	자본금|기금	2026-04-27
외국보험회사	요구함	ACTION	충분한 출자능력	제5조제1항	0.95	허가 요건|출자능력	2026-04-27
외국보험회사	요구함	ACTION	건전한 재무상태	제5조제1항	0.95	허가 요건|재무상태	2026-04-27
외국보험회사	요구함	ACTION	건전한 경제질서를 해친 사실이 없을 것	제5조제1항	0.9	허가 요건|경제질서	2026-04-27
제5조제1항	정의함	LOGICAL	허가 요건	제5조제1항	0.9	허가 요건	2026-04-27
보험회사는	보유할 것	ACTION	제9조제3항에 따른 영업기금	Unknown	0.95	영업기금|제9조제3항	2026-04-27
보험회사는	경영하고 있을 것	ACTION	외국 법령에 따라 경영	Unknown	0.9	외국 법령|경영	2026-04-27
보험회사는	갖출 것	ACTION	자산상황ㆍ재무건전성 및 영업건전성	Unknown	0.9	자산상황|재무건전성|영업건전성	2026-04-27
보험회사는	갖출 것	ACTION	제1항제2호 및 제3호의 요건	Unknown	0.9	제1항제2호|제3호|요건	2026-04-27
보험종목을 추가하여 허가를 받으려는 보험회사는	갖추어야 한다	ACTION	각 호의 요건	Unknown	0.9	보험종목|허가|요건	2026-04-27
보험회사는	충족할 것	ACTION	제1항 또는 제2항의 요건	Unknown	0.9	제1항|제2항|요건	2026-04-27
보험회사는	갖출 것	ACTION	대통령령으로 정하는 건전한 재무상태와 사회적 신용	Unknown	0.9	대통령령|건전한 재무상태|사회적 신용	2026-04-27
보험회사는	유지하여야 한다	ACTION	제1항제2호의 요건	Unknown	0.9	제1항제2호|요건|유지	2026-04-27
보험회사는	예외로함	LOGICAL	대통령령으로 정하는 경우로서 금융위원회의 승인을 받은 경우	Unknown	0.85	대통령령|금융위원회 승인|예외	2026-04-27
필요한 사항	정한다	STRUCTURE	대통령령	Unknown	0.9	필요한 사항|대통령령	2026-04-28
예비허가	정의함	LOGICAL	예비허가	제7조	0.5	예비허가	2026-04-27
금융위원회	심사	ACTION	예비허가 여부	제4조	0.95	심사|예비허가 여부	2026-04-27
금융위원회	통지하여야 한다	ACTION	예비허가 여부	제4조	0.95	통지|예비허가 여부	2026-04-27
금융위원회	조건을 붙일 수 있다	ACTION	예비허가	제4조	0.95	조건을 붙일 수 있다|예비허가	2026-04-27
금융위원회	허가하여야 한다	ACTION	본허가	제4조	0.95	허가|본허가	2026-04-27
총리령	정한다	STRUCTURE	예비허가의 기준 및 필요한 사항	제4조	0.9	정한다|총리령|예비허가 기준	2026-04-27
총리령	연장할 수 있다	ACTION	심사 기간	제4조	0.9	연장|심사 기간	2026-04-27
신청자	신청할 수 있다	ACTION	예비허가	제4조	0.9	신청|예비허가	2026-04-27
보험회사	요구함	ACTION	주로 경영하는 보험업의 종류 표시	제8조	0.95	상호 또는 명칭|보험업 종류 표시	2026-04-27
보험회사가 아닌 자	금지함	ACTION	보험회사임을 표시하는 글자 포함	제8조	0.95	상호 또는 명칭|보험회사임을 표시하는 글자	2026-04-27
상호 또는 명칭	정의함	LOGICAL	보험업 종류 표시를 포함	제8조	0.9	상호 또는 명칭|보험업 종류 표시	2026-04-27
보험회사	요구함	ACTION	자본금 또는 기금	제9조	0.95	자본금 또는 기금|300억원 이상의	2026-04-27
보험회사	금지함	ACTION	생명보험업과 손해보험업을 겸영	제10조	0.99	보험업 겸영 제한|생명보험업|손해보험업	2026-04-27
보험회사	예외로함	LOGICAL	생명보험의 재보험 및 제3보험의 재보험	제10조	0.95	재보험|제3보험	2026-04-27
보험회사	예외로함	LOGICAL	대통령령으로 정하는 보험종목	제10조	0.95	대통령령|보험종목	2026-04-27
보험회사	예외로함	LOGICAL	대통령령으로 정하는 기준에 따라 제3보험의 보험종목에 부가되는 보험	제10조	0.95	대통령령|제3보험|부가보험	2026-04-27
경영건전성을 해치지 않는 금융업무	정의함	LOGICAL	대통령령으로 정하는 금융 관련 법령에서 정하고 있는 금융업무로서 해당 법령에서 보험회사가 할 수 있도록 한 업무	11	0.95	경영건전성을 해치지 않는 금융업무|제1호	2026-04-27
경영건전성을 해치지 않는 금융업무	정의함	LOGICAL	대통령령으로 정하는 금융업으로서 해당 법령에 따라 인가ㆍ허가ㆍ등록 등이 필요한 금융업무	11	0.95	경영건전성을 해치지 않는 금융업무|제2호	2026-04-27
경영건전성을 해치지 않는 금융업무	정의함	LOGICAL	그 밖에 보험회사의 경영건전성을 해치거나 보험계약자 보호 및 건전한 거래질서를 해칠 우려가 없다고 인정되는 금융업무로서 대통령령으로 정하는 금융업무	11	0.95	경영건전성을 해치지 않는 금융업무|제3호	2026-04-27
보험회사	허용함	ACTION	대통령령으로 정하는 금융 관련 법령에서 정하고 있는 금융업무로서 해당 법령에서 보험회사가 할 수 있도록 한 업무	11	0.95	보험회사|경영건전성을 해치지 않는 금융업무|제1호	2026-04-27
보험회사	허용함	ACTION	대통령령으로 정하는 금융업으로서 해당 법령에 따라 인가ㆍ허가ㆍ등록 등이 필요한 금융업무	11	0.95	보험회사|경영건전성을 해치지 않는 금융업무|제2호	2026-04-27
보험회사	허용함	ACTION	그 밖에 보험회사의 경영건전성을 해치거나 보험계약자 보호 및 건전한 거래질서를 해칠 우려가 없다고 인정되는 금융업무로서 대통령령으로 정하는 금융업무	11	0.95	보험회사|경영건전성을 해치지 않는 금융업무|제3호	2026-04-27
보험회사	요구함	ACTION	금융위원회에 신고	11	0.95	보험회사|제1호|제3호|금융위원회에 신고	2026-04-27
보험회사	요구함	ACTION	금융위원회에 부수업무를 7일 전까지 신고	11조의2	0.95	부수업무|신고|7일 전	2026-04-27
보험회사	허용함	ACTION	다른 보험회사의 부수업무와 같은 부수업무를 신고 없이 수행	11조의2	0.92	부수업무|신고|제5항|제3항 제한명령/시정명령 제외	2026-04-27
금융위원회	승인함	ACTION	제1항에 따른 신고를 수리	11조의2	0.94	신고|검토|수리	2026-04-27
금융위원회	제한하거나 시정할 것을 명할 수 있다	ACTION	부수업무	11조의2	0.93	경영건전성 해침|보험계약자 보호 지장|금융시장 안정성 해침	2026-04-27
제3항에 따른 제한명령 또는 시정명령	요구함	ACTION	문서로 구체적으로 적힌 내용 및 사유	11조의2	0.9	제3항|제한명령|시정명령|문서	2026-04-27
금융위원회	공고함	ACTION	제1항에 따라 신고받은 부수업무 및 제3항에 따라 제한명령/시정명령을 한 부수업무	11조의2	0.92	공고|인터넷 홈페이지|대통령령	2026-04-27
제11조의2	상위조항	STRUCTURE	제11조	11조의2	0.88	부수업무	2026-04-27
회계처리	정의함	LOGICAL	겸영업무 및 부수업무의 회계처리	제11조의3	0.85	회계처리|겸영업무|부수업무	2026-04-27
보험회사	허용함	ACTION	경영건전성 해치지 않는 금융업무	제11조	0.6	경영건전성|금융업무	2026-04-27
다른 금융업 또는 부수업무	요구함	ACTION	회계처리	제11조의2	0.95	다른 금융업 또는 부수업무|회계처리|보험업과 구분	2026-04-27
외국보험회사등	설치할 수 있다	ACTION	국내사무소	제12조	0.95	설치|국내사무소	2026-04-27
외국보험회사등	신고해야 한다	ACTION	금융위원회에 신고	제12조	0.95	신고|30일 이내	2026-04-27
국내사무소	할 수 없다	ACTION	보험업을 경영하는 행위	제12조	0.95	경영|보험업	2026-04-27
국내사무소	할 수 없다	ACTION	보험계약의 체결을 중개하거나 대리하는 행위	제12조	0.95	중개|대리|보험계약	2026-04-27
국내사무소	할 수 없다	ACTION	국내 관련 법령에 저촉되는 방법에 의하여 보험시장의 조사 및 정보의 수집을 하는 행위	제12조	0.95	조사|정보수집|법령저촉	2026-04-27
국내사무소	할 수 없다	ACTION	그 밖에 국내사무소의 설치 목적에 위반되는 행위	제12조	0.95	위반|설치목적	2026-04-27
제13조	삭제함	STRUCTURE	삭제됨	13	1.0	삭제	2026-04-27
삭제	정의함	LOGICAL	제14조	제14조	0.9	삭제|제14조	2026-04-27
제15조	삭제함	STRUCTURE	삭제됨	제15조	0.95	삭제|제15조	2026-04-27
삭제	정의함	LOGICAL	제16조가 삭제되었다	제16조	0.95	삭제|제16조 삭제	2026-04-27
삭제	정의함	LOGICAL	제17조	제17조	0.9	삭제|제17조	2026-04-27
보험회사인 주식회사	공고해야 한다	ACTION	결의의 요지와 재무상태표	제18조	0.95	자본감소|공고|2주 이내	2026-04-27
보험회사인 주식회사	승인을 받아야 한다	ACTION	금융위원회	제18조	0.95	자본감소|승인|대통령령	2026-04-27
자본감소	정의함	LOGICAL	자본감소 절차 및 요건	제18조	0.85	자본감소|정의	2026-04-27
제141조제2항ㆍ제3항	참조함	STRUCTURE	제141조	141조제2항ㆍ제3항	0.6	제141조제2항ㆍ제3항|제141조	2026-04-27
Unknown	참조함	STRUCTURE	제149조	Unknown	0.5	제149조	2026-04-27
제151조제3항	준용함	ACTION	제151조제3항	제151조제3항	0.9	준용	2026-04-27
삭제	정의함	LOGICAL	제19조	제19조	0.95	삭제|제19조	2026-04-27
주식회사	허용함	ACTION	상호회사	제20조	0.95	조직 변경|주식회사의 조직 변경|상호회사	2026-04-27
조직 변경	정의함	LOGICAL	주식회사는 그 조직을 변경하여 상호회사로 할 수 있다.	제20조	0.9	조직 변경|주식회사의 조직 변경|상호회사	2026-04-27
기금의 총액	예외로함	LOGICAL	300억원 미만	제9조	0.9	총액|300억원 미만	2026-04-27
기금의 총액	예외로함	LOGICAL	설정하지 않음	제9조	0.9	총액|설정하지 않음	2026-04-27
금융위원회	요구함	ACTION	준비금에 적립	제9조	0.95	적립|손실 보전	2026-04-27
금융위원회	권한을가짐	ACTION	손실 보전 충당을 위한 금액 결정	제9조	0.85	권한|손실 보전|금액 결정	2026-04-27
손실 보전	간주함	LOGICAL	필요 금액	제9조	0.8	손실 보전|필요 금액	2026-04-27
주식회사의 조직 변경	요구함	ACTION	주주총회의 결의	제21조	0.95	조직 변경|주주총회 결의	2026-04-27
제1항의 결의	준용함	STRUCTURE	상법	제21조	0.9	제1항 결의|상법	2026-04-27
제434조	참조함	STRUCTURE	제434조	제434조	0.9	제434조에 따른다|참조	2026-04-27
주식회사가 조직 변경을 결의한 경우	요구함	ACTION	결의 의 요지와 재무상태표를 공고	제22조	0.95	주식회사|조직 변경|결의|공고	2026-04-27
주식회사가 조직 변경을 결의한 경우	요구함	ACTION	질권자에게 개별적으로 알려야 한다	제22조	0.95	주식회사|조직 변경|결의|통지|질권자	2026-04-27
제141조제2항ㆍ제3항	참조함	STRUCTURE	상법	제141조제2항ㆍ제3항	0.95	제141조제2항ㆍ제3항|상법	2026-04-27
준용	준용함	ACTION	제232조	232	0.95	준용|제232조	2026-04-27
보험계약	정의함	LOGICAL	조직 변경 결의 공고 후의 보험계약	제23조	0.7	조직 변경 결의 공고 후의 보험계약	2026-04-27
보험계약자가 될 자	알리다	ACTION	조직 변경 절차가 진행 중임을 알림	제22조제1항	0.95	조직 변경 절차	2026-04-27
보험계약자가 될 자	요구함	ACTION	승낙을 받는다	제22조제1항	0.95	승낙	2026-04-27
제1항에 따른 승낙을 한 보험계약자	간주함	LOGICAL	조직 변경 절차를 진행하는 중에는 보험계약자가 아닌 자	제22조제1항	0.95	승낙|조직 변경 절차|보험계약자	2026-04-27
보험계약자	소집함	ACTION	총회	24	0.6	소집|총회	2026-04-27
공고	참조함	STRUCTURE	제22조제1항	22	0.9	공고|제22조제1항	2026-04-27
보험계약자	제출	ACTION	이의	제141조제2항	0.95	보험계약자 수와 보험금|제141조제2항에서 규정하는 기간	2026-04-27
보험계약자 수와 보험금	정의함	LOGICAL	제141조제2항에서 규정하는 기간에 이의를 제출한 보험계약자 수와 그 보험금	제141조제2항	0.85	보험계약자 수와 보험금|제141조제2항	2026-04-27
비율	정의함	LOGICAL	제141조제3항	제141조제3항	0.95	비율	2026-04-27
이사	준용함	STRUCTURE	상법	제141조제3항	0.9	비율|초과하지 않다	2026-04-27
보험계약자	요구함	ACTION	총회	232	0.95	보험계약자 총회 소집|7일 이내|소집	2026-04-27
제1항	준용함	STRUCTURE	상법	232	0.9	제1항|상법	2026-04-27
제353조 준용	준용함	ACTION	제353조	제353조	0.95	제353조 준용	2026-04-27
주식회사는	정할 수 있다	ACTION	보험계약자 총회를 갈음하는 기관에 관한 사항	제25조	0.95	조직 변경|정할 수 있다	2026-04-27
제1항에 따른 기관	준용한다	STRUCTURE	보험계약자 총회에 관한 규정	제25조	0.95	제1항에 따른 기관|준용	2026-04-27
제1항에 따른 기관	정한 경우에는 그 기관의 구성방법을 정한다	ACTION	그 기관의 구성방법	제25조	0.85	정한 경우|구성방법	2026-04-27
공고의 내용	포함 하여야 한다	ACTION	제22조제1항에 따른 내용	제22조제1항	0.9	공고의 내용|제22조제1항에 따른 내용	2026-04-27
공고의 내용	참조함	STRUCTURE	제22조제1항	제22조제1항	0.95	공고의 내용|제22조제1항	2026-04-27
보험계약자 총회	요구함	ACTION	결의방법	제26조	0.95	결의방법|과반수|4분의 3 이상의 찬성	2026-04-27
결의방법	정의함	LOGICAL	보험계약자 과반수의 출석과 그 의결권의 4분의 3 이상의 찬성으로	제26조	0.9	결의방법|과반수|4분의 3 이상의 찬성	2026-04-27
제55조	참조함	STRUCTURE	상법	제55조	0.95	제55조|상법	2026-04-27
제363조	참조함	STRUCTURE	제2조	제363조제1항ㆍ제2항	0.4	제2조 정의|보험상품	2026-04-27
제368조제3항ㆍ제4항	참조함	STRUCTURE	제368조	제368조제3항ㆍ제4항	0.6	제368조제3항ㆍ제4항|제368조	2026-04-27
제371조제2항	상위조항	STRUCTURE	제371조	제371조제2항	0.9	제371조제2항|제371조	2026-04-28
제372조	상위조항	STRUCTURE	제371조	제372조	0.4	제371조	2026-04-27
제373조	참조함	STRUCTURE	제373조 및	373	0.0	제373조|제373조 및	2026-04-27
Unknown	정의함	LOGICAL	제376조	376	0.6	정의|제376조	2026-04-27
법령	준용함	LOGICAL	제381조까지의 규정	381	0.95	규정 준용|제381조까지의 규정	2026-04-27
이사	요구함	ACTION	보험계약자 총회에 보고	제27조	0.95	보고|조직 변경에 관한 사항	2026-04-27
보험계약자 총회	결의하여야 한다	ACTION	정관의 변경이나 그 밖에 상호회사의 조직에 필요한 사항	제28조	0.95	결의|정관의 변경|조직에 필요한 사항	2026-04-27
주식회사	요구함	ACTION	주주총회의 동의	21	0.95	결의 변경|주주총회의 동의	2026-04-27
결의	정의함	LOGICAL	제1항의 결의	21	0.85	결의 변경|제1항의 결의	2026-04-27
준용	준용함	ACTION	제21조 제2항	제21조	0.95	준용|제21조 제2항	2026-04-27
제1항의 결의	참조함	STRUCTURE	상법	제21조	0.9	제1항의 결의|상법	2026-04-27
준용	준용함	ACTION	제316조제2항	제316조제2항	0.95	준용|제316조제2항	2026-04-27
주식회사	요구함	ACTION	해산의 등기	29	0.95	등기|해산|2주일 이내|주된 사무소 소재지	2026-04-27
등기	요구함	ACTION	제40조제2항에 따른 등기	제40조제2항	0.95	등기|제40조제2항에 따른 등기	2026-04-27
등기의 신청서	요구함	ACTION	정관과 다음 각 호의 사항이 적힌 서류	제40조제2항	0.9	등기의 신청서|정관|서류	2026-04-27
제21조제1항	참조함	STRUCTURE	결의 2	제21조제1항	0.95	제21조제1항|결의 2	2026-04-27
공고	참조함	STRUCTURE	제22조제1항의 3	제22조제1항의 공고 3.	0.95	공고|제22조제1항의 3	2026-04-27
법제처	요구함	ACTION	보험업법	제28조의	0.95	결의 및 동의|법제처|보험업법	2026-04-27
상법	참조함	STRUCTURE	제141조제3항의 이의(異義) 5	141	0.95	상법|제141조제3항의 이의(異義) 5	2026-04-27
증명	요구함	ACTION	절차	제232조	0.95	증명|절차	2026-04-27
제232조에 따른 절차	참조함	STRUCTURE	제232조	제232조	0.9	제232조에 따른 절차|제232조	2026-04-27
주식회사의 보험계약자	되다	ACTION	상호회사의 사원	제30조	0.95	입사|조직 변경	2026-04-27
조직 변경	준용함	STRUCTURE	상법	31	0.95	조직 변경|상법 준용	2026-04-27
제145조	참조함	STRUCTURE	상법	제145조	0.9	제145조|상법	2026-04-27
제339조	정의함	LOGICAL	없음	339	0.0	제339조	2026-04-27
Unknown	정의함	LOGICAL	제340조	Unknown	0.2	Unknown	2026-04-27
제439조제1항	정의함	LOGICAL	제439조제1항	제439조제1항	0.5	제439조제1항	2026-04-27
Unknown	참조함	STRUCTURE	제445조	Unknown	0.6	제445조	2026-04-27
제446조	준용함	STRUCTURE	상법	446	0.95	준용|상법	2026-04-27
제446조	준용함	STRUCTURE	제446조	제446조	0.5	준용	2026-04-27
제192조	정의함	LOGICAL	미수범	192	0.9	정의|미수범	2026-04-27
제238조	정의함	LOGICAL	로 본다.	238	0.5	정의	2026-04-27
우선취득권	정의함	LOGICAL	보험계약자나 보험금을 취득할 자는 피보험자를 위하여 적립한 금액을 주식회사의 자산에서 우선하여 취득한다	제32조	0.95	우선취득권|보험계약자|주식회사의 자산	2026-04-27
보험계약자나 보험금을 취득할 자	요구함	ACTION	주식회사의 자산에서 우선하여 취득한다	제32조	0.9	보험계약자|주식회사의 자산	2026-04-27
우선취득권	예외로함	LOGICAL	다른 법률에 특별한 규정이 있는 경우 우선취득권이 적용되지 않는다	제32조	0.9	우선취득권|특별한 규정	2026-04-27
제1항	구분하여 적용한다	ACTION	특별계정과 그 밖의 계정	제108조	0.95	특별계정|계정	2026-04-27
보험계약자나 보험금을 취득할 자	가진다	ACTION	우선변제권	33	0.95	우선변제권|보험계약자|보험금취득자	2026-04-27
제32조제2항	준용함	ACTION	제32조제2항의 내용	제32조제2항	0.95	제32조제2항|준용	2026-04-27
발기인	요구함	ACTION	정관	34	0.95	정관기재사항|작성|기명날인	2026-04-27
발기인	요구함	ACTION	정관에 취급하려는 보험종목과 사업의 범위	34	0.95	정관기재사항|작성	2026-04-27
발기인	요구함	ACTION	정관에 명칭	34	0.95	정관기재사항|작성	2026-04-27
발기인	요구함	ACTION	정관에 사무소 소재지	34	0.95	정관기재사항|작성	2026-04-27
발기인	요구함	ACTION	정관에 기금의 총액	34	0.95	정관기재사항|작성	2026-04-27
발기인	요구함	ACTION	정관에 기금의 갹출자가 가질 권리	34	0.95	정관기재사항|작성	2026-04-27
발기인	요구함	ACTION	정관에 기금과 설립비용의 상각 방법	34	0.95	정관기재사항|작성	2026-04-27
발기인	요구함	ACTION	정관에 잉여금의 분배 방법	34	0.95	정관기재사항|작성	2026-04-27
발기인	요구함	ACTION	정관에 회사의 공고 방법	34	0.95	정관기재사항|작성	2026-04-27
