subject,relation,relation_category,object,article_number,confidence,concepts,created_at
금융위원회 및 금융감독원장,권한을가짐,ACTION,거래정보등의 제공,제3조,0.96,거래정보 제공|감독·검사,2026-04-15
금융위원회 및 금융감독원장,요구함,ACTION,내부자거래 및 불공정거래행위 조사에 필요한 거래정보등의 제공,제3조,0.92,내부자거래 조사|불공정거래 조사,2026-04-15
금융위원회 및 금융감독원장,요구함,ACTION,고객예금 횡령·무자원 입금 기표 후 현금 인출 등 금융사고 적발에 필요한 거래정보등의 제공,제3조,0.9,금융사고 적발|거래정보 제공,2026-04-15
금융위원회 및 금융감독원장,요구함,ACTION,불건전 금융거래행위 조사에 필요한 거래정보등의 제공,제3조,0.88,불건전 금융거래|조사,2026-04-15
금융위원회 및 금융감독원장,요구함,ACTION,법령 위반행위 조사에 필요한 거래정보등의 제공,제3조,0.89,법령 위반 조사|거래정보 제공,2026-04-15
투자매매업자·투자중개업자,제공함,ACTION,거래정보등,제437조,0.96,거래정보 제공,2026-04-15
거래소,요구함,ACTION,투자매매업자·투자중개업자의 거래정보등 제공,제437조,0.92,거래정보 제공,2026-04-15
금융회사등에 종사하는 자,거부함,ACTION,거래정보등의 제공 요구,제404조,0.96,거래정보 제공|의무 주체,2026-04-15
제1항제1호부터 제4호까지 또는 제6호부터 제8호까지의 규정,요구함,ACTION,금융회사등의 특정 점포에 거래정보등을 제공,제404조,0.92,규정|표준양식,2026-04-15
제404조,참조함,STRUCTURE,제1항제1호부터 제4호까지 및 제6호부터 제8호까지의 규정,제404조,0.9,구조|참조,2026-04-15
금융실명거래 및 비밀보장에 관한 긴급재정경제명령,정의함,LOGICAL,제5조제1항제1호부터 제4호까지,제5조제1항제1호~제4호,0.96,금융실명거래|비밀보장|긴급재정경제명령,2026-04-15
금융실명거래 및 비밀보장에 관한 긴급재정경제명령,참조함,STRUCTURE,법률 제5493호 (폐지 전),제5조제1항제1호~제4호,0.92,법률 제5493호,2026-04-15
거래정보를 알게 된 자,제공·누설·이용을 금지함,ACTION,거래정보등을 타인에게 제공하거나 누설하거나 그 목적 외의 용도로 이용,제4조제1항,1.0,거래정보|제공|누설|이용,2026-04-15
누구든지,거래정보등을 알게 된 자에게 거짓 또는 부정한 수단·방법으로 제공을 요구 금지함,ACTION,거래정보등의 제공을 거짓·부정한 수단으로 요구,제4조제1항,0.95,거래정보|제공 요구|부정한 수단,2026-04-15
제4조제1항,예외로함,LOGICAL,금융위원회·금융감독원장이 제1항제4호·제6호에 따라 외국 금융감독기관에 제공하거나 거래소가 제1항제7호에 따라 외국거래소 등에 제공하는 경우,제4조제1항,0.9,예외|외국 금융감독기관|외국거래소,2026-04-15
제1항 또는 제4항을 위반하여 제공·누설된 거래정보등을 취득한 자,제공·누설을 금지함,ACTION,거래정보등을 타인에게 제공·누설,제4조제1항,0.95,위반|거래정보|제공|누설,2026-04-15
법률에 따라 거래정보등의 제공을 요구하는 경우,표준양식 사용을 요구함,ACTION,제2항에 따른 금융위원회가 정한 표준양식,제4조제1항,0.9,제공 요구|표준양식|금융위원회,2026-04-15
제27조제2항 2,참조함,STRUCTURE,정치자금법,제27조제2항 2,0.99,정치자금법,2026-04-15
제8조제5항,참조함,STRUCTURE,상속세 및 증여세법,제8조제5항,0.95,상속세 및 증여세법,2026-04-15
특정 금융거래정보의 보고 및 이용 등에 관한 법률,정의함,LOGICAL,법률명,제83조제1항 6,0.95,법률명,2026-04-15
과세자료의 제출 및 관리에 관한 법률,정의함,LOGICAL,제13조제3항,제13조제3항,0.99,과세자료의 제출 및 관리에 관한 법률,2026-04-15
전문개정,개정함,ACTION,제1항,제6조제1항,0.96,전문개정|제1항,2026-04-15
전문개정,근거함,STRUCTURE,법률 제20894호,제6조제1항,0.92,전문개정|법률 제20894호,2026-04-15
전문개정,예외로함,LOGICAL,헌법재판소 위헌 결정,제6조제1항,0.9,전문개정|헌법재판소|위헌 결정,2026-04-15
금융회사등,요구함,ACTION,거래정보등의 제공사실 통보,제4조의2,0.98,거래정보등|제공사실|통보,2026-04-15
거래정보등의 제공사실 통보,정의함,LOGICAL,명의인의 서면상의 동의를 받아 거래정보등을 제공한 경우 이를 통보하는 행위,제4조의2,0.95,거래정보등|제공사실|통보,2026-04-15
금융회사등,요구함,ACTION,명의인에 대한 서면 통보(주요 내용·사용 목적·제공받은 자·제공일 등),제4조,0.98,통보 의무|10일 이내|서면,2026-04-15
금융회사등,예외로함,LOGICAL,통보유예,제4조,0.95,생명·신체 안전 위협|증거 인멸·증인 위협|행정절차 방해,2026-04-15
금융회사등,요구함,ACTION,통보유예 요청 서면,제4조,0.93,유예요청기간|6개월 이상|서면 요청,2026-04-15
요청을 받은 자,요구함,ACTION,통보를 유예,제4조제1항제2호,0.96,통보의 유예|요청을 받은 자|거래정보 제공 요구자,2026-04-15
제4조제1항제2호,예외로함,LOGICAL,조세에 관한 법률에 따라 제출의무가 있는 과세자료 등,제4조제1항제2호,0.94,조세에 관한 법률|제출의무|과세자료,2026-04-15
거래정보등의 제공을 요구하는 자,부담함,ACTION,거래정보등의 제공,제4조제1항,0.96,거래정보등의 제공|부담,2026-04-15
감사원법 등,준용함,STRUCTURE,제4조제1항부터 제4항까지의 규정,제4조제1항,0.94,법률 규정|적용,2026-04-15
제27조제2항 2,정의함,LOGICAL,정치자금법,제27조제2항 2,0.99,정치자금법,2026-04-15
공직자윤리법,참조함,STRUCTURE,제52조제2항 3.,제52조제2항 3.,0.7,공직자윤리법,2026-04-15
상속세 및 증여세법,삭제함,ACTION,항,제8조제5항,0.95,삭제,2026-04-15
과세자료의 제출 및 관리에 관한 법률,정의함,LOGICAL,제83조제1항 6.,제83조제1항,0.95,과세자료의 제출 및 관리에 관한 법률,2026-04-15
제6조제1항,참조함,STRUCTURE,전문개정 2011. 7. 14.,제6조제1항,0.7,전문개정,2026-04-15
금융회사등,제공함,ACTION,거래정보등,제4조의3,0.99,거래정보 제공,2026-04-15
제4조의3,정의함,LOGICAL,거래정보등의 제공내용의 기록ㆍ관리,제4조의3,0.95,거래정보 제공,2026-04-15
금융기관,요구함,ACTION,거래정보 제공 사항의 기록·관리,제4조제1항,0.96,거래정보 제공 기록 및 관리|표준 양식,2026-04-15
금융기관,요구함,ACTION,거래정보 제공 사항의 5년 보관,제4조제1항,0.94,보관기간|5년,2026-04-15
제4조제1항,준용함,STRUCTURE,감사원법,제4조제1항,0.93,법률의 규정에 따라 거래정보 제공 요구,2026-04-15
정치자금법,참조함,STRUCTURE,제27조제2항 2,제27조제2항 2,0.9,정치자금법,2026-04-15
공직자윤리법,참조함,STRUCTURE,제52조제2항 3,제52조제2항 3,0.95,공직자윤리법,2026-04-15
삭제,참조함,STRUCTURE,상속세 및 증여세법,제8조제5항,0.95,삭제|상속세 및 증여세법,2026-04-15
특정 금융거래정보의 보고 및 이용 등에 관한 법률,정의함,LOGICAL,법률,제83조제1항 6,0.95,특정 금융거래정보의 보고 및 이용 등에 관한 법률,2026-04-15
과세자료의 제출 및 관리에 관한 법률,정의함,LOGICAL,법률,제13조제3항 7,0.95,정의,2026-04-15
제6조제1항,정의함,LOGICAL,내용 없음,제6조제1항,0.3,조문|내용부재,2026-04-15
금융위원회,파악함,ACTION,거래정보등의 요구·제공·통보·통보유예 현황,제4조의4,0.99,거래정보등의 요구|제공|통보|통보유예 현황,2026-04-15
금융위원회,분석함,ACTION,거래정보등의 요구·제공·통보·통보유예 현황,제4조의4,0.99,거래정보등의 요구|제공|통보|통보유예 현황,2026-04-15
금융위원회,보고함,ACTION,정기국회,제4조의4,0.99,매년,2026-04-15
소득세,요구함,ACTION,원천징수세율을 정한다,제5조,1.0,비실명자산소득 차등과세,2026-04-15
비실명자산소득 차등과세,정의함,LOGICAL,제5조,제5조,1.0,비실명자산소득 차등과세,2026-04-15
제5조,참조함,STRUCTURE,소득세법,제5조,1.0,,2026-04-15
종합소득과세표준,금지함,ACTION,합산,제14조제2항,0.96,합산하지 않다|PROHIBITIVE,2026-04-15
금융위원회,허용함,ACTION,조치를 하다,제5조의2,0.99,행정처분|조치,2026-04-15
금융위원회,요구함,ACTION,관계 행정기관의 장에게 조치 요구,제5조의2,0.98,관계 행정기관|조치 요구,2026-04-15
관계 행정기관의 장,요구에 따라야 함,LOGICAL,조치 요구에 따른 이행,제5조의2,0.96,정당한 사유 없을 경우,2026-04-15
금융위원회,허용함,ACTION,위반행위의 시정명령 또는 중지명령,제5조의2,0.97,시정명령|중지명령,2026-04-15
금융위원회,허용함,ACTION,공표명령 또는 게시명령,제5조의2,0.97,공표명령|게시명령,2026-04-15
금융위원회,허용함,ACTION,기관경고,제5조의2,0.96,기관경고,2026-04-15
금융위원회,허용함,ACTION,기관주의,제5조의2,0.96,기관주의,2026-04-15
금융위원회,요구함,ACTION,금융회사등의 장에게 임원에 대한 해임·6개월 이내 직무정지·문책경고·주의적 경고·주의 조치 요구,제5조의2,0.95,임원|해임|직무정지|문책경고|주의적 경고|주의,2026-04-15
금융위원회,요구함,ACTION,금융회사등의 장에게 직원에 대한 면직·6개월 이내 정직·감봉·견책·주의 조치 요구,제5조의2,0.95,직원|면직|정직|감봉|견책|주의,2026-04-15
벌칙,정의함,LOGICAL,제6조,제6조,0.85,벌칙,2026-04-15
제3조제3항,참조함,STRUCTURE,제4항,제3조제3항,0.9,대안|연결,2026-04-15
위반자,처벌함,ACTION,징역·벌금,제4조,0.99,5년 이하의 징역|5천만원 이하의 벌금,2026-04-15
제1항의 징역형과 벌금형,허용함,ACTION,병과(동시처벌),제4조,0.95,병과|징역형|벌금형,2026-04-15
제4조제1항,참조함,STRUCTURE,제4조제3항부터 제5항까지의 규정,제4조,0.93,제3항|제5항,2026-04-15
과태료,정의함,LOGICAL,제7조,제7조,0.9,과태료,2026-04-15
제3조,정의함,LOGICAL,미정의,제3조,0.4,조항,2026-04-15
제4조의2제1항 및 제5항,상위조항,STRUCTURE,제4조,제4조의2제1항 및 제5항,0.9,조항,2026-04-15
적용 경우,정의함,LOGICAL,제4조의2제1항,제4조의2제1항,0.95,한정|적용,2026-04-15
제4조의3,부과함,SANCTION,금융회사 임원 및 직원에게 3천만원 이하의 과태료,제4조의3,0.99,과태료,2026-04-15
금융위원회,부과·징수함,ACTION,제1항에 따른 과태료,제4조의3,0.99,대통령령,2026-04-15
법인 대표자 등,요구함,ACTION,법인·개인 업무에 대한 책임,제8조,0.96,양벌규정,2026-04-15
양벌규정,정의함,LOGICAL,법인 대표자·대리인·사용인·종업원에게 업무 책임을 부과함,제8조,0.94,양벌규정|책임,2026-04-15
제6조,정의함,LOGICAL,미정,제6조,0.3,조항,2026-04-15
법인 또는 개인,부과함,ACTION,벌금·과태료,제7조,0.99,벌금|과태료,2026-04-15
법인 또는 개인이 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우,예외로함,LOGICAL,벌금·과태료 부과,제7조,0.97,주의|감독|예외,2026-04-15
이 법,우선함,LOGICAL,다른 법률,Unknown,0.96,일치하지 않음|우선 적용,2026-04-15
다른 법률,우선함,LOGICAL,이 법,Unknown,0.94,긴급재정경제명령|우선 적용,2026-04-15
금융위원회,허용함,ACTION,금융감독원장,제10조,0.99,권한 위탁|법에 따른 권한의 일부,2026-04-15
