subject,relation,relation_category,object,article_number,confidence,concepts,created_at
투자계약증권,정의함,LOGICAL,특정 투자자가 그 투자자와 타인(다른 투자자를 포함한다. 이하 이 항에서 같다) 간의 공동사업에 금전등을 투자하고 주로 타인이 수행한 공동사업의 결과에 따른 손익을 귀속받는 계약상의 권리가 표시된 것을 말한다.,제189조,0.95,투자계약증권 정의,2026-04-25
파생결합증권,정의함,LOGICAL,기초자산의 가격ㆍ이자율ㆍ지표ㆍ단위 또는 이를 기초로 하는 지수 등의 변동과 연계하여 미리 정하여진 방법에 따라 지급하거나 회수하는 금전등이 결정되는 권리가 표시된 것을 말한다.,제189조,0.95,파생결합증권 정의,2026-04-25
파생결합증권,예외로함,LOGICAL,다음 각 호의 어느 하나에 해당하는 것,제189조,0.9,파생결합증권 예외,2026-04-25
계약상의 권리,정의함,LOGICAL,제5조제1항제2호에 따른,제5조제1항제2호,0.95,계약상의 권리|제5조제1항제2호에 따른,2026-04-25
계약상의 권리,참조함,STRUCTURE,제5조제1항제2호,제5조제1항제2호,0.9,계약상의 권리|제5조제1항제2호,2026-04-25
금융투자상품,제외함,ACTION,금융투자상품,제5조제1항,0.9,금융투자상품 제외,2026-04-25
주권상장법인,발행,ACTION,사채,제165조의11제1항,0.95,주권상장법인 사채|발행,2026-04-25
주권상장법인 사채,정의함,LOGICAL,주권상장법인 사채,제165조의11제1항,0.9,주권상장법인 사채|정의,2026-04-25
금융지주회사법,규정,ACTION,상각형 조건부자본증권,33조,0.95,상각형 조건부자본증권,2026-04-25
금융지주회사법,규정,ACTION,은행지주회사주식 전환형 조건부자본증권,33조,0.95,은행지주회사주식 전환형 조건부자본증권,2026-04-25
조건부자본증권,정의함,LOGICAL,상각형 조건부자본증권,제15조의2제1항제2호,0.95,조건부자본증권|상각형 조건부자본증권,2026-04-25
조건부자본증권,정의함,LOGICAL,"상각형 조건부자본 증권, 보험회사주식 전환형 조건부자본증권 및 금융지주회사주식 전환형 조건부자본증권",제114조의2제1항,0.95,조건부자본증권 정의|상각형 조건부자본증권,2026-04-25
조건부자본증권,근거함,STRUCTURE,상법,제114조의2제1항,0.9,상법 근거,2026-04-25
제469조제2항제2호,상위조항,STRUCTURE,제469조,제469조제2항제2호,0.9,하위조항|상위조항,2026-04-25
제513조,참조함,STRUCTURE,제513조,513,0.1,제513조,2026-04-25
법,정의함,LOGICAL,증권예탁증권,제516조의2,0.95,증권예탁증권,2026-04-25
증권예탁증권,정의함,LOGICAL,증권을 예탁받은 자가 그 증권이 발행된 국가 외의 국가에서 발행한 것으로서 그 예탁받은 증권에 관련된 권리가 표시된 것,제516조의2,0.95,증권예탁증권,2026-04-25
법,정의함,LOGICAL,기초자산,제516조의2,0.9,기초자산,2026-04-25
파생상품,정의함,LOGICAL,계약상의 권리,제5조,0.95,계약상권리1|계약상권리2|계약상권리3|계약상권리4,2026-04-25
장내파생상품,정의함,LOGICAL,파생상품,제5조,0.92,파생상품,2026-04-25
장외파생상품,정의함,LOGICAL,파생상품,제5조,0.92,파생상품,2026-04-25
매매계약이 아닌 계약,간주함,LOGICAL,매매계약,제5조,0.9,매매계약,2026-04-25
파생상품,예외로함,LOGICAL,금융투자상품,제5조,0.88,금융투자상품,2026-04-25
금융투자업,정의함,LOGICAL,이익을 얻을 목적으로 계속적이거나 반복적 인 방법으로 행하는 행위로서 다음 각 호의 어느 하나에 해당하는 업(業)을 말한다.,제6조,0.98,금융투자업 정의,2026-04-25
금융투자업,정의함,LOGICAL,투자매매업,제6조,0.95,금융투자업 포함|투자매매업 정의,2026-04-25
금융투자업,정의함,LOGICAL,투자중개업,제6조,0.95,금융투자업 포함|투자중개업 정의,2026-04-25
금융투자업,정의함,LOGICAL,집합투자업,제6조,0.95,금융투자업 포함|집합투자업 정의,2026-04-25
금융투자업,정의함,LOGICAL,투자자문업,제6조,0.95,금융투자업 포함|투자자문업 정의,2026-04-25
금융투자업,정의함,LOGICAL,투자일임업,제6조,0.95,금융투자업 포함|투자일임업 정의,2026-04-25
금융투자업,정의함,LOGICAL,신탁업,제6조,0.95,금융투자업 포함|신탁업 정의,2026-04-25
투자매매업,정의함,LOGICAL,"누구의 명의로 하든지 자기의 계산으로 금융투자상품의 매도·매수, 증권의 발행·인수 또는 그 청약의 권유, 청약, 청약의 승낙을 영업으로 하는 것",제6조,0.97,투자매매업 정의,2026-04-25
투자중개업,정의함,LOGICAL,"누구의 명의로 하든지 타인의 계산으로 금융투자상품의 매도·매수, 그 중개나 청약의 권유, 청약, 청약의 승낙 또는 증권의 발행·인수에 대한 청약의 권유, 청약, 청약의 승낙을 영업으로 하는 것",제6조,0.97,투자중개업 정의,2026-04-25
집합투자업,정의함,LOGICAL,집합투자를 영업으로 하는 것,제6조,0.97,집합투자업 정의,2026-04-25
집합투자,정의함,LOGICAL,"2인 이상의 투자자로부터 모은 금전등을 투자자로부터 일상적인 운용지시를 받지 아니하면서 재산적 가치가 있는 투자대상자산을 취득·처분, 그 밖의 방법으로 운용하고 그 결과를 투자자에게 배분하여 귀속시키는 것",제6조,0.96,집합투자 정의,2026-04-25
집합투자,정의함,LOGICAL,"자산유동화계획에 따라 금전등을 모아 운용ㆍ배분하는 행위 및 대통령령으로 정하는 경우, 제5항 각 호 외의 부분 본문에도 불구하고 다음 각 호의 어느 하나에 해당하는 자로부터 위탁받은 금전등을 그 자로부터 일상적인 운용지시를 받지 아니하면서 재산적 가치가 있는 투자대상자산을 취득ㆍ처분하거나 그 밖의 방법으로 운용하고 그 결과를 그 자에게 귀속시키는 행위",제3조의,0.95,집합투자|자산유동화계획|운용|배분|위탁|투자대상자산|귀속,2026-04-25
기금관리주체,포함한다,LOGICAL,외국기관(대통령령으로 정하는 자),제9조제4항,0.95,포함|외국기관,2026-04-25
기금관리주체,포함한다,LOGICAL,농업협동조합중앙회,제9조제4항,0.95,포함|농업협동조합중앙회,2026-04-25
기금관리주체,포함한다,LOGICAL,수산업협동조합중앙회,제9조제4항,0.95,포함|수산업협동조합중앙회,2026-04-25
기금관리주체,포함한다,LOGICAL,신용협동조합중앙회,제9조제4항,0.95,포함|신용협동조합중앙회,2026-04-25
기금관리주체,포함한다,LOGICAL,상호저축은행중앙회,제9조제4항,0.95,포함|상호저축은행중앙회,2026-04-25
기금관리주체,포함한다,LOGICAL,산림조합,제9조제4항,0.95,포함|산림조합,2026-04-25
기금관리주체,포함한다,LOGICAL,새마을금고중앙회,제9조제4항,0.95,포함|새마을금고중앙회,2026-04-25
기금관리주체,포함한다,LOGICAL,체신관서,제9조제4항,0.95,포함|체신관서,2026-04-25
투자신탁,정의함,LOGICAL,"법률에 따라 설립된 법인 또는 단체로서 대통령령으로 정하는 자(공제조합, 공제회, 그 밖에 이와 비슷한 법인 또는 단체)",제251조제1항,0.95,투자신탁 정의|법인 또는 단체,2026-04-25
투자신탁,정의함,LOGICAL,제7항에 따른 금융투자상품등에 대한 투자를 목적으로 2인 이상의 자로부터 금전등을 모아 설립한 기구 또는 법인 등,제251조제1항,0.95,투자신탁 정의|금융투자상품 투자,2026-04-25
투자자문업,정의함,LOGICAL,금융투자상품등의 가치 또는 투자판단에 관한 자문에 응하는 것을 영업으로 하는 것,제251조제1항,0.95,투자자문업 정의,2026-04-25
투자일임업,정의함,LOGICAL,투자자로부터 금융투자상품등에 대한 투자판단의 전부 또는 일부를 일임받아 투자자별로 구분하여 그 투자자의 재산상태나 투자목적 등을 고려하여 금융투자상품등을 취득·처분·운용하는 것을 영업으로 하는 것,제251조제1항,0.95,투자일임업 정의,2026-04-25
신탁업,정의함,LOGICAL,신탁을 영업으로 하는 것,제251조제1항,0.95,신탁업 정의,2026-04-25
투자자,정의함,LOGICAL,"일반 사모집합투자기구, 그 밖에 대통령령으로 정하는 투자자",제9조제19항제2호,0.95,정의|투자자,2026-04-25
연계업무,정의함,LOGICAL,증권의 대여 또는 그 중개ㆍ주선이나 대리업무,77조의3,0.95,연계업무|증권의 대여,2026-04-25
연계업무,정의함,LOGICAL,"금전의 융자, 그 밖의 신용공여",77조의3,0.95,연계업무|금전의 융자,2026-04-25
연계업무,정의함,LOGICAL,일반 사모집합투자기구등의 재산의 보관 및 관리,77조의3,0.95,연계업무|재산의 보관 및 관리,2026-04-25
연계업무,정의함,LOGICAL,그 밖에 일반 사모집합투자기구등의 효율적인 업무 수행을 지원하기 위하여 필요한 업무,77조의3,0.95,연계업무|업무 지원,2026-04-25
자기,정의함,LOGICAL,투자매매업으로 보지 아니 한다,제7조,0.95,금융투자업의 적용배제|자기|투자매매업|증권발행,2026-04-25
금융투자업의 적용배제,예외로함,LOGICAL,투자신탁의 수익증권,제7조,0.9,금융투자업의 적용배제|투자신탁의 수익증권,2026-04-25
금융투자업의 적용배제,예외로함,LOGICAL,파생결합증권,제7조,0.9,금융투자업의 적용배제|파생결합증권,2026-04-25
투자성 있는 예금계약,정하는,LOGICAL,증권,제77조제1항,0.95,정하는|증권,2026-04-25
투자성 있는 예금계약,정하는,LOGICAL,대통령령으로 정하는 계약에 따른 증권,제77조제1항,0.9,정하는|대통령령으로 정하는 계약에 따른 증권,2026-04-25
투자성 있는 보험계약에 따른 증권 ②,정의함,LOGICAL,제77조제2항에서 정하는,제77조제2항,0.92,정의|투자성 보험계약,2026-04-25
투자권유대행인,보지 아니한다,LOGICAL,투자중개업,51조제9항,0.95,투자권유대행인|투자중개업,2026-04-25
투자권유대행인,보지 아니한다,LOGICAL,투자자문업,51조제9항,0.95,투자권유대행인|투자자문업,2026-04-25
투자권유대행인,예외로함,LOGICAL,투자자문업,51조제9항,0.9,온라인|고객|의견교환,2026-04-25
투자중개업자,보지 아니한다,LOGICAL,투자일임업,51조제9항,0.95,투자중개업자|투자일임업,2026-04-25
담보부사채신탁법에 따른 담보부사채에 관한 신탁업,보지 아니한다,LOGICAL,신탁업,51조제9항,0.95,담보부사채신탁법|신탁업,2026-04-25
저작권법에 따른 저작권신탁 관리업,보지 아니한다,LOGICAL,신탁업,51조제9항,0.95,저작권법|신탁업,2026-04-25
금융투자업,예외로함,LOGICAL,각 호,제6조제1항,0.9,금융투자업 정의|예외 규정,2026-04-25
거래소,요구함,ACTION,증권시장 또는 파생상품시장 개설·운영,제8조의2제2항,0.95,거래소 개설·운영|증권시장|파생상품시장,2026-04-25
거래소,요구함,ACTION,투자매매업자 상대방으로 하거나 투자중개업자 통하여 금융투자상품 매매,제8조의2제2항,0.85,투자매매업자|투자중개업자|금융투자상품 매매,2026-04-25
일반 사모집합투자업자,운용함,ACTION,자신,제9조제29항,0.9,일반 사모집합투자업자|운용,2026-04-25
일반 사모집합투자업자,제9조제29항에 따른,STRUCTURE,제9조제29항,제9조제29항,0.95,일반 사모집합투자업자|제9조제29항,2026-04-25
사모집합투자기구,판매,ACTION,집합투자증권,제9조제19항제2호,0.95,집합투자증권 판매,2026-04-25
사모집합투자기구,예외로함,LOGICAL,금융투자업 적용,제9조제19항제2호,0.9,대통령령|집합투자증권 판매,2026-04-25
금융투자업자,정의함,LOGICAL,정의 내용,제8조,0.9,정의,2026-04-25
금융투자업자,정의함,LOGICAL,금융투자업,제6조제1항,0.95,정의|금융투자업자|금융투자업,2026-04-25
투자매매업자,정의함,LOGICAL,금융투자업자,제6조제1항,0.95,정의|투자매매업자|금융투자업자,2026-04-25
투자중개업자,정의함,LOGICAL,금융투자업자,제6조제1항,0.95,정의|투자중개업자|금융투자업자,2026-04-25
집합투자업자,정의함,LOGICAL,금융투자업자,제6조제1항,0.95,정의|집합투자업자|금융투자업자,2026-04-25
투자자문업자,정의함,LOGICAL,금융투자업자,제6조제1항,0.95,정의|투자자문업자|금융투자업자,2026-04-25
투자일임업자,정의함,LOGICAL,금융투자업자,제6조제1항,0.95,정의|투자일임업자|금융투자업자,2026-04-25
신탁업자,정의함,LOGICAL,금융투자업자,제6조제1항,0.95,정의|신탁업자|금융투자업자,2026-04-25
종합금융투자사업자,정의함,LOGICAL,투자매매업자 또는 투자중개업자,제6조제1항,0.95,정의|종합금융투자사업자|투자매매업자|투자중개업자,2026-04-25
종합금융투자사업자,정의함,LOGICAL,금융투자업자,제6조제1항,0.95,정의|종합금융투자사업자|금융투자업자,2026-04-25
겸영금융투자업자,정의함,LOGICAL,금융투자업을 겸영(兼營)하는 자,제77조의2,0.95,금융투자업 겸영|정의,2026-04-25
겸영금융투자업자,정의함,LOGICAL,다음 각 호의 어느 하나에 해당하는 자,제77조의2,0.9,각 호|정의,2026-04-25
겸영금융투자업자,정의함,LOGICAL,금융위원회의 지정을 받은 자,제77조의2,0.9,금융위원회|지정,2026-04-25
겸영금융투자업자,정의함,LOGICAL,은행법에 따른 자,제77조의2,0.8,은행법|정의,2026-04-25
겸영금융투자업자,참조함,STRUCTURE,제77조의2,제77조의2,0.9,참조|제77조의2,2026-04-25
은행,정의함,LOGICAL,은행,제2조의,0.95,은행,2026-04-25
보험회사,정의함,LOGICAL,그 밖에 대통령령으로 정하는 금융기관 등,제2조의3,0.95,보험회사 정의|대통령령 금융기관,2026-04-25
금융투자상품시장 및 거래소,정의함,LOGICAL,증권 또는 장내파생상품의 매매를 하는 시장,제8조의2,0.95,금융투자상품시장 정의|증권 매매 시장,2026-04-25
금융투자상품시장 및 거래소,정의함,LOGICAL,"증권 및 장내파생상품의 공정한 가격 형성과 그 매매, 그 밖의 거래의 안정성 및 효율성을 도모하기 위하여",제8조의2,0.95,거래소 정의|공정 가격 형성,2026-04-25
대주주,정의함,LOGICAL,금융회사의 지배구조에 관한 법률,제9조,0.99,대주주|금융회사의 지배구조에 관한 법률,2026-04-25
주주,정의함,LOGICAL,제 2조제6호에 따른 주주,제 2조제6호,0.95,정의|법률,2026-04-25
금융회사,정의함,LOGICAL,법인,제 2조제6호,0.95,정의|법률,2026-04-25
임원,정의함,LOGICAL,이사 및 감사,제 2조제6호,0.95,정의|법률,2026-04-25
사외이사,정의함,LOGICAL,상시적인 업무에 종사하지 아니하는 사람으로서 「금융회사의 지 배구조에 관한 법률」,제 2조제6호,0.95,정의|법률,2026-04-25
선임되는 이사,정의함,LOGICAL,이사를 말한다,제17조,0.95,용어 정의,2026-04-25
투자권유,정의함,LOGICAL,특정 투자자를 상대로 금융투자상품의 매매 또는 투자자문계약·투자일임계약·신탁계약(관리형신탁계약 및 투자성 없는 신탁계약을 제외) 체결을 권유하는 것을 말한다,제17조,0.95,용어 정의,2026-04-25
전문투자자,정의함,LOGICAL,"금융투자상품에 관한 전문성 구비 여부, 소유자산규모 등에 비추어 투자에 따른 위험감수능력이 있는 투자자로서 다음 각 호의 어느 하나에 해당하는 자",제17조,0.95,용어 정의,2026-04-25
일반투자자,정의함,LOGICAL,전문투자자가 아닌 투자자를 말한다,제17조,0.95,용어 정의,2026-04-25
모집,정의함,LOGICAL,대통령령으로 정하는 방법에 따라 산출한 50인 이상의 투자자에게 새로 발행되는 증권의 취득의 청약을 권유하는 것을 말한다,제17조,0.95,용어 정의,2026-04-25
사모,정의함,LOGICAL,새로 발행되는 증권의 취득의 청약을 권유하는 것으로서 모집에 해당하지 아니하는 것을 말한다,제17조,0.95,용어 정의,2026-04-25
매출,정의함,LOGICAL,대통령령으로 정하는 방법에 따라 산출한 50인 이상의 투자자에게 이미 발행된 증권의 매도의 청약을 하거나 매수의 청약을 권유하는 것을 말한다,제17조,0.95,용어 정의,2026-04-25
발행인,정의함,LOGICAL,"증권을 발행하였거나 발행하고자 하는 자를 말한다. 다만, 증권예탁증권을 발행함에 있어서는 그 기초가 되는 증권을 발행하였거나 발행하고자 하는 자를 말한다",제17조,0.95,용어 정의,2026-04-25
인수,정의함,LOGICAL,제삼자에게 증권을 취득시킬 목적으로 다음 각 호의 어느 하나에 해당하는 행위를 하거나 그 행위를 전제로 발행인 또는 매출인을 위하여 증권의 모집·사모·매출을 하는 것을 말한다,제17조,0.95,용어 정의,2026-04-25
인수인,정의함,LOGICAL,증권을 모집·사모·매출하는 경우 인수를 하는 자를 말한다,제17조,0.95,용어 정의,2026-04-25
주선인,정의함,LOGICAL,제11항에 따른 행위 외에 발행인 또는 매출인을 위하여 해당 증권의 모집·사모·매출을 하거나 그 밖에 직접 또는 간접으로 증권의 모집·사모·매출을 분담하는 자를 말한다,제17조,0.95,용어 정의,2026-04-25
매출인,정의함,LOGICAL,증권의 소유자로서 스스로 또는 인수인이나 주선인을 통하여 그 증권을 매출하였거나 매출하려는 자를 말한다,제17조,0.95,용어 정의,2026-04-25
상장법인,정의함,LOGICAL,증권시장에 상장된 증권을 발행한 법인을 말한다,제17조,0.95,용어 정의,2026-04-25
비상장법인,정의함,LOGICAL,상장법인을 제외한 법인을 말한다,제17조,0.95,용어 정의,2026-04-25
주권상장법인,정의함,LOGICAL,증권시장에 상장된 주권을 발행한 법인 또는 주권과 관련된 증권예탁증권이 증권시장에 상장된 경우 그 주권을 발행한 법인을 말한다,제17조,0.95,용어 정의,2026-04-25
주권비상장법인,정의함,LOGICAL,주권상장법인을 제외한 법인을 말한다,제17조,0.95,용어 정의,2026-04-25
외국법인등,정의함,LOGICAL,"외국 정부, 외국 지방자치단체, 외국 공공단체 등",제17조,0.95,용어 정의,2026-04-25
한국금융투자협회,정의함,LOGICAL,제283조에 따라 설립된 기관,283,0.95,한국금융투자협회|제283조에 따라 설립된,2026-04-25
한국금융투자협회,참조함,STRUCTURE,제283조,283,0.9,제283조에 따라 설립된,2026-04-25
한국예탁결제원,설립됨,ACTION,제294조,294,0.95,설립|제294조에 따라,2026-04-25
인가를 받은 자,정의함,LOGICAL,금융투자상품거래청산회사,제323조의3,0.95,인가를 받은 자|금융투자상품거래청산회사,2026-04-25
증권금융회사,정의함,LOGICAL,인증을 받다,제324조제1항,0.95,인증을 받다,2026-04-25
신용평가회사,정의함,LOGICAL,인가를 받은 자,제335조의3,0.99,신용평가회사 정의|인가를 받은 자,2026-04-25
종합금융회사,참조함,STRUCTURE,제336조,336,0.9,종합금융회사|제336조,2026-04-25
자금중개회사,정의함,LOGICAL,인가를 받은 자,제355조제1항,0.95,자금중개회사 정의|인가를 받은 자,2026-04-25
단기금융회사,정의함,LOGICAL,인가를 받은 자,제360조제1항,0.95,단기금융회사 정의|인가를 받은 자,2026-04-25
단기금융회사,근거함,STRUCTURE,제360조제1항,제360조제1항,0.9,단기금융회사 정의 근거,2026-04-25
등록한 자,정의함,LOGICAL,명의개서대행회사,제365조제1항,0.95,등록한 자|명의개서대행회사,2026-04-25
이 법,정의함,LOGICAL,집합투자기구,제370조,1.0,집합투자기구 정의,2026-04-25
집합투자기구,포함함,LOGICAL,투자신탁,제370조,0.95,투자신탁,2026-04-25
집합투자기구,포함함,LOGICAL,투자회사,제370조,0.95,투자회사,2026-04-25
집합투자기구,포함함,LOGICAL,투자유한회사,제370조,0.95,투자유한회사,2026-04-25
집합투자기구,포함함,LOGICAL,투자합자회사,제370조,0.95,투자합자회사,2026-04-25
집합투자기구,포함함,LOGICAL,투자유한책임회사,제370조,0.95,투자유한책임회사,2026-04-25
집합투자기구,포함함,LOGICAL,투자합자조합,제370조,0.95,투자합자조합,2026-04-25
집합투자기구,포함함,LOGICAL,투자익명조합,제370조,0.95,투자익명조합,2026-04-25
사모집합투자기구,삭제함,LOGICAL,정의,제370조,0.9,사모집합투자기구 삭제,2026-04-25
집합투자재산,정의함,LOGICAL,"투자신탁재산, 투자회사재산, 투자유한회사재산, 투자합자회사재산, 투자유한책임회사재산, 투자합자조합재산 및 투자익명조합재산",제249조의11제6항,0.95,집합투자재산 정의,2026-04-25
집합투자증권,정의함,LOGICAL,집합투자기구에 대한 출자지분(투자신탁의 경우에는 수익권),제249조의11제6항,0.92,집합투자증권 정의,2026-04-25
집합투자규약,정의함,LOGICAL,"집합투자기구의 조직, 운영 및 투자자의 권리ㆍ의무를 정한 것으로서 투자신탁의 신탁계약, 투자회사ㆍ투자유한회사ㆍ투자합자회사ㆍ투자유한책임 회사의 정관 및 투자합자조합ㆍ투자익명조합의 조합계약",제249조의11제6항,0.93,집합투자규약 정의,2026-04-25
집합투자자총회,정의함,LOGICAL,"집합투자기구의 투자자 전원으로 구성된 의사결정기관으로서 수익자총회, 주주총회, 사원총회, 조합원총회 및 익명조합원총회",제249조의11제6항,0.94,집합투자자총회 정의,2026-04-25
신탁,정의함,LOGICAL,신탁법,제249조의11제6항,0.95,신탁 정의|신탁법,2026-04-25
기관전용 사모집합투자기구,정의함,LOGICAL,제249조의11제6항에 해당하는 자만을 사원으로 하는 투자합자회사인 사모집합투자기구,제249조의11제6항,0.9,기관전용 사모집합투자기구 정의|투자합자회사,2026-04-25
일반 사모집합투자기구,정의함,LOGICAL,기관전용 사모집합투자기구를 제외한 사모집합투자기구,제249조의11제6항,0.9,일반 사모집합투자기구 정의|사모집합투자기구,2026-04-25
신탁,정의함,LOGICAL,제2조의 신탁을 말한다.,제2조,0.95,신탁 정의,2026-04-25
금융투자상품거래청산업,정의함,LOGICAL,"금융투자업자 및 대통령령으로 정하는 자(이하 “청산대상업자”라 한다)를 상대방으로 하여 청산대상업자가 대통령령으로 정하는 금융투자 상품의 거래(이하 “청산대상거래”라 한다)를 함에 따라 발생하는 채무를 채무인수, 경개(更改 ), 그 밖의 방법으로 부담하는 것을 영업으로 하는 것을 말한다.",제2조,0.9,금융투자상품거래청산업 정의,2026-04-25
신용평가업,정의함,LOGICAL,"다음 각 호의 어느 하나에 해당하는 것에 대한 신용상태를 평 가(이하 “신용평가”라 한다)하여 그 결과에 대하여 기호, 숫자 등을 사용하여 표시한 등급(이 하 “신용등급”이라 한다)을 부여하고 그 신용등급을 발행인, 인수인, 투자자, 그 밖의 이해관 계자에게 제공하거나 열람하게 하는 행위를 영업으로 하는 것을 말한다.",제2조,0.9,신용평가업 정의,2026-04-25
온라인소액투자중개업자,정의함,LOGICAL,"온라인상에서 누구의 명의로 하든지 타인의 계산 으로 다음 각 호의 자가, 대통령령으로 정하는 방법으로 발행하는 채무증권, 지분증권, 투자 계약증권의 모집 또는 사모에 관한 중개(이하 “온라인소액투자중개”라 한다)를 영업으로 하 는 투자중개업자를 말한다.",제2조,0.9,온라인소액투자중개업자 정의,2026-04-25
대통령령,정하는,ACTION,자,제2조제3호,0.95,대통령령|정하는|자,2026-04-25
대통령령,정하는,ACTION,요건에 부합하는 자,제2조제3호,0.9,대통령령|정하는|요건에 부합하는 자,2026-04-25
창업기업,정하는,LOGICAL,대통령령으로 정하는 자,제2조제3호,0.9,창업기업|정하는|대통령령으로 정하는 자,2026-04-25
일반 사모집합투자업,정의함,LOGICAL,집합투자업 중 일반 사모집합투자기구를 통한 집합 투자를 영업으로 하는 것,제2조제3호,0.98,일반 사모집합투자업|정의함,2026-04-25
