article_number,structural_index,entity_type,concept,subject,action,object,legal_force,full_text
제251조제1항,"[None, None, 251, 1]",DEFINITION,투자신탁,보험회사,설정,투자신탁,DEFINITIONAL,"전단에 따라 보험회사가 설정한 투자신탁 10. 법률에 따라 설립된 법인 또는 단체로서 다음 각 목의 어느 하나에 해당하는 자 중에서 대통령령으로 정하는 자 가. 공제조합 나. 공제회 다. 그 밖에 이와 비슷한 법인 또는 단체로서 같은 직장ㆍ직종에 종사하거나 같은 지역에 거주하는 구성원의 상호부조, 복리증진 등을 목적으로 구성되어 공제사업을 하는 법인 또는 단체 11. 그 밖에 제7항에 따른 금융투자상품등에 대한 투자를 목적으로 2인 이상의 자로부터 금 전등을 모아 설립한 기구 또는 법인 등으로서 효율적이고 투명한 투자구조, 관리주체 등 대통령령으로 정하는 요건을 갖춘 자 ⑦ 이 법에서 “투자자문업”이란 금융투자상품, 그 밖에 대통령령으로 정하는 투자대상자산 (이하 “금융투자상품등”이라 한다)의 가치 또는 금융투자상품등에 대한 투자판단(종류, 종목, 취득ㆍ처분, 취득ㆍ처분의 방법ㆍ수량ㆍ가격 및 시기 등에 대한 판단을 말한다. 이하 같다 )에 관한 자문에 응하는 것을 영업으로 하는 것을 말한다.<개정 2013. 5. 28., 2018. 3. 27.> ⑧ 이 법에서 “투자일임업”이란 투자자로부터 금융투자상품등에 대한 투자판단의 전부 또는 일부를 일임받아 투자자별로 구분하여 그 투자자의 재산상태나 투자목적 등을 고려하여 금 융투자상품등을 취득ㆍ처분, 그 밖의 방법으로 운용하는 것을 영업으로 하는 것을 말한다. <개정 2013. 5. 28., 2018. 3. 27.> ⑨ 이 법에서 “신탁업”이란 신탁을 영업으로 하는 것을 말한다.<개정 2018. 3. 27.> ⑩ 이 법에서 “전담중개업무”란"
제9조제19항제2호,"[None, None, 9, 19]",DEFINITION,투자자,,,,DEFINITIONAL,"제9조제19항제2호에 따른 일반 사모집합투자기구, 그 밖에 대통령령으로 정하는 투자자(이하 이 조 및"
제77조의3,"[None, None, 77, 3]",DEFINITION,연계업무,일반 사모집합투자기구등,제공,업무,DEFINITIONAL,"제77조의3에서 “일반 사모집합투자기구등”이라 한다)에 대하여 다음 각 호의 어느 하나에 해당하는 업무를 효율적인 신용공여와 담보관리 등을 위하여 대통령령으로 정하는 방법에 따라 연계하여 제공하는 업무를 말한다.<신설 2013. 5. 28., 2015. 7. 24., 2018. 3. 27., 2021. 4. 20.> 1. 증권의 대여 또는 그 중개ㆍ주선이나 대리업무 2. 금전의 융자, 그 밖의 신용공여 3. 일반 사모집합투자기구등의 재산의 보관 및 관리 4. 그 밖에 일반 사모집합투자기구등의 효율적인 업무 수행을 지원하기 위하여 필요한 업무 로서 대통령령으로 정하는 업무"
제7조,[],REGULATION,금융투자업의 적용배제,자기,보지 아니 한다,투자매매업,PROHIBITIVE,"제7조(금융투자업의 적용배제) ① 자기가 증권을 발행하는 경우에는 투자매매업으로 보지 아니 한다. 다만, 다음 각 호의 어느 하나에 해당하는 증권은 그러하지 아니하다. <개정 2013. 5. 28.> 1. 투자신탁의 수익증권 2. 대통령령으로 정하는 파생결합증권 법제처 6 국가법령정보센 터 자본시장과 금융투자업에 관한 법률 3."
제77조제1항,[],DEFINITION,투자성 있는 예금계약,투자성 있는 예금계약,정하는,증권,DEFINITIONAL,"제77조제1항에서 정하는 투자성 있는 예금계약, 그 밖에 이에 준하는 것으로서 대통령령 으로 정하는 계약에 따른 증권 4."
제77조제2항,[],DEFINITION,투자성 있는 보험계약에 따른 증권,,,,DEFINITIONAL,제77조제2항에서 정하는 투자성 있는 보험계약에 따른 증권 ②
제51조제9항의,[],REGULATION,투자권유대행인,투자권유대행인,보지 아니한다,투자중개업,PROHIBITIVE,"제51조제9항의 투자권유대행인이 투자권유를 대행하는 경우에는 투자중개업으로 보지 아니한다. ③ 간행물ㆍ출판물ㆍ통신물 또는 방송 등을 통하여 개별성 없는 조언(개별 투자자를 상정하 지 아니하고 다수인을 대상으로 일방적으로 이루어지는 투자에 관한 조언을 말한다. 이하 같 다)을 하는 경우에는 투자자문업으로 보지 아니한다. 다만, 본문의 조언과 관련하여 온라인 상에서 일정한 대가를 지급한 고객과 의견을 교환할 수 있는 경우에는 그러하지 아니하다. <개정 2024. 2. 13.> ④ 투자중개업자가 투자자의 매매주문을 받아 이를 처리하는 과정에서 금융투자상품에 대한 투자판단의 전부 또는 일부를 일임받을 필요가 있는 경우로서 대통령령으로 정하는 경우에 는 투자일임업으로 보지 아니한다. ⑤ 「담보부사채신탁법」에 따른 담보부사채에 관한 신탁업, 「저작권법」에 따른 저작권신탁 관리업의 경우에는 신탁업으로 보지 아니한다.<개정 2009. 4. 22.> ⑥ 제1항부터 제5항까지 규정된 것 외에 다음 각 호의 어느 하나에 해당하는 경우에는 대통 령령으로 정하는 바에 따라"
제6조제1항,"[6, 1, None, None]",REGULATION,금융투자업,각 호,보지 아니한다,금융투자업,MANDATORY,"제6조제1항 각 호의 금융투자업으로 보지 아니한다.<개정 2013. 5. 28., 2015. 7. 24., 2021. 4. 20.> 1."
제8조의2제2항,"[8, None, 2, None]",REGULATION,거래소 개설·운영,거래소,개설·운영,증권시장 또는 파생상품시장,MANDATORY,제8조의2제2항에 따른 거래소가 증권시장 또는 파생상품시장을 개설ㆍ운영하는 경우 2. 투자매매업자를 상대방으로 하거나 투자중개업자를 통하여 금융투자상품을 매매하는 경 우 3.
제9조제29항,"[None, None, 9, 29]",REGULATION,일반 사모집합투자업자,일반 사모집합투자업자,운용하는,,,제9조제29항에 따른 일반 사모집합투자업자가 자신이 운용하는
제9조제19항제2호,[],REGULATION,집합투자증권 판매,사모집합투자기구,판매,집합투자증권,PERMISSIVE,제9조제19항제2호에 따 른 일반 사모집합투자기구의 집합투자증권을 판매하는 경우 4. 그 밖에 해당 행위의 성격 및 투자자 보호의 필요성 등을 고려하여 금융투자업의 적용에 서 제외할 필요가 있는 것으로서 대통령령으로 정하는 경우
제8조,[],DEFINITION,금융투자업자,,,,DEFINITIONAL,제8조(금융투자업자) ① 이 법에서 “금융투자업자”란
제6조제1항,"[6, 1, 1]",DEFINITION,금융투자업자,금융투자업자,영위,금융투자업,DEFINITIONAL,제6조제1항 각 호의 금융투자업에 대하여 금융위원회의 인가를 받거나 금융위원회에 등록하여 이를 영위하는 자를 말한다. <개정 2008. 2. 29.> ② 이 법에서 “투자매매업자”란 금융투자업자 중 투자매매업을 영위하는 자를 말한다. ③ 이 법에서 “투자중개업자”란 금융투자업자 중 투자중개업을 영위하는 자를 말한다. ④ 이 법에서 “집합투자업자”란 금융투자업자 중 집합투자업을 영위하는 자를 말한다. ⑤ 이 법에서 “투자자문업자”란 금융투자업자 중 투자자문업을 영위하는 자를 말한다. ⑥ 이 법에서 “투자일임업자”란 금융투자업자 중 투자일임업을 영위하는 자를 말한다. ⑦ 이 법에서 “신탁업자”란 금융투자업자 중 신탁업을 영위하는 자를 말한다. ⑧ 이 법에서 “종합금융투자사업자”란 투자매매업자 또는 투자중개업자 중
제77조의2,[],DEFINITION,겸영금융투자업자,겸영금융투자업자,겸영,금융투자업,DEFINITIONAL,"제77조의2에 따 라 금융위원회의 지정을 받은 자를 말한다.<신설 2013. 5. 28.> ⑨ 이 법에서 “겸영금융투자업자”란 다음 각 호의 어느 하나에 해당하는 자로서 금융투자업 을 겸영(兼營)하는 자를 말한다.<신설 2015. 7. 31., 2016. 5. 29.> 1. 「은행법」"
제2조의,[],DEFINITION,은행,은행,정의,,DEFINITIONAL,제2조의 은행(이하 “은행”이라 한다)
제2조의3,[],DEFINITION,보험회사,,,,DEFINITIONAL,제2조의 보험회사(이하 “보험회사”라 한다) 3. 그 밖에 대통령령으로 정하는 금융기관 등
제8조의2,[],DEFINITION,금융투자상품시장 및 거래소,이 법,정의,금융투자상품시장 및 거래소,DEFINITIONAL,"제8조의2(금융투자상품시장 등) ① 이 법에서 “금융투자상품시장”이란 증권 또는 장내파생상품 의 매매를 하는 시장을 말한다. ② 이 법에서 “거래소”란 증권 및 장내파생상품의 공정한 가격 형성과 그 매매, 그 밖의 거래 의 안정성 및 효율성을 도모하기 위하여"
제373조의2,"[None, None, 373, 2]",DEFINITION,금융 투자상품시장을 개설하는 자,자,개설,금융 투자상품시장,DEFINITIONAL,"제373조의2에 따른 금융위원회의 허가를 받아 금융 투자상품시장을 개설하는 자를 말한다. ③ 이 법에서 “거래소시장”이란 거래소가 개설하는 금융투자상품시장을 말한다. ④ 거래소시장은 다음 각 호와 같이 구분한다. 1. 증권시장: 증권의 매매를 위하여 거래소가 개설하는 시장 2. 파생상품시장: 장내파생상품의 매매를 위하여 거래소가 개설하는 시장 ⑤ 이 법에서 “다자간매매체결회사”란 정보통신망이나 전자정보처리장치를 이용하여 동시에 다수의 자를 거래상대방 또는 각 당사자로 하여 다음 각 호의 어느 하나에 해당하는 매매가 격의 결정방법으로 증권시장에 상장된 주권, 그 밖에 대통령령으로 정하는 증권(이하 “매매 체결대상상품”이라 한다)의 매매 또는 그 중개ㆍ주선이나 대리 업무(이하 “다자간매매체결업 무”라 한다)를 하는 투자매매업자 또는 투자중개업자를 말한다. 1. 경쟁매매의 방법(매매체결대상상품의 거래량이 대통령령으로 정하는 기준을 넘지 아니하 는 경우로 한정한다) 2. 매매체결대상상품이 상장증권인 경우 해당 거래소가 개설하는 증권시장에서 형성된 매매 가격을 이용하는 방법 3. 그 밖에 공정한 매매가격 형성과 매매체결의 안정성 및 효율성 등을 확보할 수 있는 방법 으로서 대통령령으로 정하는 방법 [본조신설 2013. 5. 28.]"
제9조,[],DEFINITION,대주주,,,,DEFINITIONAL,제9조(그 밖의 용어의 정의) ① 이 법에서 “대주주”란 「금융회사의 지배구조에 관한 법률」
제 2조제6호,"[2, None, 6, None]",DEFINITION,정의,이 법,정의한다,용어,DEFINITIONAL,제 2조제6호에 따른 주주를 말한다. 이 경우 “금융회사”는 “법인”으로 본다. <개정 2015. 7. 31.> ② 이 법에서 “임원”이란 이사 및 감사를 말한다. ③ 이 법에서 “사외이사”란 상시적인 업무에 종사하지 아니하는 사람으로서 「금융회사의 지 배구조에 관한 법률」
