subject	relation	relation_category	object	article_number	confidence	concepts	created_at
가명처리	정의함	LOGICAL	추가정보를 사용하지 아니하고는 특정 개인인 신용정보주체를 알아볼 수 없도록 개인신용정보를 처리(그 처리 결과가 다음 각 목의 어느 하나에 해당하는 경우)	제15조제1항	0.95	가명처리|추가정보|개인신용정보|신용정보주체	2026-04-25
가명정보	정의함	LOGICAL	가명처리한 개인신용정보	제40조의2	0.99	가명정보|가명처리	2026-04-25
익명처리	정의함	LOGICAL	더 이상 특정 개인인 신용정보주체를 알아볼 수 없도록 개인신용정보를 처리하는 것	제40조의2	0.99	익명처리|개인신용정보	2026-04-25
대주주	정의함	LOGICAL	다음 각 목의 어느 하나에 해당하는 주주	제40조의2	0.99	대주주|주주	2026-04-25
주주	정의함	LOGICAL	집행임원을 둔 경우에 한정된 주주로서 신용정보회사, 본인신용정보관리회사 및 채권추심회사의 중요한 경영사항에 사실상의 영향력을 행사하는 자	제408조의2	0.9	주주 정의|집행임원 조건|경영사항 영향력	2026-04-25
주주	행사	ACTION	경영사항	제408조의2	0.85	주주|경영사항|영향력 행사	2026-04-25
금융위원회	세우다	ACTION	신용정보 관련 산업의 육성에 관한 계획	제3조	0.95	신용정보 산업 육성|신용정보 제공능력의 향상|신용정보의 원활한 이용	2026-04-25
금융위원회	요청할 수 있다	ACTION	관계 행정기관의 장	제3조	0.9	계획을 원활하게 추진하기 위하여 필요하면	2026-04-25
관계 행정기관의 장	따라야 한다	ACTION	금융위원회의 요청	제3조	0.85	정당한 사유가 없으면	2026-04-25
법	따르다	ACTION	이 법에서 정하는 바	제3조의2	0.95	신용정보의 이용 및 보호|다른 법률에 특별한 규정이 없는 경우	2026-04-25
법	예외로함	LOGICAL	다른 법률에 특별한 규정이 있는 경우	제3조의2	0.9	다른 법률|특별한 규정|예외	2026-04-25
법	따르다	ACTION	개인정보 보호법에서 정하는 바	제3조의2	0.95	개인정보 보호|개인정보 보호법|이 법에 특별한 규정이 없는 경우	2026-04-25
법	예외로함	LOGICAL	이 법에 특별한 규정이 있는 경우	제3조의2	0.9	이 법|특별한 규정|예외	2026-04-25
다른 법률과의 관계	정의함	LOGICAL	이 법이 다른 법률과의 관계를 규정함	제3조의2	0.85	다른 법률과의 관계|정의	2026-04-25
Any person	금지함	ACTION	신용정보업, 본인신용정보관리업, 채권추심업을 수행	제4조	0.95	허가 없이|신용정보업	2026-04-25
신용정보업, 본인신용정보관리업 및 채권추심업을 하려는 자	허가를 받아야 한다	ACTION	금융위원회	제4조	0.95	허가|신용정보업	2026-04-25
제2항에 따른 허가를 받으려는 자	신청서를 제출하여야 한다	ACTION	금융위원회	제4조	0.9	대통령령|신청서	2026-04-25
금융위원회	조건을 붙일 수 있다	ACTION	제2항에 따른 허가	제4조	0.9	조건|허가	2026-04-25
총리령	정한다	STRUCTURE	제2항에 따른 허가와 관련된 허가신청서의 작성 방법 등 허가신청에 관한 사항, 허가심사의 절차 및 기준에 관한 사항, 그 밖에 필요한 사항	제4조	0.9	총리령|허가신청서	2026-04-25
신용정보업 등의 허가를 받을 수 있는 자	정의함	LOGICAL	다음 각 호의 자	제5조	0.95	허가를 받을 수 있는 자|제한	2026-04-25
업무	금지함	ACTION	업무의 허가	제2조제8호의3나목 및 다목	0.95	업무 허가|제2조제8호의3나목 및 다목	2026-04-25
법인 2	정의함	LOGICAL	공시대상기업집단 및 상호출자제한기업집단에 속하는 회사가 100분의 10을 초과하여 출자한 법인	제31조제1항	0.95	공시대상기업집단|상호출자제한기업집단|100분의 10 초과 출자	2026-04-25
출자한 법인	정의함	LOGICAL	법인	제9조제17항제3호의2	0.95	출자한 법인 정의|100분의 10 초과 출자	2026-04-25
신용평가회사	출자한	ACTION	출자한 법인	제9조제17항제3호의2	0.95	출자한 법인|100분의 10 초과 출자	2026-04-25
허가를 받으려는 자	갖추어야 한다	ACTION	요건	제6조	0.95	허가의 요건|갖추어야 한다	2026-04-25
허가를 받으려는 자	갖추어야 한다	ACTION	인력과 전산설비 등 물적 시설	제6조	0.9	인력|전산설비|물적 시설	2026-04-25
허가를 받으려는 자	갖추어야 한다	ACTION	50억원 이상	제6조	0.9	자본금|50억원	2026-04-25
업무 단위	정의함	LOGICAL	금액 기준	제2조제8호의3	0.95	업무 단위별 금액 기준|정의함	2026-04-25
기업정보조회업무	정의함	LOGICAL	5억원	제2조제8호의3	0.95	기업정보조회업무|정의함	2026-04-25
기업신용등급제공업무	정의함	LOGICAL	20억원	제2조제8호의3	0.95	기업신용등급제공업무|정의함	2026-04-25
기술신용평가업무	정의함	LOGICAL	20억원	제2조제8호의3	0.95	기술신용평가업무|정의함	2026-04-25
본인신용정보관리업	정의함	LOGICAL	5억원 이상	제2조제8호의3	0.95	본인신용정보관리업|정의함	2026-04-25
사업계획	요구함	ACTION	타당하고 건전할 것	제2조제8호의3	0.9	사업계획|요구함	2026-04-25
대주주	요구함	ACTION	충분한 출자능력, 건전한 재무상태 및 사회적 신용을 갖출 것	제2조제8호의3	0.9	대주주|요구함	2026-04-25
Unknown	정의함	LOGICAL	제22조제1항ㆍ제2항	Unknown	0.3	Unknown	2026-04-25
제22조의8	상위조항	STRUCTURE	제22조	제22조의8	0.95	제22조의8|제22조	2026-04-25
허가를 받으려는 자	갖추다	ACTION	자본금 또는 기본재산	제27조제1항	0.95	자본금|기본재산|허가를 받으려는 자	2026-04-25
개인신용평가업을 하려는 자	갖추다	ACTION	50억원 이상의 자본금	제27조제1항	0.95	자본금|50억원 이상|개인신용평가업	2026-04-25
전문개인신용평가업만 하려는 자	갖추다	ACTION	20억원 이상의 자본금	제27조제1항	0.95	자본금|20억원 이상|전문개인신용평가업	2026-04-25
전문개인신용평가업만 하려는 자	갖추다	ACTION	5억원 이상의 자본금	제27조제1항	0.95	자본금|5억원 이상|전문개인신용평가업	2026-04-25
신용조사업 및 채권추심업을 각각 또는 함께 하려는 자	갖추다	ACTION	50억원 이내에서 대통령령으로 정하는 금액 이상	제27조제1항	0.95	자본금|50억원 이내|대통령령|신용조사업|채권추심업	2026-04-25
금융위원회	요구함	ACTION	관보에 공고	제7조	0.95	공고	2026-04-25
금융위원회	요구함	ACTION	일반인에게 알려야 한다	제7조	0.95	알려야 한다	2026-04-25
인증	인가	ACTION	양도ㆍ양수	제10조제1항	0.9	인증|양도|양수	2026-04-25
제10조제1항	참조함	STRUCTURE	인증	제10조제1항	0.8	제10조제1항|인증	2026-04-25
폐업신고	참조함	STRUCTURE	제10조제4항	제10조제4항	0.95	폐업신고|제10조제4항	2026-04-25
폐업신고	수리한 경우	LOGICAL	4	제10조제4항	0.9	폐업신고|수리	2026-04-25
부수업무의 신고	수리함	ACTION	수리	제11조의2제1항	0.9	부수업무의 신고|수리	2026-04-25
제한명령	한	ACTION	부수업무	제11조의2제8항	0.9	제한명령|시정명령|부수업무	2026-04-25
허가 취소	취소함	ACTION	신용정보업, 본인신용정보관리업 및 채권추심업 허가 또는 양도ㆍ양수 등의 인가	제14조제1항	0.95	허가 취소|신용정보업|본인신용정보관리업|채권추심업|양도|양수	2026-04-25
제26조의4제1항	참조함	STRUCTURE	데이터전문기관 지정	제26조의4제1항	0.95	데이터전문기관 지정|제26조의4제1항	2026-04-25
신용정보회사, 본인신용정보관리회사 및 채권추심회사가	의무를가짐	ACTION	신고 및 보고	제8조	0.8	신고 및 보고|신용정보회사|본인신용정보관리회사|채권추심회사	2026-04-25
허가받은 사 항	요구함	ACTION	금융위원회	제4조제2항	0.95	허가받은 사 항|대통령령으로 정하는 사항|신고	2026-04-25
금융위원회	요구함	ACTION	신고 수리	제4조제2항	0.9	검토|수리|법에 적합	2026-04-25
제4조제2항	참조함	STRUCTURE	제1항	제4조제2항	0.9	제1항|참조	2026-04-25
대주주	정의함	LOGICAL	최대주주의 특수관계인인 주주를 포함하며, 최대주주가 법인인 경우 그 법인의 중요한 경영사항에 사실상 영향력을 행사하고 있는 자를 포함한다	제9조	0.95	대주주 정의|주식 지배	2026-04-25
자	요구함	ACTION	미리 금융위원회의 승인을 받아야 한다	제9조	0.95	대주주 승인|조세범 처벌법|금융위원회 승인	2026-04-25
금융위원회	정한다	ACTION	적격성 심사대상	제9조의2	0.95	최대주주 자격심사|대통령령으로 정하는 기간마다	2026-04-25
심사대상회사	정의함	LOGICAL	대통령령으로 정하는 개인신용평가회사 및 개인사업자신용평가회 사	제9조의2	0.9	심사대상회사 정의	2026-04-25
적격성 심사대상	정의함	LOGICAL	최대주주 중 최다출자자 1인(법인인 경우 그 법인의 최대주주 중 최다출자자 1인, 그 최다출자자 1인도 법인인 경우에는 최다출자자 1인이 개인이 될 때까지 같은 방법으로 선정, 법인 간 순환출자 구조인 경우에는 최대주주 중 대통령령으로 정하는 최다출자자 1인)	제9조의2	0.85	적격성 심사대상 정의	2026-04-25
심사대상회사	심사	ACTION	적격성 유지요건	제9조제1항	0.95	심사|적격성 유지요건	2026-04-25
심사대상회사	인지함	ACTION	적격성 유지요건 미충족 사유	제9조제1항	0.9	인지|적격성 유지요건	2026-04-25
심사대상회사	보고함	ACTION	금융위원회	제9조제1항	0.95	보고|금융위원회	2026-04-25
금융위원회	요구함	ACTION	자료 또는 정보	제9조제1항	0.9	요구|자료	2026-04-25
금융위원회	명할 수 있다	ACTION	조치 (적격성 유지요건 충족 조치, 거래 제한 조치, 기타 조치)	제9조제1항	0.9	명령|조치	2026-04-25
금융위원회	제한할 수 있다	ACTION	거래	제9조제1항	0.85	제한|거래	2026-04-25
금융위원회	명할 수 있다	ACTION	의결권 행사 제한	제9조제1항	0.85	명령|의결권	2026-04-25
금융위원회	인정함	LOGICAL	적격성 유지요건 미충족	제9조제1항	0.9	인정|적격성 유지요건	2026-04-25
신용정보회사, 본인신용정보관리회사 및 채권추심회사가	요구함	ACTION	그 사업의 전부 또는 일 부를 양도ㆍ양수 또는 분할하거나, 다른 법인과 합병	제10조	0.95	양도ㆍ양수|분할|합병	2026-04-25
신용정보회사, 본인신용정보관리회사 및 채권추심회사가	받다	ACTION	인증	530조의2	0.95	신용정보회사|인증|분할합병	2026-04-25
양수인, 분할 후 설립되는 법인 또는 합병 후 존속하는 법인	승계	ACTION	신용정보회사, 본인신용정보관리회사 및 채권추심회사의 지위	530조의2	0.9	양수인|승계|지위	2026-04-25
종전의 신용정보회사, 본인 신용정보관리회사 및 채권추심회사	잃는다	ACTION	허가	530조의2	0.9	종전의 신용정보회사|허가|효력 상실	2026-04-25
제6조	정의함	LOGICAL	제6조	제6조	0.0	제6조	2026-04-25
제22조의8	구조	STRUCTURE	제22조	제22조의8	0.2	제22조의8	2026-04-25
신용정보회사, 본인신용정보관리회사 및 채권추심회사	요구함	ACTION	금융위원회	제27조	0.95	신고|영업 중단/폐업|총리령	2026-04-25
금융위원회	요구함	ACTION	신고	제27조	0.9	수리|검토|법적 적합성	2026-04-25
제27조	준용함	STRUCTURE	제1항부터 제7항까지	제27조	0.85	준용|제1항부터 제7항까지	2026-04-25
신용정보회사, 본인신용정보관리회사 및 채권추심회사	허용함	ACTION	겸영업무	제11조	0.95	겸영업무|신용정보회사|본인신용정보관리회사|채권추심회사	2026-04-25
신용정보회사, 본인신용정보관리회사 및 채권추심회사	요구함	ACTION	금융위원회에 미리 신고	제11조	0.95	신용정보회사|본인신용정보관리회사|채권추심회사|금융위원회|신고	2026-04-25
겸영업무	정의함	LOGICAL	신용정보주체 보호 및 건전한 신용질서를 저해할 우려가 없는 업무	제11조	0.95	겸영업무|신용정보주체 보호|건전한 신용질서	2026-04-25
겸영업무	예외로함	LOGICAL	인가·허가·등록·승인 등의 조치가 필요한 경우, 해당 개별 법률에 따라 인가·허가·등록·승인 등을 미리 받아야 할 수 있다.	제11조	0.9	겸영업무|인가|허가|등록|승인|개별 법률	2026-04-25
개인신용평가회사	허용함	ACTION	겸영업무 (개인신용평가업 외의 신용정보업, 채권추심업, 정보통신망 이용촉진 및 정보보호 등에 관한 법률)	제11조	0.9	개인신용평가회사|겸영업무|신용정보업|채권추심업|정보통신망 이용촉진 및 정보보호 등에 관한 법률	2026-04-25
본인확인기관	정하는	LOGICAL	업무	제23조의3	0.95	본인확인기관의 업무 정의	2026-04-25
본인확인기관의 업무	대통령령으로 정하는	STRUCTURE	업무 ③	제23조의3	0.9	대통령령 업무 정의	2026-04-25
본인확인기관	정하는	LOGICAL	개인사업자신용평가업 외의 신용정보업	제23조의3	0.9	업무 항목 1	2026-04-25
본인확인기관	정하는	LOGICAL	채권추심업	제23조의3	0.9	업무 항목 2	2026-04-25
본인확인기관	정하는	LOGICAL	정보통신망 이용촉진 및 정보보호 등에 관한 법률	제23조의3	0.9	업무 항목 3	2026-04-25
본인확인기관	정의함	LOGICAL	업무	제23조의3	0.95	업무 정의	2026-04-25
본인확인기관	구성함	STRUCTURE	기업신용조회회사의 겸영업무	제23조의3	0.9	업무 항목	2026-04-25
본인확인기관	구성함	STRUCTURE	신용조사회사의 겸영업무	제23조의3	0.9	업무 항목	2026-04-25
기업신용조회회사의 겸영업무	정의함	LOGICAL	기업신용조회업 외의 신용정보업	제23조의3	0.9	업무 항목 정의	2026-04-25
기업신용조회회사의 겸영업무	정의함	LOGICAL	채권추심업	제23조의3	0.9	업무 항목 정의	2026-04-25
기업신용조회회사의 겸영업무	정의함	LOGICAL	그 밖에 신용정보주체 보호 및 건전한 신용질서를 저해할 우려가 없는 업무로서 대통령령으로 정하는 업무	제23조의3	0.9	업무 항목 정의	2026-04-25
신용조사회사의 겸영업무	정의함	LOGICAL	신용조사업 외의 신용정보업	제23조의3	0.9	업무 항목 정의	2026-04-25
신용조사회사의 겸영업무	정의함	LOGICAL	자산유동화에 관한 법률	제23조의3	0.9	업무 항목 정의	2026-04-25
유동화자산 관리 업무	정의함	LOGICAL	그 밖에 신용정보주체 보호 및 거래질서를 저해할 우려가 없는 업무로서 대통령령으로 정하는 업무	제10조	0.95	유동화자산 관리 업무|정의	2026-04-25
유동화자산 관리 업무	정의함	LOGICAL	본인신용정보관리회사의 겸영업무는 다음 각 호와 같다.	제10조	0.95	유동화자산 관리 업무|정의	2026-04-25
본인신용정보관리회사의 겸영업무	정의함	LOGICAL	자본시장과 금융투자업에 관한 법률	제10조	0.95	본인신용정보관리회사의 겸영업무|자본시장과 금융투자업에 관한 법률	2026-04-25
채권추심회사의 겸영업무	정의함	LOGICAL	신용정보업	Unknown	0.95	채권추심회사의 겸영업무 정의|신용정보업 포함	2026-04-25
채권추심회사의 겸영업무	정의함	LOGICAL	자산유동화에 관한 법률	Unknown	0.95	채권추심회사의 겸영업무 정의|자산유동화에 관한 법률 포함	2026-04-25
신용정보주체 보호 및 건전한 거래질서를 저해할 우려가 없는 업무	정의함	LOGICAL	대통령령으로 정하는 업무	Unknown	0.85	신용정보주체 보호 업무 정의|대통령령 정하는 업무	2026-04-25
제6조제1항제4호 또는 제5호에 따른 투자자문업 또는 투자일임업	정의함	LOGICAL	신용정보주체 보호 및 건전한 신용질서를 저해할 우려가 없는 경우로서 대통령령으로 정하는 경우	Unknown	0.8	투자자문업 정의|대통령령 정하는 경우	2026-04-25
금융위원회	수리하여야	ACTION	신고	제10조	0.95	신고 수리|법에 적합	2026-04-25
부수업무	정의함	LOGICAL	해당 허가를 받은 영업에 부수하는 업무	제11조의2	0.95	부수업무 정의|영업 부수 업무	2026-04-25
신용정보회사, 본인신용정보관리회사 및 채권추심회사	요구함	ACTION	금융위원회에 부수업무를 하려는 날의 7일 전까지 신고	제11조의2	0.95	신고 의무|금융위원회	2026-04-25
개인신용평가회사의 부수업무	정의함	LOGICAL	새로이 만들어 낸 개인신용평점 제공, 개인신용정보 제공, 가명정보 이용, 데이터 분석, 전산처리시스템 개발 및 판매, 기타 업무	제11조의2	0.9	개인신용평가회사|부수업무 정의	2026-04-25
개인사업자신용평가회사의 부수업무	정의함	LOGICAL	개인사업자 신용상태 평가 결과 제공, 개인사업자 신용정보 제공, 가명정보 이용, 데이터 분석, 전산처리시스템 개발 및 판매	제11조의2	0.9	개인사업자신용평가회사|부수업무 정의	2026-04-25
기업신용조회회사의 부수업무	정의함	LOGICAL	기업 및 법인 신용정보 제공, 가명정보 이용, 데이터 분석, 전산처리시스템 개발 및 판매, 기타 업무	제11조의2	0.9	기업신용조회회사|부수업무 정의	2026-04-25
신용조사회사의 부수업무	정의함	LOGICAL	부동산과 동산 임대차 현황 및 가격조사, 사업체 및 사업장 현황조사, 기타 업무	제11조의2	0.9	신용조사회사|부수업무 정의	2026-04-25
본인신용정보관리회사의 부수업무	정의함	LOGICAL	본인 개인신용정보 기반 데이터 분석 및 컨설팅, 개인신용정보 관리·사용 계좌 제공	제11조의2	0.9	본인신용정보관리회사|부수업무 정의	2026-04-25
부수업무	예외로함	LOGICAL	대통령령으로 정하는 업무로서 신용정보주체 보호 및 건전한 신용질서를 저해할 우려가 없는 업무	제11조의2	0.85	부수업무 예외|대통령령	2026-04-25
채권추심회사	정의함	LOGICAL	채권추심회사의 부수업무	제39조의3제1항	0.95	부수업무 정의|업무 범위	2026-04-25
채권추심회사의 부수업무	정의함	LOGICAL	채권자 등에 대한 채권관리시스템의 구축 및 제공 업무	제39조의3제1항	0.9	업무 포함|시스템 구축	2026-04-25
채권추심회사의 부수업무	정의함	LOGICAL	대통령령으로 정하는 자로부터 위탁받아 채권의 공정한 추심에 관한 법률에 따라 업무를 수행한다	제39조의3제1항	0.9	위탁 업무|법률 준수	2026-04-25
금융위원회	요구함	ACTION	부수업무	제8항	0.95	부수업무 제한/시정|신고내용|경영건전성|신용정보주체 보호|대통령령	2026-04-25
부수업무 제한/시정	예외로함	LOGICAL	신고내용이 경영건전성을 해치는 경우 또는 신용정보주체 보호 및 건전한 신용질서 유지를 위하여 필요한 경우 대통령령으로 정하는 경우	제8항	0.9	신고내용|경영건전성|신용정보주체 보호|대통령령	2026-04-25
허가받지 않은 자	금지함	ACTION	상호 또는 명칭 중에 신용정보, 신용조사, 개인신용평가, 신용관리, 마이데이터, 채권추심 등	제12조	0.95	유사명칭|신용정보명칭	2026-04-25
허가받지 않은 자	예외로함	LOGICAL	다른 법령에서 허용한 경우 및 대통령령으로 정하는 경우	제12조	0.9	예외|대통령령	2026-04-25
허가받은 신용정보회사, 본인신용정보관리회사, 채권추심회사, 신용정보집중기관	허가받음	ACTION	이 법에 따라	제12조	0.9	허가|신용정보회사	2026-04-25
상임 임원	금지함	ACTION	다른 영리법인의 상무에 종사	제13조	0.99	임원의 겸직 금지|금지	2026-04-25
금융위원회	허용함	ACTION	허가 또는 인가를 취소	제14조	0.95	허가 취소	2026-04-25
신용정보회사, 본인신용정보관리회사 및 채권추심회사	해당하는 경우	LOGICAL	허가 또는 인가를 취소할 수 있다	제14조	0.9	허가 취소|신용정보회사	2026-04-25
대통령령으로 정하는 사유	예외로함	LOGICAL	시정명령을 할 수 있다	제14조	0.85	시정명령|대통령령	2026-04-25
금융위원회	시정명령을 할 수 있다	ACTION	시정명령	제14조	0.9	시정명령	2026-04-25
허가	참조함	STRUCTURE	제4조제2항	제4조제2항	0.9	허가|제4조제2항	2026-04-25
인증	허용함	ACTION	인가	제10조제1항	0.9	인증|인가	2026-04-25
인가	참조함	STRUCTURE	제10조제1항	제10조제1항	0.95	인가|제10조제1항	2026-04-25
금융기관 등	위반함	ACTION	출자요건	제5조제1항제1호ㆍ제2항제4호ㆍ제3항제1호	0.95	출자요건|위반	2026-04-25
신용정보회사 및 채권추심회사	예외로함	LOGICAL	출자요건 위반	제5조제1항제1호ㆍ제2항제4호ㆍ제3항제1호	0.85	신용정보회사|채권추심회사|예외	2026-04-25
상장	예외로함	LOGICAL	제8조의2제4항제1호	제8조의2제4항제1호	0.95	상장|제외	2026-04-25
금융기관 등	출자한	ACTION	100분의 33 이상	제5조제1항 제1호	0.9	출자|금융기관|100분의 33 이상	2026-04-25
